"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094624","1998","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","","","    212.0","","     212.0","W","","","","","","","         0","W","        66","W","         8","W","        99","W","         1","W","","","","","","","  -11.1","W,1231, ","","","   32.8","W,0722, ","-0.6","W,1104","-2.2","W,1119","-5.6","W,1219","-9.4","W,1225","-9.4","W,1225","-1.1","W,0412","-3.9","M,0317","-4.4","M,0316","-9.4","M,0313","-9.4","M,0313","    2969.6","6","    2969.6","W","","","     10.97","W","     14.61","W","      7.33","W","","","","","","","",""
"USW00094624","1999","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","","","","","","","       164","W","        74","W","         9","W","","","","","","","","","","","","","","","","","","","  50.3"," ,W,0524, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    973.6"," ,W","","","","","","","","","","","","","",""
"USW00094624","2000","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.8","W","    157.9","","     157.9","W","       186","W","        88","W","        10","W","         0","W","        87","W","        25","W","        88","W","         0","W","","","","","","","  -16.7","W,0122, ","  66.0"," ,W,0801, ","   28.9","W,0705, ","-0.6","W,1121","-4.4","W,1123","-4.4","W,1123","-8.9","W,1125","-8.9","W,1125","-1.7","W,0411","-3.9","W,0318","-5.6","W,0314","-9.4","W,0218","-9.4","W,0218","    3083.6","6","    3083.6","W","   1118.8"," ,W","      9.66","W","     13.36","W","      5.95","W","       200","W","       190","W","      16.5","W","      25.0","W"
"USW00094624","2001","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.5","W","    237.6","","     237.6","W","       170","W","        68","W","         8","W","         0","W","       102","W","         9","W","       112","W","         0","W","","","","","","","   -8.9","W,0222,+","  67.3"," ,W,0330, ","   30.6","W,0809,+","-0.6","W,1019","-2.8","W,1113","-5.6","W,1223","","","","","-0.6","W,0507","-2.2","W,0404","-4.4","W,0303","-6.7","W,0228","-8.9","W,0222","    3315.7","7","    3315.7","W","   1010.3"," ,W","     10.62","W","     14.51","W","      6.73","W","        40","W","        30","W","      17.0","W","      21.9","W"
"USW00094624","2002","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.7","W","    284.5","","     284.5","W","       158","W","        85","W","        15","W","         0","W","        95","W","         5","W","       103","W","         4","W","","","","","","","   -8.9","W,1209, ","  73.9"," ,W,0923, ","   32.8","W,0817,+","-1.1","W,1025","-2.8","W,1103","-4.4","W,1128","-6.7","W,1203","-8.9","W,1209","0.0","W,0427","-4.4","W,0323","-4.4","W,0323","-8.3","W,0212","","","    2895.2","2","    2895.2","W","   1304.9"," ,W","     10.59","W","     14.41","W","      6.76","W","        50","W","       250","W","      14.3","W","      19.7","W"
"USW00094624","2003","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.7","W","    247.0","","     247.0","W","       182","W","        91","W","        12","W","         0","W","       104","W","        31","W","        93","W","         0","W","","","","","","","  -14.4","W,0123, ","  78.0"," ,W,0330, ","   30.6","W,0706, ","0.0","W,1024","-2.8","W,1109","-6.1","W,1202","-6.7","W,1204","","","0.0","W,0418","-2.8","W,0401","-5.0","W,0320","-6.7","W,0314","-8.9","W,0311","    3535.1","1","    3535.1","W","   1284.8"," ,W","      9.46","W","     13.04","W","      5.87","W","        20","W","        10","W","      17.4","W","      22.8","W"
"USW00094624","2004","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.5","W","    182.3","","     182.3","W","       171","W","        81","W","         9","W","         2","W","       108","W","        28","W","        90","W","         0","W","","","","","","","  -20.6","W,0116, ","  93.5"," ,W,0831, ","   28.3","W,0830, ","0.0","W,1028","-2.8","W,1110","-7.8","W,1215","-7.8","W,1215","-8.9","W,1216","-1.1","W,0417","-8.3","W,0323","-8.3","W,0323","-8.3","W,0323","-11.7","W,0216","    3369.6","6","    3369.6","W","   1139.0"," ,W","      9.46","W","     13.11","W","      5.81","W","        20","W","       360","W","      15.6","W","      65.7","W"
"USW00094624","2005","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.7","B","    274.6","","     274.6","B","       167","B","        80","B","        14","B","         0","B","       103","B","        18","B","       104","B","         0","B","","","","","","","  -13.9","B,0129,+","  50.8"," ,B,1025, ","   31.7","B,0720, ","0.0","B,1112","-3.3","B,1119","-4.4","B,1125","","","","","-0.6","W,0417","-5.0","W,0327","-5.0","W,0327","-6.7","W,0311","-11.1","W,0309","    3373.3","3","    3373.3","B","   1221.0"," ,B","      9.97","B","     13.75","B","      6.20","B","       360","B","       230","B","      18.3","B","      28.6","B"
"USW00094624","2006","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.6","W","    293.9","","     293.9","W","       180","W","        83","W","        11","W","         0","W","        68","W","         9","W","       107","W","         2","W","       201"," ","        62"," ","        18"," ","  -11.0","W,0228, ","  87.1"," ,W,0607, ","   36.7","W,0802, ","0.0","W,1103","-2.7","W,1205","-5.5","W,1208","","","","","0.0","W,0409","-3.8","W,0321","-8.2","W,0304","-8.2","W,0304","-11.0","W,0228","    2829.5","5","    2829.5","W","   1141.5"," ,W","     11.52","W","     15.18","W","      7.86","W","        40","W","       150","W","      16.1","W","      22.8","W"
"USW00094624","2007","41.68778","-69.99318","18.5","CHATHAM MUNICIPAL AIRPORT, MA US","       3.3","W","    314.7","","     314.7","W","       158","W","        74","W","         8","W","         0","W","        97","W","        22","W","       122","W","         1","W","       197"," ","        55"," ","        16"," ","  -12.7","W,0126, ","  79.8"," ,W,1103, ","   32.2","W,0525, ","-1.6","W,1111","-2.7","W,1124","-4.9","W,1201","","","","","0.0","W,0411","-3.2","W,0318","-11.6","W,0309","-11.6","W,0309","-11.6","W,0309","    2922.0","0","    2922.0","W","    926.6"," ,W","     10.71","W","     14.52","W","      6.91","W","       120","W","       360","W","      14.3","W","      25.9","W"
