"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSHH","2004","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    214.1","","     214.1","U","         0","U","        19","U","         0","U","        97","U","         5","U","   -1.7","U,0103,+","   33.3","U,0808, ","0.0","U,1128","","","","","","","0.0","U,0331","","","","","    2739.8","8","    2739.8","U","     11.49","U","     15.50","U","      7.49","U"
"USR0000CSHH","2005","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    248.1","","     248.1","U","         0","U","        26","U","         1","U","        86","U","         5","U","   -1.1","U,0112,+","   34.4","U,0717, ","0.0","U,1125","","","","","","","-0.6","U,0414","","","","","    2763.9","9","    2763.9","U","     11.46","U","     15.31","U","      7.60","U"
"USR0000CSHH","2006","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2762.9","9","    2762.9","U","","","","","",""
"USR0000CSHH","2007","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    120.4","","     120.4","U","         0","U","        44","U","         0","U","        67","U","         0","U","   -4.4","U,0112, ","   31.7","U,0909, ","0.0","U,1129","","","","","","","0.0","U,0419","-2.2","U,0114","-4.4","U,0112","","","","","     10.64","U","     14.57","U","      6.71","U"
"USR0000CSHH","2008","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    259.2","","     259.2","U","         0","U","        61","U","         3","U","        87","U","         9","U","   -4.4","U,1217, ","   35.6","U,0905, ","0.0","U,1010","-3.9","U,1216","-4.4","U,1217","","","0.0","U,0430","-2.2","U,0419","","","    3132.6","6","    3132.6","U","     10.87","U","     14.76","U","      6.98","U"
"USR0000CSHH","2009","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    287.6","","     287.6","U","         0","U","        56","U","         1","U","        86","U","        12","U","   -5.0","U,1207, ","   35.0","U,0925,+","0.0","U,1113","-2.8","U,1206","-5.0","U,1207","","","0.0","U,0428","-2.2","U,0414","","","    2794.5","5","    2794.5","U","     11.16","U","     15.15","U","      7.17","U"
"USR0000CSHH","2010","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    186.5","","     186.5","U","         0","U","        35","U","         0","U","        84","U","         4","U","   -2.8","U,1229,+","   35.6","U,0825,+","0.0","U,1119","-2.8","U,1123","","","","","0.0","U,0521","","","","","    3024.8","8","    3024.8","U","     10.51","U","     14.29","U","      6.73","U"
"USR0000CSHH","2011","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    166.2","","     166.2","U","         0","U","        48","U","         1","U","        73","U","         2","U","   -5.0","U,0226, ","   35.6","U,0910,+","0.0","U,1104","","","","","","","0.0","U,0429","-5.0","U,0226","-5.0","U,0226","    3109.6","6","    3109.6","U","     10.39","U","     14.37","U","      6.40","U"
"USR0000CSHH","2013","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    191.7","","     191.7","U","         0","U","        37","U","         2","U","        83","U","         3","U","   -7.2","U,1208, ","   33.3","U,0909, ","-1.1","U,1203","-2.2","U,1204","-6.1","U,1207","-7.2","U,1208","0.0","U,0416","-2.2","U,0114","","","    2781.9","9","    2781.9","U","     11.59","U","     15.34","U","      7.84","U"
"USR0000CSHH","2014","41.1383","-123.9056","804.7","SCHOOL HOUSE CALIFORNIA, CA US","    288.8","","     288.8","U","         0","U","         7","U","         0","U","       101","U","         1","U","   -1.1","U,1230,+","   32.2","U,0727, ","-1.1","U,1230","","","","","","","-0.6","U,0205","","","","","    2401.1","1","    2401.1","U","     12.84","U","     16.43","U","      9.26","U"
