"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033524","1961","48.9","24.0","470.0","DOLINA, UP","       123","I","        56","I","         1","I","","","","","","","  35.6"," ,I,0730, ","","","","","","","","","","","","","","","","","","","","","    527.4"," ,I","",""
"UPM00033524","1962","48.9","24.0","470.0","DOLINA, UP","       160","I","        80","I","         4","I","","","","","","","  43.6"," ,I,0214, ","","","","","","","","","","","","","","","","","","","","","    772.6"," ,I","",""
"UPM00033524","1965","48.9","24.0","470.0","DOLINA, UP","       157","I","        77","I","         7","I","","","","","","","  38.0"," ,I,0513, ","","","","","","","","","","","","","","","","","","","","","    948.1"," ,I","",""
"UPM00033524","1966","48.9","24.0","470.0","DOLINA, UP","       173","I","        86","I","         7","I","","","","","","","  57.9"," ,I,0827, ","","","","","","","","","","","","","","","","","","","","","    906.2"," ,I","",""
"UPM00033524","1967","48.9","24.0","470.0","DOLINA, UP","       160","I","        79","I","         4","I","","","","","","","  42.9"," ,I,0525, ","","","","","","","","","","","","","","","","","","","","","    788.7"," ,I","",""
"UPM00033524","1968","48.9","24.0","470.0","DOLINA, UP","       176","I","        87","I","         7","I","","","","","","","  76.5"," ,I,0824, ","","","","","","","","","","","","","","","","","","","","","   1140.0"," ,I","",""
"UPM00033524","1969","48.9","24.0","470.0","DOLINA, UP","       161","I","        81","I","         4","I","","","","","","","  87.6"," ,I,0608, ","","","","","","","","","","","","","","","","","","","","","    950.7"," ,I","",""
"UPM00033524","1970","48.9","24.0","470.0","DOLINA, UP","       187","I","       100","I","         6","I","","","","","","","  82.7"," ,I,0513, ","","","","","","","","","","","","","","","","","","","","","   1066.0"," ,I","",""
"UPM00033524","1971","48.9","24.0","470.0","DOLINA, UP","       165","I","        67","I","         5","I","","","","","","","  47.7"," ,I,1120, ","","","","","","","","","","","","","","","","","","","","","    825.2"," ,I","",""
"UPM00033524","1972","48.9","24.0","470.0","DOLINA, UP","       162","I","        81","I","         3","I","","","","","","","  48.2"," ,I,0831, ","","","","","","","","","","","","","","","","","","","","","    745.0"," ,I","",""
"UPM00033524","1973","48.9","24.0","470.0","DOLINA, UP","       163","I","        92","I","         8","I","","","","","","","  46.9"," ,I,0511, ","","","","","","","","","","","","","","","","","","","","","    943.4"," ,I","",""
"UPM00033524","1974","48.9","24.0","470.0","DOLINA, UP","       161","I","        79","I","         6","I","","","","","","","  87.2"," ,I,0722, ","","","","","","","","","","","","","","","","","","","","","    966.4"," ,I","",""
"UPM00033524","1975","48.9","24.0","470.0","DOLINA, UP","       160","I","        80","I","         8","I","","","","","","","  63.2"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","    957.4"," ,I","",""
"UPM00033524","1977","48.9","24.0","470.0","DOLINA, UP","       166","I","        90","I","         7","I","","","","","","","  43.6"," ,I,0627, ","","","","","","","","","","","","","","","","","","","","","    965.1"," ,I","",""
"UPM00033524","1979","48.9","24.0","470.0","DOLINA, UP","       158","I","        80","I","         3","I","","","","","","","  32.1"," ,I,0630, ","","","","","","","","","","","","","","","","","","","","","    785.2"," ,I","",""
"UPM00033524","1980","48.9","24.0","470.0","DOLINA, UP","       195","I","       113","I","         6","I","","","","","","","  69.0"," ,I,0722, ","","","","","","","","","","","","","","","","","","","","","   1266.5"," ,I","",""
"UPM00033524","1981","48.9","24.0","470.0","DOLINA, UP","       176","I","        98","I","         4","I","","","","","","","  48.5"," ,I,0729, ","","","","","","","","","","","","","","","","","","","","","    919.5"," ,I","",""
