"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"GMM00010410","1956","51.4","6.967","161.0","ESSEN MULHEIM, GM","","","","","","","        30","S","        44","S","         0","S","","","   28.9","S,0709,+","","","     11.59","S"
"GMM00010410","1964","51.4","6.967","161.0","ESSEN MULHEIM, GM","","","","","","","        15","S","        81","S","         3","S","","","   33.9","S,0827,+","","","     13.35","S"
"GMM00010410","1974","51.4","6.967","161.0","ESSEN MULHEIM, GM","       199","S","       118","S","         3","S","","","","","","","  34.0"," ,S,1019,+","","","   1169.8"," ,S","",""
"GMM00010410","1975","51.4","6.967","161.0","ESSEN MULHEIM, GM","       162","S","        84","S","         1","S","","","","","","","  27.9"," ,S,0623, ","","","    710.0"," ,S","",""
"GMM00010410","1976","51.4","6.967","161.0","ESSEN MULHEIM, GM","       145","S","        75","S","         0","S","","","","","","","  24.9"," ,S,0722, ","","","    669.5"," ,S","",""
"GMM00010410","1977","51.4","6.967","161.0","ESSEN MULHEIM, GM","       194","S","       102","S","         2","S","","","","","","","  34.0"," ,S,0607, ","","","    954.7"," ,S","",""
"GMM00010410","1978","51.4","6.967","161.0","ESSEN MULHEIM, GM","       177","S","        93","S","         3","S","","","","","","","  26.9"," ,S,0929,+","","","    796.6"," ,S","",""
"GMM00010410","1979","51.4","6.967","161.0","ESSEN MULHEIM, GM","       199","S","       108","S","         4","S","","","","","","","  67.1"," ,S,0319, ","","","   1072.7"," ,S","",""
"GMM00010410","1980","51.4","6.967","161.0","ESSEN MULHEIM, GM","       182","S","       101","S","         3","S","","","","","","","  41.9"," ,S,0909, ","","","    991.8"," ,S","",""
"GMM00010410","1981","51.4","6.967","161.0","ESSEN MULHEIM, GM","       206","S","       123","S","         5","S","","","","","","","  65.0"," ,S,0629, ","","","   1168.4"," ,S","",""
"GMM00010410","1990","51.4","6.967","161.0","ESSEN MULHEIM, GM","       180","S","        99","S","         3","S","","","","","","","  38.6"," ,S,0901, ","","","    878.1"," ,S","",""
"GMM00010410","1991","51.4","6.967","161.0","ESSEN MULHEIM, GM","       147","S","        78","S","         3","S","","","","","","","  45.2"," ,S,0628, ","","","    743.2"," ,S","",""
