"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00403809","1903","35.86667","-86.23333","185.9","HALLS HILL, TN US","       102","6","        86","6","        15","6","        12"," ","  73.7"," ,6,1104, ","   1288.3"," ,6"
"USC00403809","1904","35.86667","-86.23333","185.9","HALLS HILL, TN US","       115","6","        91","6","        10","6","        13"," ","  50.0"," ,6,0607, ","   1084.0"," ,6"
"USC00403809","1905","35.86667","-86.23333","185.9","HALLS HILL, TN US","       114","6","        94","6","        15","6","        11"," ","  76.2"," ,6,0621, ","   1420.0"," ,6"
"USC00403809","1906","35.86667","-86.23333","185.9","HALLS HILL, TN US","       123","6","        94","6","        19","6","         7"," ","  66.0"," ,6,0122, ","   1372.3"," ,6"
"USC00403809","1907","35.86667","-86.23333","185.9","HALLS HILL, TN US","       111","6","        86","6","        14","6","        17"," ","  62.2"," ,6,0729, ","   1372.5"," ,6"
"USC00403809","1908","35.86667","-86.23333","185.9","HALLS HILL, TN US","        98","6","        82","6","        13","6","         7"," "," 160.0"," ,6,0905, ","   1305.4"," ,6"
"USC00403809","1909","35.86667","-86.23333","185.9","HALLS HILL, TN US","        92","6","        80","6","        10","6","         8"," ","  54.6"," ,6,0224, ","   1248.7"," ,6"
"USC00403809","1910","35.86667","-86.23333","185.9","HALLS HILL, TN US","        95","6","        83","6","        14","6","         9"," ","  53.8"," ,6,0106, ","   1248.2"," ,6"
"USC00403809","1912","35.86667","-86.23333","185.9","HALLS HILL, TN US","       101","6","        87","6","        20","6","         4"," ","  71.1"," ,6,0402, ","   1519.2"," ,6"
"USC00403809","1913","35.86667","-86.23333","185.9","HALLS HILL, TN US","        88","6","        74","6","        13","6","         4"," ","  91.4"," ,6,0107, ","   1212.2"," ,6"
"USC00403809","1914","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         7"," ","","","",""
"USC00403809","1915","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         2"," ","","","",""
"USC00403809","1916","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         3"," ","","","",""
"USC00403809","1918","35.86667","-86.23333","185.9","HALLS HILL, TN US","       114","6","        86","6","        15","6","","","  59.9"," ,6,0513, ","   1238.1"," ,6"
"USC00403809","1919","35.86667","-86.23333","185.9","HALLS HILL, TN US","       109","6","        84","6","        11","6","         1"," ","  55.9"," ,6,0102, ","   1287.5"," ,6"
"USC00403809","1920","35.86667","-86.23333","185.9","HALLS HILL, TN US","       125","6","        89","6","        13","6","         2"," "," 126.5"," ,6,0402, ","   1431.2"," ,6"
"USC00403809","1921","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         4"," ","","","",""
"USC00403809","1922","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         2"," ","","","",""
"USC00403809","1923","35.86667","-86.23333","185.9","HALLS HILL, TN US","       127","6","        89","6","        11","6","         2"," ","  36.1"," ,6,0203, ","   1187.9"," ,6"
"USC00403809","1924","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         2"," ","","","",""
"USC00403809","1925","35.86667","-86.23333","185.9","HALLS HILL, TN US","       109","6","        78","6","        10","6","         2"," ","  63.2"," ,6,0428, ","   1168.8"," ,6"
"USC00403809","1926","35.86667","-86.23333","185.9","HALLS HILL, TN US","       115","6","        82","6","        19","6","         3"," ","  63.2"," ,6,1221, ","   1448.1"," ,6"
"USC00403809","1927","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         4"," ","","","",""
"USC00403809","1928","35.86667","-86.23333","185.9","HALLS HILL, TN US","       108","6","        83","6","        19","6","         2"," ","  68.3"," ,6,0629, ","   1385.1"," ,6"
"USC00403809","1929","35.86667","-86.23333","185.9","HALLS HILL, TN US","       130","6","        98","6","        17","6","         2"," "," 142.2"," ,6,0323, ","   1561.4"," ,6"
"USC00403809","1930","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         6"," ","","","",""
"USC00403809","1931","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         4"," ","","","",""
"USC00403809","1932","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         4"," ","","","",""
"USC00403809","1933","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         4"," ","","","",""
"USC00403809","1934","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         3"," ","","","",""
"USC00403809","1935","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         3"," ","","","",""
"USC00403809","1936","35.86667","-86.23333","185.9","HALLS HILL, TN US","","","","","","","         3"," ","","","",""
