"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00179826","1896","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00179826","1897","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","    166.3","","     166.3","6","","","","","","","","","        24","6","       175","6","        54","6","       108","6","         4","6","","","","","  -26.7","6,0301, ","","","","","   35.6","6,0709, ","-0.6","6,0922","-4.4","6,1003","-4.4","6,1003","-8.9","6,1031","-8.9","6,1031","0.0","6,0508","-2.8","6,0422","-6.1","6,0421","-9.4","6,0420","-9.4","6,0420","    4371.2","2","    4371.2","6","","","","","      6.66","6","     12.84","6","      0.48","6"
"USC00179826","1898","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","    229.4","","     229.4","6","       121","6","        78","6","         9","6","","","        22","6","       159","6","        44","6","       117","6","         3","6","","","","","  -34.4","6,0131, ","","","  38.1"," ,6,1027, ","   35.6","6,0703, ","-0.6","6,0925","-5.6","6,1007","-5.6","6,1007","-10.0","6,1126","-10.0","6,1126","-2.2","6,0510","-2.2","6,0510","-4.4","6,0411","-6.7","6,0406","-11.1","6,0404","    4232.1","1","    4232.1","6","    930.7"," ,6","","","      7.40","6","     13.49","6","      1.32","6"
"USC00179826","1901","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","","","","","","","","","","","","","        23","6","       159","6","        54","6","       121","6","        11","6","","","","","  -31.1","6,0120, ","","","","","   37.2","6,0716, ","0.0","6,0920","-2.2","6,0926","-5.0","6,1022","-7.8","6,1029","-10.6","6,1111","0.0","6,0526","-2.2","6,0506","-5.6","6,0330","-11.7","6,0320","-11.7","6,0320","","","","","","","","","      6.76","6","     13.39","6","      0.13","6"
"USC00179826","1902","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","     88.5","","      88.5","6","","","","","","","","","        27","6","       163","6","        45","6","       100","6","         1","6","         1"," ","","","  -28.3","6,1210, ","","","","","   32.2","6,0709, ","0.0","6,0916","-3.9","6,1011","-8.9","6,1018","-8.9","6,1018","-8.9","6,1018","-1.7","6,0521","-3.9","6,0513","-4.4","6,0406","-8.3","6,0315","-10.0","6,0309","    4050.2","2","    4050.2","6","","","","","      6.35","6","     12.85","6","     -0.15","6"
"USC00179826","1903","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4164.5","5","    4164.5","6","","","","","","","","","",""
"USC00179826","1904","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00179826","1905","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","    149.1","","     149.1","6","        81","6","        63","6","         6","6","","","        42","6","       178","6","        65","6","       122","6","         3","6","","","","","  -34.4","6,0124, ","","","  46.2"," ,6,0107, ","   32.2","6,0714,+","-2.8","6,0915","-2.8","6,0915","-5.6","6,1023","-6.7","6,1024","-8.9","6,1026","0.0","6,0523","-2.8","6,0424","-5.0","6,0403","-6.7","6,0324","-11.1","6,0321","    5022.0","0","    5022.0","6","    774.1"," ,6","","","      5.74","6","     12.47","6","     -0.99","6"
"USC00179826","1906","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","    181.4","","     181.4","6","        85","6","        69","6","        11","6","","","        24","6","       187","6","        58","6","       122","6","         6","6","         1"," ","","","  -28.3","6,1220, ","","","  63.0"," ,6,1009, ","   33.9","6,0820, ","-2.8","6,0925","-2.8","6,0925","-6.1","6,1013","-8.9","6,1115","-8.9","6,1115","-1.1","6,0522","-2.2","6,0504","-4.4","6,0417","-6.7","6,0409","-15.0","6,0326","    4441.1","1","    4441.1","6","    978.2"," ,6","","","      6.30","6","     12.91","6","     -0.31","6"
"USC00179826","1907","44.55","-69.63333","27.1","WATERVILLE WWTP, ME US","    134.0","","     134.0","6","","","","","","","","","        37","6","       194","6","        54","6","       100","6","         7","6","","","","","  -37.8","6,0124, ","","","","","   33.9","6,0618, ","-1.7","6,0919","-2.2","6,1009","-4.4","6,1021","-9.4","6,1025","-9.4","6,1025","0.0","6,0602","-3.3","6,0505","-4.4","6,0503","-7.2","6,0421","-8.9","6,0408","    4900.7","7","    4900.7","6","","","","","      5.44","6","     12.16","6","     -1.28","6"
