"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093810","2009","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    695.4","","     695.4","W","       161","W","        81","W","        14","W","","","         1","W","        88","W","        13","W","       177","W","        21","W","       226"," ","        62"," ","        55"," ","  -18.2","W,0116, ","","","  81.5"," ,W,0711, ","   36.1","W,0627, ","-1.0","W,1018","-6.0","W,1204","-6.0","W,1204","-7.7","W,1205","-9.9","W,1210","0.0","W,0409","-2.7","W,0313","-4.9","W,0304","-8.8","W,0303","-11.0","W,0205","    2493.3","3","    2493.3","W","   1282.3"," ,W","     13.64","W","     19.16","W","      8.12","W","       210","W","       190","W","      17.4","W","      22.8","W"
"USW00093810","2010","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       2.9","W","   1012.2","","    1012.2","W","       126","W","        59","W","         6","W","","","         1","W","        99","W","        26","W","       198","W","        66","W","       220"," ","        45"," ","        57"," ","  -20.5","W,0110, ","","","  57.1"," ,W,1125, ","   40.0","W,0804, ","-1.0","W,1004","-3.2","W,1029","-5.5","W,1106","-8.8","W,1207","-11.0","W,1208","-0.5","W,0326","-6.0","W,0306","-6.0","W,0306","-7.1","W,0226","-11.6","W,0201","    2445.8","8","    2445.8","W","    771.4"," ,W","     14.05","W","     20.10","W","      7.99","W","       210","W","       210","W","      20.1","W","      25.0","W"
"USW00093810","2011","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.3","W","    909.8","","     909.8","W","       137","W","        79","W","        19","W","","","         1","W","        83","W","        15","W","       187","W","        60","W","       218"," ","        26"," ","        59"," ","  -19.9","W,0210, ","","","  89.9"," ,W,0626, ","   37.2","W,0712,+","0.0","W,1029","-3.8","W,1111","-6.0","W,1210","","","","","-1.0","W,0401","-3.2","W,0311","-5.5","W,0301","-12.1","W,0211","-12.1","W,0211","    2565.8","8","    2565.8","W","   1591.8"," ,W","     14.21","W","     19.76","W","      8.67","W","       260","W","       320","W","      22.8","W","      30.0","W"
"USW00093810","2012","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    937.5","","     937.5","W","       111","W","        59","W","         5","W","        0","","         0","W","        87","W","         4","W","       201","W","        77","W","       190"," ","        31"," ","        47"," ","  -13.2","W,1230, ","     0"," ,W,1231,+","  83.6"," ,W,0804, ","   41.7","W,0706,+","0.0","W,1011","-4.3","W,1113","-4.9","W,1124","-7.1","W,1222","-11.6","W,1229","-0.5","W,0412","-4.9","W,0220","-4.9","W,0220","-7.7","W,0212","","","    1955.6","6","    1955.6","W","    815.7"," ,W","     15.19","W","     21.76","W","      8.62","W","","","","","","","",""
"USW00093810","2013","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.0","W","    696.4","","     696.4","W","","","","","","","","","         1","W","       111","W","        18","W","       175","W","        26","W","       223"," ","        63"," ","        41"," ","  -18.2","W,1212, ","","","","","   35.0","W,0911, ","-2.1","W,1024","-4.3","W,1025","-6.0","W,1112","-8.2","W,1113","-15.5","W,1207","0.0","W,0425","-3.2","W,0403","-4.9","W,0327","-10.5","W,0201","-10.5","W,0201","    2505.4","4","    2505.4","W","","","     12.94","W","     18.73","W","      7.14","W","       230","W","       160","W","      20.6","W","      28.2","W"
"USW00093810","2014","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.4","W","    694.3","","     694.3","W","","","","","","","","","         2","W","       111","W","        24","W","       178","W","        26","W","       208"," ","        47"," ","        56"," ","  -18.8","W,0106, ","","","","","   34.4","W,0827,+","-0.5","W,1030","-3.8","W,1101","-6.0","W,1102","-9.3","W,1114","-9.3","W,1114","0.0","W,0417","-7.7","W,0326","-7.7","W,0326","-7.7","W,0326","-11.6","W,0304","    2896.0","0","    2896.0","W","","","     12.33","W","     18.07","W","      6.58","W","       350","W","       270","W","      19.2","W","      26.8","W"
"USW00093810","2015","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    768.5","","     768.5","W","       118","W","        81","W","        15","W","        0","","         3","W","        90","W","        24","W","       185","W","        27","W","       224"," ","        44"," ","        60"," ","  -21.6","W,0219, ","     0"," ,W,1231,+","  80.5"," ,W,0619, ","   34.4","W,0728, ","-0.5","W,1017","-2.7","W,1120","-5.5","W,1122","","","","","-2.1","W,0329","-4.3","W,0328","-19.3","W,0306","-19.3","W,0306","-19.3","W,0306","    2777.4","4","    2777.4","W","   1379.8"," ,W","     13.70","W","     19.38","W","      8.02","W","       200","W","       200","W","      18.3","W","      23.3","W"
"USW00093810","2016","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    874.7","","     874.7","W","       115","W","        75","W","        12","W","","","         0","W","        84","W","        16","W","       194","W","        41","W","       216"," ","        54"," ","        60"," ","  -14.3","W,1219, ","",""," 108.2"," ,W,0706, ","   36.1","W,0616, ","-2.1","W,1110","-4.3","W,1113","-6.6","W,1121","-8.8","W,1209","-9.9","W,1215","-1.6","W,0409","-3.8","W,0306","-4.9","W,0302","-10.5","W,0213","-10.5","W,0213","    2112.8","8","    2112.8","W","   1182.3"," ,W","     14.47","W","     20.13","W","      8.80","W","       200","W","       200","W","      20.1","W","      26.4","W"
"USW00093810","2017","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.3","W","    737.1","","     737.1","W","       103","W","        63","W","        11","W","        0","","         0","W","        83","W","        14","W","       196","W","        30","W","       182"," ","        31"," ","        52"," ","  -17.1","W,0107, ","     0"," ,W,1231,+"," 121.2"," ,W,0429, ","   35.0","W,0722,+","-1.6","W,1029","-3.2","W,1031","-4.9","W,1120","-7.1","W,1207","-11.0","W,1208","-2.7","W,0319","-2.7","W,0319","-7.1","W,0316","-7.1","W,0316","-11.0","W,0204","    2070.0","0","    2070.0","W","   1008.8"," ,W","     14.36","W","     20.33","W","      8.39","W","       200","W","       210","W","      18.3","W","      25.5","W"
"USW00093810","2018","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.2","W","    951.8","","     951.8","W","","","","","","","","","         2","W","       102","W","        18","W","       172","W","        43","W","       210"," ","        41"," ","        54"," ","  -19.9","W,0102, ","","","","","   35.6","W,0705, ","-2.7","W,1021","-2.7","W,1021","-7.1","W,1110","-7.1","W,1110","","","-1.6","W,0417","-2.7","W,0408","-5.5","W,0314","-7.1","W,0213","-9.3","W,0208","    2616.2","2","    2616.2","W","","","     13.51","W","     18.98","W","      8.05","W","       200","W","        30","W","      17.4","W","      30.0","W"
"USW00093810","2019","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    862.9","","     862.9","W","       128","W","        87","W","        18","W","","","         0","W","       103","W","        16","W","       179","W","        46","W","       239"," ","        34"," ","        47"," ","  -13.2","W,0304,+","","","  94.0"," ,W,1026, ","   35.6","W,0916, ","-3.8","W,1031","-3.8","W,1031","-6.6","W,1108","-7.7","W,1111","-12.7","W,1112","-1.0","W,0415","-3.2","W,0401","-8.8","W,0306","-8.8","W,0306","-10.5","W,0305","    2570.7","7","    2570.7","W","   1390.6"," ,W","     13.71","W","     19.44","W","      7.98","W","       210","W","       220","W","      19.2","W","      26.8","W"
"USW00093810","2020","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    792.1","","     792.1","W","       131","W","        86","W","        13","W","","","         0","W","        83","W","         7","W","       175","W","        36","W","       230"," ","        56"," ","        46"," ","  -12.7","W,0214, ","","","  55.9"," ,W,0727, ","   34.4","W,0717,+","-0.5","W,1005","-2.7","W,1101","-4.9","W,1102","-7.7","W,1217","-9.9","W,1225","-1.6","W,0418","-4.3","W,0307","-5.5","W,0229","-8.8","W,0221","-12.7","W,0214","    2457.9","9","    2457.9","W","   1255.6"," ,W","     14.01","W","     19.71","W","      8.30","W","       210","W","       180","W","      20.1","W","      31.3","W"
"USW00093810","2021","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.1","W","    809.8","","     809.8","W","       106","W","        64","W","        12","W","","","         2","W","        84","W","        16","W","       188","W","        33","W","       224"," ","        54"," ","        51"," ","  -19.9","W,0219, ","","","  76.2"," ,W,0904, ","   35.0","W,0614,+","-2.1","W,1103","-3.2","W,1104","-5.5","W,1119","","","","","0.0","W,0422","-4.3","W,0402","-7.7","W,0221","-7.7","W,0221","-13.8","W,0220","    2461.7","7","    2461.7","W","   1113.0"," ,W","     14.15","W","     20.02","W","      8.28","W","       240","W","       230","W","      18.3","W","      28.6","W"
"USW00093810","2022","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.3","W","    834.7","","     834.7","W","        90","W","        57","W","        10","W","","","         2","W","       107","W","        17","W","       198","W","        49","W","       192"," ","        56"," ","        53"," ","  -20.5","W,1223, ","","","  53.1"," ,W,0514, ","   37.2","W,0921,+","-0.5","W,1008","-3.2","W,1019","-5.5","W,1020","-8.2","W,1114","-9.9","W,1119","-0.5","W,0403","-2.7","W,0313","-8.8","W,0312","-8.8","W,0312","-9.9","W,0213","    2318.4","4","    2318.4","W","    818.6"," ,W","     13.40","W","     19.80","W","      7.01","W","       200","W","       200","W","      17.4","W","      24.1","W"
"USW00093810","2023","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","       3.0","W","    799.9","","     799.9","W","        89","W","        57","W","        13","W","","","         0","W","        69","W","         5","W","       196","W","        35","W","       223"," ","        39"," ","        53"," ","   -8.2","W,1219,+","","","  70.6"," ,W,0303, ","   39.4","W,0630, ","-1.6","W,1030","-3.2","W,1031","-4.9","W,1128","-8.2","W,1219","","","-1.6","W,0329","-4.9","W,0320","-4.9","W,0320","-8.2","W,0203","","","    2277.8","8","    2277.8","W","    943.1"," ,W","     14.93","W","     20.98","W","      8.88","W","       210","W","       200","W","      20.1","W","      30.0","W"
"USW00093810","2024","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","","","","","","","","","","","","","","","","","","","        10","W","       214","W","        38","W","       209"," ","        38"," ","        48"," ","","","","","","","   36.7","W,0829,+","","","","","","","","","","","","","","","","","","","","","    1991.5","5","    1991.5","W","","","","","     21.19","W","","","","","","","","","",""
"USW00093810","2025","37.78329","-89.24533","122.1","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","","","","","","","","","","","","","","","","","","","","","","","","","        40"," ","         5"," ","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
