"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HSCH","2001","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1353.9","","    1353.9","U","         0","U","         0","U","         0","U","       362","U","         0","U","   12.2","U,0321, ","   31.1","U,1025, ","       0.3","3","       0.3","U","     22.05","U","     25.74","U","     18.35","U"
"USR0000HSCH","2002","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1311.9","","    1311.9","U","         0","U","         0","U","         0","U","       356","U","         0","U","   11.7","U,0302,+","   30.6","U,0925, ","      12.0","0","      12.0","U","     21.88","U","     25.79","U","     17.97","U"
"USR0000HSCH","2003","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1368.2","","    1368.2","U","         0","U","         0","U","         0","U","       361","U","         0","U","    9.4","U,0117, ","   31.1","U,0929,+","      15.0","0","      15.0","U","     22.03","U","     25.95","U","     18.10","U"
"USR0000HSCH","2004","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1483.5","","    1483.5","U","         0","U","         0","U","         0","U","       364","U","         0","U","   12.2","U,0318, ","   31.1","U,1108, ","       4.3","3","       4.3","U","     22.39","U","     26.28","U","     18.49","U"
"USR0000HSCH","2005","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1424.0","","    1424.0","U","         0","U","         0","U","         0","U","       361","U","         0","U","   11.7","U,0316, ","   31.7","U,1020,+","       6.1","1","       6.1","U","     22.21","U","     26.27","U","     18.15","U"
"USR0000HSCH","2006","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1426.2","","    1426.2","U","         0","U","         0","U","         0","U","       356","U","         0","U","   12.2","U,0212, ","   31.7","U,0719, ","       5.3","3","       5.3","U","     22.21","U","     25.91","U","     18.51","U"
"USR0000HSCH","2007","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1398.2","","    1398.2","U","         0","U","         0","U","         0","U","       361","U","         0","U","   11.1","U,0204, ","   30.0","U,1129,+","       2.8","8","       2.8","U","     22.14","U","     25.61","U","     18.67","U"
"USR0000HSCH","2008","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.8","8","       0.8","U","","","","","",""
"USR0000HSCH","2013","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1316.9","","    1316.9","U","         0","U","         0","U","         0","U","       355","U","         1","U","   11.7","U,0318, ","   32.2","U,1012, ","","","","","     21.91","U","     25.87","U","     17.95","U"
"USR0000HSCH","2014","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1433.3","","    1433.3","U","         0","U","         0","U","         0","U","       358","U","         0","U","   11.7","U,0124,+","   30.6","U,1001,+","       2.0","0","       2.0","U","     22.25","U","     25.85","U","     18.64","U"
"USR0000HSCH","2015","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","","","","","","","","","","","","","","","","","","","      16.7","7","      16.7","U","","","","","",""
"USR0000HSCH","2021","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1255.0","","    1255.0","U","         0","U","         0","U","         0","U","       356","U","         0","U","   11.7","U,0207, ","   30.0","U,0531, ","","","","","     21.75","U","     24.91","U","     18.59","U"
"USR0000HSCH","2022","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1414.5","","    1414.5","U","         0","U","         0","U","         0","U","       362","U","         0","U","   13.3","U,0204, ","   30.6","U,1009,+","       2.5","5","       2.5","U","     22.20","U","     25.85","U","     18.55","U"
"USR0000HSCH","2023","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1389.1","","    1389.1","U","         0","U","         0","U","         0","U","       353","U","         0","U","   13.3","U,0311, ","   30.6","U,0905, ","       0.3","3","       0.3","U","     22.13","U","     25.44","U","     18.83","U"
"USR0000HSCH","2024","21.4994","-157.9933","381.0","SCHOFIELD EAST HAWAII, HI US","   1361.2","","    1361.2","U","         0","U","         0","U","         0","U","       359","U","         0","U","   12.2","U,0114, ","   30.0","U,1022, ","       2.3","3","       2.3","U","     22.04","U","     25.22","U","     18.86","U"
