"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087320","2011","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","        15","S","   -5.0","S,0820, ","-2.0","S,0624","-3.0","S,0629","","","","","-5.0","S,0820","-5.0","S,0820","-5.0","S,0820","     13.46","S"
"ARM00087320","2013","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","        11","S","   -7.5","S,0724, ","-1.6","S,0621","-6.7","S,0722","-6.7","S,0722","-6.7","S,0722","-1.0","S,0917","","","","","     13.53","S"
"ARM00087320","2015","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","         4","S","   -2.5","S,0714, ","-1.0","S,0619","-2.5","S,0714","","","","","","","","","","","     14.19","S"
"ARM00087320","2016","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","         4","S","   -2.4","S,0906, ","-0.5","S,0612","","","","","","","-2.4","S,0906","-2.4","S,0906","","","     13.16","S"
"ARM00087320","2017","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","         8","S","   -8.3","S,0717, ","-1.0","S,0609","-4.5","S,0619","-4.5","S,0619","-8.3","S,0717","-0.5","S,1013","","","","","     13.38","S"
"ARM00087320","2018","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","        14","S","   -4.0","S,0725, ","-0.5","S,0605","-2.5","S,0615","","","","","-2.5","S,0825","-2.5","S,0825","","","     13.64","S"
"ARM00087320","2019","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","         6","S","   -2.1","S,0810, ","-1.9","S,0616","","","","","","","-2.1","S,0810","","","","","     13.35","S"
"ARM00087320","2022","-30.367","-66.283","461.0","CHAMICAL AERO, AR","         0","S","         4","S","   -2.3","S,0809, ","-1.2","S,0617","","","","","","","-2.3","S,0809","-2.3","S,0809","","","     12.81","S"
