"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KRC00914101","1953","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","       142","0","        80","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","       233","0","","","        12"," ","   21.1","0,0413, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.0"," ,0,0412, ","   36.7","0,0517, ","       0.0","0","       0.0","0","    906.8"," ,0","        0"," ,0","     28.96","0","     32.45","0","     25.47","0"
"KRC00914101","1954","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","   3770.0","","    3770.0","0","        57","0","        19","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","       160","0","","","","","   21.7","0,0605, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0722, ","   35.0","0,0313, ","       0.0","0","       0.0","0","    198.6"," ,0","        0"," ,0","     28.59","0","     31.76","0","     25.43","0"
"KRC00914101","1955","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","   3573.8","","    3573.8","0","        83","0","        30","0","         5","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","   22.8","0,0927,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.3"," ,0,0117, ","   32.2","0,0610, ","       0.0","0","       0.0","0","    440.7"," ,0","        0"," ,0","     27.79","0","     30.36","0","     25.23","0"
"KRC00914101","1956","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","   3482.5","","    3482.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRC00914101","1957","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","       129","0","        69","0","        15","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       148","0","","","        16"," ","   22.8","0,1204,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.8"," ,0,1107, ","   34.4","0,1211, ","       0.0","0","       0.0","0","   1269.2"," ,0","        0"," ,0","     28.80","0","     31.75","0","     25.85","0"
"KRC00914101","1958","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","   3913.7","","    3913.7","0","","","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"KRC00914101","1959","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","        85","0","        46","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","       237","0","         2"," ","         3"," ","   22.2","0,0731,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.0"," ,0,0129, ","   35.0","0,0506, ","       0.0","0","       0.0","0","    760.0"," ,0","        0"," ,0","     29.00","0","     32.17","0","     25.83","0"
"KRC00914101","1960","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"KRC00914101","1961","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRC00914101","1962","-2.76667","-171.71667","3.0","CANTON ISLAND, KR","","","","","       101","0","        32","0","         3","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","        30","0","         4"," ","         1"," ","   21.7","0,0424, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.5"," ,0,0911, ","   32.8","0,1128,+","       0.0","0","       0.0","0","    402.6"," ,0","        0"," ,0","     28.33","0","     31.19","0","     25.47","0"
