"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00295571","1934","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        70","6","        42","6","         1","6","","","","","","","","","","","","","","","","","","","  30.5"," ,6,0223, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    423.3"," ,6","","","","","","","",""
"USC00295571","1935","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        79","6","        60","6","         1","6","","","        31","6","       199","6","         7","6","       135","6","         1","6","","","  -30.6","6,0121, ","","","  35.8"," ,6,0408, ","   32.2","6,0709, ","0.0","6,0924","-3.3","6,1014","-5.0","6,1017","-8.9","6,1024","-8.9","6,1024","-2.2","6,0603","-2.2","6,0603","-5.6","6,0506","-7.2","6,0425","-11.7","6,0410","","","","","    518.7"," ,6","","","      6.65","6","     16.36","6","     -3.07","6"
"USC00295571","1938","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        39","6","        39","6","         2","6","        21","6","","","","","","","","","","","","","","","   249"," ,6,0202, ","  27.9"," ,6,0202, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    358.8"," ,6","     2046"," ,6","","","","","",""
"USC00295571","1939","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        35","6","        33","6","         4","6","","","","","","","","","","","","","","","","","","","  44.5"," ,6,0729, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    435.1"," ,6","","","","","","","",""
"USC00295571","1940","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","","","","","","","        25","6","","","","","","","","","","","","","","","   206"," ,6,1224, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     2018"," ,6","","","","","",""
"USC00295571","1941","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","       114","6","        67","6","         2","6","        39","6","","","","","","","","","","","","","","","   216"," ,6,0314, ","  29.2"," ,6,0928, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    580.0"," ,6","     2783"," ,6","","","","","",""
"USC00295571","1942","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        58","6","        35","6","         0","6","","","","","","","","","","","","","","","","","","","  24.6"," ,6,1206, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    334.3"," ,6","","","","","","","",""
"USC00295571","1943","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        73","6","        41","6","         2","6","        14","6","","","","","","","","","","","","","","","   155"," ,6,1225, ","  33.3"," ,6,0801, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    403.0"," ,6","     1068"," ,6","","","","","",""
"USC00295571","1944","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        83","6","        47","6","         3","6","        28","6","","","","","","","","","","","","","","","   254"," ,6,0227, ","  34.8"," ,6,0927, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    448.9"," ,6","     2261"," ,6","","","","","",""
"USC00295571","1946","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","        81","6","        45","6","         4","6","        17","6","","","","","","","","","","","","","","","   178"," ,6,1103, ","  41.9"," ,6,0807, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    486.8"," ,6","     1307"," ,6","","","","","",""
"USC00295571","1947","35.36667","-108.51667","2439.9","MCGAFFEY RANGER STATION, NM US","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
