"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"AYM00089034","2022","-77.867","-34.617","256.0","BASE BELGRANO II, AY","      301","","   429"," ,S,0725, "
"AYM00089034","2023","-77.867","-34.617","256.0","BASE BELGRANO II, AY","      346","","   899"," ,S,1123,+"
