"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ARM00087244","2017","-29.9","-63.683","341.0","VILLA MARIA DEL RIO, AR","         0","S","        15","S","   -7.6","S,0619, ","-1.6","S,0601","-7.6","S,0619","-7.6","S,0619","-7.6","S,0619","","","-0.2","S,0905","","","","","     11.74","S"
"ARM00087244","2019","-29.9","-63.683","341.0","VILLA MARIA DEL RIO, AR","         0","S","        26","S","   -6.7","S,0626, ","-0.9","S,0608","-6.7","S,0626","-6.7","S,0626","-6.7","S,0626","","","-0.9","S,0921","-2.5","S,0913","-5.3","S,0814","     11.38","S"
"ARM00087244","2020","-29.9","-63.683","341.0","VILLA MARIA DEL RIO, AR","         0","S","        42","S","   -7.1","S,0729, ","-0.3","S,0507","-5.4","S,0614","-5.4","S,0614","-7.1","S,0729","","","-0.7","S,0921","-2.9","S,0822","-5.9","S,0820","      9.81","S"
"ARM00087244","2021","-29.9","-63.683","341.0","VILLA MARIA DEL RIO, AR","         0","S","        44","S","   -9.0","S,0630, ","-0.2","S,0512","-4.7","S,0620","-4.7","S,0620","-6.8","S,0629","-9.0","S,0630","-0.1","S,0915","-2.9","S,0826","-5.8","S,0812","      9.89","S"
"ARM00087244","2022","-29.9","-63.683","341.0","VILLA MARIA DEL RIO, AR","         0","S","        47","S","   -5.5","S,0819, ","-1.0","S,0517","-3.2","S,0518","-4.4","S,0519","","","","","-1.5","S,1101","-2.8","S,0910","-5.2","S,0829","      9.55","S"
