"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00066196","2002","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","","","","","         0","a","         0","a","         0","a","       165","a","         5","a","    7.0","a,0726,+","   35.0","a,0107, ","","","","","     18.38","a","     21.23","a","     15.53","a"
"ASN00066196","2003","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","","","","","         0","a","         0","a","","","","","","","    6.6","a,0728, ","","","","","","","","","","","     15.41","a"
"ASN00066196","2005","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    489.6","","     489.6","a","         0","a","         0","a","         0","a","       177","a","         3","a","    6.9","a,0813, ","   37.0","a,1224, ","","","","","     18.63","a","     21.47","a","     15.78","a"
"ASN00066196","2011","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    547.2","","     547.2","a","         0","a","         0","a","         0","a","       157","a","         6","a","    7.8","a,0724,+","   35.2","a,0203, ","     618.6","6","     618.6","a","     18.17","a","     20.84","a","     15.50","a"
"ASN00066196","2012","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    440.6","","     440.6","a","         0","a","         0","a","         0","a","       165","a","         3","a","    7.0","a,0901, ","   33.3","a,1220, ","     642.4","4","     642.4","a","     17.89","a","     20.64","a","     15.13","a"
"ASN00066196","2013","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    515.0","","     515.0","a","         0","a","         0","a","         0","a","       200","a","         5","a","    8.4","a,0822, ","   35.8","a,1010, ","     449.4","4","     449.4","a","     18.70","a","     21.62","a","     15.78","a"
"ASN00066196","2014","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    584.7","","     584.7","a","         0","a","         0","a","         0","a","       196","a","         2","a","    7.4","a,0803, ","   34.5","a,1101, ","     499.7","7","     499.7","a","     18.59","a","     21.26","a","     15.92","a"
"ASN00066196","2015","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    606.5","","     606.5","a","         0","a","         0","a","         0","a","       178","a","         2","a","    6.2","a,0805, ","   33.9","a,1211, ","     578.4","4","     578.4","a","     18.38","a","     21.07","a","     15.68","a"
"ASN00066196","2016","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    648.8","","     648.8","a","         0","a","         0","a","         0","a","       208","a","         6","a","    7.3","a,0626, ","   35.4","a,1214, ","     447.0","0","     447.0","a","     19.00","a","     21.82","a","     16.18","a"
"ASN00066196","2017","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    633.1","","     633.1","a","         0","a","         0","a","         0","a","       202","a","         3","a","    7.2","a,0703, ","   34.6","a,1030, ","     513.6","6","     513.6","a","     18.74","a","     21.55","a","     15.92","a"
"ASN00066196","2018","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    673.0","","     673.0","a","         0","a","         0","a","         0","a","       187","a","         3","a","    6.1","a,0716, ","   35.6","a,1102, ","     578.6","6","     578.6","a","     18.50","a","     21.22","a","     15.78","a"
"ASN00066196","2019","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","","","","","","","","","         0","a","       194","a","         7","a","","","   36.2","a,0131, ","","","","","","","     21.79","a","",""
"ASN00066196","2020","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    591.8","","     591.8","a","         0","a","         0","a","         0","a","       193","a","         2","a","    7.6","a,0805, ","   34.8","a,0320, ","     489.8","8","     489.8","a","     18.60","a","     21.31","a","     15.89","a"
"ASN00066196","2021","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    518.3","","     518.3","a","         0","a","         0","a","         0","a","       174","a","         1","a","    7.2","a,0611, ","   34.4","a,1219, ","     552.7","7","     552.7","a","     18.14","a","     20.91","a","     15.37","a"
"ASN00066196","2022","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    559.2","","     559.2","a","         0","a","         0","a","         0","a","       167","a","         1","a","    7.4","a,0730, ","   33.2","a,0220, ","     566.6","6","     566.6","a","     18.27","a","     20.87","a","     15.67","a"
"ASN00066196","2023","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    491.9","","     491.9","a","         0","a","         0","a","         0","a","       183","a","         4","a","    6.9","a,0720, ","   37.5","a,1214, ","     476.2","2","     476.2","a","     18.81","a","     21.66","a","     15.96","a"
"ASN00066196","2024","-33.8414","151.2633","6.0","SYDNEY HARBOUR WEDDING CAKE W, AS","    695.6","","     695.6","a","         0","a","         0","a","         0","a","       207","a","         2","a","    7.8","a,0620, ","   33.2","a,1227, ","     471.3","3","     471.3","a","     19.09","a","     21.77","a","     16.41","a"
