"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SA000040438","1978","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3019.0","","    3019.0","G","","","","","","","         0","G","         0","G","         0","G","       335","G","       207","G","    3.0","G,0114, ","","","   46.2","G,0723, ","","","","","","","","","     25.90","G","     33.11","G","     18.69","G"
"SA000040438","1979","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3316.3","","    3316.3","G","","","","","","","         0","G","         0","G","         0","G","       330","G","       220","G","    2.8","G,1231, ","","","   46.2","G,0613, ","","","     195.5","5","     195.5","G","","","     26.78","G","     33.82","G","     19.73","G"
"SA000040438","1985","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3255.3","","    3255.3","G","","","","","","","         0","G","         0","G","         0","G","       321","G","       208","G","    3.0","G,0207, ","","","   46.8","G,0806, ","","","","","","","","","     26.43","G","     33.27","G","     19.59","G"
"SA000040438","1986","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3143.9","","    3143.9","G","        20","I","        15","I","         1","I","         0","G","         0","G","         0","G","       315","G","       202","G","    2.2","G,0122, ","  30.0"," ,I,0425, ","   47.0","G,0727, ","","","     299.0","0","     299.0","G","    180.0"," ,I","     26.02","G","     32.84","G","     19.20","G"
"SA000040438","1987","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3476.1","","    3476.1","G","        10","I","         5","I","         0","I","         0","G","         0","G","         0","G","       339","G","       204","G","    4.0","G,0119,+","  14.0"," ,I,0323, ","   48.0","G,0729,+","","","     287.3","3","     287.3","G","     52.0"," ,I","     27.39","G","     34.01","G","     20.76","G"
"SA000040438","1988","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3418.3","","    3418.3","G","        14","I","         8","I","         0","I","         0","G","         0","G","         0","G","       320","G","       206","G","    2.0","G,1229, ","  24.0"," ,I,0224, ","   46.2","G,0614, ","","","     237.4","4","     237.4","G","     70.0"," ,I","     26.93","G","     33.40","G","     20.45","G"
"SA000040438","1989","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3012.4","","    3012.4","G","        18","I","         9","I","         1","I","         0","G","         2","G","         0","G","       301","G","       200","G","   -0.5","G,0107, ","  29.0"," ,I,0328, ","   46.0","G,0706, ","-0.5","G,0107","     407.8","8","     407.8","G","     96.0"," ,I","     25.28","G","     32.39","G","     18.18","G"
"SA000040438","1990","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3107.3","","    3107.3","G","         8","I","         2","I","         0","I","         0","G","         0","G","         0","G","       323","G","       206","G","    1.4","G,1229, ","  15.0"," ,I,0114, ","   46.0","G,0728,+","","","     350.4","4","     350.4","G","     27.0"," ,I","     26.01","G","     33.35","G","     18.67","G"
"SA000040438","1991","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   3150.3","","    3150.3","G","        13","I","         4","I","         0","I","         0","G","         0","G","         0","G","       322","G","       204","G","    2.6","G,0107, ","  13.0"," ,I,0114, ","   46.0","G,0626, ","","","     254.3","3","     254.3","G","     46.0"," ,I","     26.19","G","     32.82","G","     19.55","G"
"SA000040438","1992","24.7","46.733","620.0","RIYADH OBS. O.A.P., SA","   2959.4","","    2959.4","G","        23","I","        11","I","         0","I","         0","G","         3","G","         0","G","       284","G","       193","G","    0.0","G,0129,+","  13.0"," ,I,1216, ","   45.0","G,0616,+","0.0","G,0129","     452.4","4","     452.4","G","     99.0"," ,I","     24.96","G","     31.32","G","     18.59","G"
