"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00401HP5R","1993","49.7","-103.8","589.0","WEYBURN, SK CA","","","","","        51","C","        29","C","         1","C","","","","","","","","","","","","","","","","","  50.4"," ,C,0703, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    314.4"," ,C","","","","","","","","","","","",""
"CA00401HP5R","1995","49.7","-103.8","589.0","WEYBURN, SK CA","","","","","        67","C","        30","C","         4","C","","","","","","","","","","","","","","","","","  60.6"," ,C,0905, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    487.8"," ,C","","","","","","","","","","","",""
"CA00401HP5R","1996","49.7","-103.8","589.0","WEYBURN, SK CA","    121.8","","     121.8","C","","","","","","","","","        88","C","       211","C","       126","C","        91","C","         7","C","  -41.9","C,0201, ","","","","","   34.2","C,0608, ","-1.4","C,0911","-3.2","C,0929","-6.3","C,1001","-11.0","C,1002","-11.0","C,1002","-3.5","C,0513","-3.5","C,0513","-6.0","C,0509","-11.6","C,0405","-11.6","C,0405","    6210.2","2","    6210.2","C","","","","","      0.63","C","      6.66","C","     -5.40","C","","","",""
"CA00401HP5R","1997","49.7","-103.8","589.0","WEYBURN, SK CA","    173.1","","     173.1","C","","","","","","","","","        48","C","       192","C","        94","C","       113","C","         7","C","  -38.9","C,0127, ","","","","","   36.6","C,0807, ","-1.7","C,0919","-2.9","C,0920","-5.1","C,1006","-9.1","C,1020","-9.1","C,1020","-0.5","C,0520","-3.3","C,0514","-6.6","C,0415","-8.7","C,0411","-12.2","C,0410","    6256.2","2","    6256.2","C","","","","","      3.48","C","     10.07","C","     -3.10","C","","","",""
"CA00401HP5R","1998","49.7","-103.8","589.0","WEYBURN, SK CA","    166.5","","     166.5","C","","","","","","","","","        43","C","       179","C","        89","C","       110","C","         9","C","  -35.2","C,0113, ","","","","","   37.5","C,0904, ","-2.6","C,0930","-2.6","C,0930","-4.9","C,1030","-8.0","C,1105","-9.2","C,1108","-1.0","C,0513","-4.9","C,0502","-4.9","C,0502","-14.2","C,0323","-14.2","C,0323","    4848.6","6","    4848.6","C","","","","","      4.53","C","     10.55","C","     -1.49","C","","","",""
"CA00401HP5R","1999","49.7","-103.8","589.0","WEYBURN, SK CA","     82.1","","      82.1","C","","","","","","","","","        28","C","       195","C","        75","C","        88","C","         4","C","  -37.2","C,0107, ","","","","","   34.7","C,0729, ","-0.1","C,0914","-4.1","C,0930","-10.5","C,1001","-10.5","C,1001","-10.5","C,1001","-2.0","C,0507","-3.3","C,0423","-5.2","C,0417","-6.8","C,0416","-10.0","C,0324","    5242.9","9","    5242.9","C","","","","","      4.32","C","     10.39","C","     -1.75","C","","","",""
"CA00401HP5R","2000","49.7","-103.8","589.0","WEYBURN, SK CA","    117.1","","     117.1","C","","","","","","","","","        62","C","       193","C","       105","C","        89","C","         5","C","  -32.9","C,0211, ","","","","","   36.0","C,0729, ","-0.8","C,0922","-4.3","C,1003","-9.6","C,1004","-9.6","C,1004","-9.6","C,1004","-1.6","C,0513","-2.9","C,0420","-4.9","C,0418","-7.0","C,0414","-9.9","C,0411","    5071.8","8","    5071.8","C","","","","","      3.08","C","      9.25","C","     -3.10","C","","","",""
"CA00401HP5R","2001","49.7","-103.8","589.0","WEYBURN, SK CA","    168.4","","     168.4","C","","","","","","","","","        49","C","       195","C","       100","C","       104","C","        10","C","  -31.1","C,0201, ","","","","","   37.7","C,0807, ","-0.9","C,0923","-3.0","C,1003","-5.1","C,1004","-7.0","C,1015","-10.3","C,1016","-0.8","C,0524","-3.1","C,0523","-5.9","C,0422","-7.7","C,0421","-9.1","C,0415","    5892.6","6","    5892.6","C","","","","","      3.80","C","     10.28","C","     -2.69","C","","","",""
"CA00401HP5R","2002","49.7","-103.8","589.0","WEYBURN, SK CA","    144.9","","     144.9","C","","","","","","","","","        46","C","       222","C","       104","C","        97","C","         8","C","  -32.3","C,0309, ","","","","","   36.2","C,0714, ","-0.5","C,0923","-2.8","C,0926","-5.7","C,1001","-6.7","C,1002","-10.9","C,1021","-1.1","C,0524","-5.2","C,0523","-5.2","C,0523","-8.6","C,0504","-10.5","C,0501","    5612.9","9","    5612.9","C","","","","","      2.87","C","      8.93","C","     -3.19","C","","","",""
"CA00401HP5R","2003","49.7","-103.8","589.0","WEYBURN, SK CA","    245.1","","     245.1","C","","","","","","","","","        69","C","       187","C","       122","C","       117","C","        22","C","  -35.7","C,0224, ","","","","","   37.9","C,0816, ","-1.0","C,0916","-4.8","C,0928","-4.8","C,0928","-7.8","C,0930","-18.4","C,1031","-2.3","C,0520","-2.3","C,0520","-5.3","C,0406","-8.1","C,0405","-9.3","C,0404","    5680.1","1","    5680.1","C","","","","","      3.11","C","      9.72","C","     -3.51","C","","","",""
