"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES"
"AYW00088703","1964","-81.38333","170.75","54.3","LITTLE JEANA STATION, AY","        20"," ","",""
"AYW00088703","1965","-81.38333","170.75","54.3","LITTLE JEANA STATION, AY","        29"," ","         1"," "
"AYW00088703","1966","-81.38333","170.75","54.3","LITTLE JEANA STATION, AY","        11"," ","",""
