"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00003058","2011","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        13"," ","         1"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003058","2012","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.3","W","   1454.2","","    1454.2","W","        36","W","        21","W","         2","W","        0","","         0","W","         0","W","        58","W","         0","W","       285","W","       155","W","        24"," ","         6"," ","        34"," ","   -9.9","W,1221, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  41.7"," ,W,0727, ","   41.7","W,0812,+","-4.3","W,1112","-4.3","W,1112","-7.7","W,1211","-7.7","W,1211","-9.9","W,1221","0.0","W,0322","-3.2","W,0311","-4.9","W,0114","","","","","","","","","    279.0"," ,W","        0"," ,W","     19.11","W","     28.04","W","     10.18","W","       250","W","      17.9","W"
"USW00003058","2013","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.4","W","   1343.8","","    1343.8","W","        32","W","        14","W","         0","W","        0","","         0","W","         0","W","        82","W","         2","W","       265","W","       143","W","        26"," ","         7"," ","        25"," ","   -7.1","W,1230,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  21.1"," ,W,1220, ","   42.2","W,0627, ","-1.6","W,1107","-3.8","W,1127","-6.0","W,1207","-7.1","W,1208","","","-0.5","W,0504","-3.2","W,0311","-6.6","W,0226","","","","","    1339.5","5","    1339.5","W","    141.6"," ,W","        0"," ,W","     17.92","W","     26.77","W","      9.08","W","       270","W","      22.8","W"
"USW00003058","2014","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.5","W","   1425.9","","    1425.9","W","        42","W","        19","W","         2","W","        0","","         0","W","         0","W","        77","W","         2","W","       275","W","       141","W","        33"," ","         9"," ","        45"," ","  -11.6","W,0129, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  31.0"," ,W,0912, ","   43.3","W,0605, ","-1.0","W,1112","-2.7","W,1113","-7.1","W,1117","-7.1","W,1117","","","-2.1","W,0415","-4.3","W,0304","-8.2","W,0212","-8.2","W,0212","-11.6","W,0129","    1446.5","5","    1446.5","W","    206.3"," ,W","        0"," ,W","     18.45","W","     27.10","W","      9.78","W","       260","W","      17.4","W"
"USW00003058","2015","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.2","W","   1443.0","","    1443.0","W","        63","W","        31","W","         1","W","        0","","         0","W","         0","W","        62","W","         6","W","       264","W","       136","W","        49"," ","        10"," ","        54"," ","   -5.5","W,0105,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  47.8"," ,W,0518, ","   41.7","W,0806, ","-1.6","W,1112","-4.9","W,1122","-4.9","W,1122","","","","","0.0","W,0307","-4.9","W,0306","-4.9","W,0306","","","","","    1438.1","1","    1438.1","W","    337.6"," ,W","        0"," ,W","     18.44","W","     26.44","W","     10.45","W","       250","W","      17.4","W"
"USW00003058","2016","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.3","W","   1488.3","","    1488.3","W","        47","W","        21","W","         1","W","        0","","","","         0","W","        54","W","         1","W","       274","W","       136","W","        25"," ","         6"," ","        43"," ","   -8.2","W,1218, ","     0"," ,W,1231,+","","","  25.4"," ,W,0823, ","   43.9","W,0714,+","-1.6","W,1119","-3.8","W,1201","-8.2","W,1218","-8.2","W,1218","","","-0.5","W,0402","-5.5","W,0209","-5.5","W,0209","-7.1","W,0206","","","    1190.4","4","    1190.4","W","    215.1"," ,W","","","     19.16","W","     27.56","W","     10.77","W","       260","W","      21.0","W"
"USW00003058","2017","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        22"," ","         6"," ","        50"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     981.8","8","     981.8","W","","","","","","","","","","","","","",""
"USW00003058","2018","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        15"," ","         5"," ","        42"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003058","2019","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","        23"," ","         8"," ","        35"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003058","2020","31.3825","-103.51083","796.4","PECOS MUNICIPAL AIRPORT, TX US","       3.5","W","   1682.2","","    1682.2","W","","","","","","","","","","","         0","W","        59","W","         1","W","       273","W","       156","W","        14"," ","","","         6"," ","   -8.8","W,1214, ","","","","","","","   45.0","W,0714, ","-1.0","W,1026","-3.2","W,1028","-7.7","W,1204","-7.7","W,1204","","","0.0","W,0228","-7.1","W,0227","-7.1","W,0227","-7.1","W,0227","","","","","","","","","","","     19.59","W","     28.24","W","     10.95","W","       250","W","      16.1","W"
