"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSFD","2008","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1186.0","","    1186.0","U","         0","U","         1","U","         0","U","       283","U","       135","U","    0.0","U,1226, ","   41.1","U,0930,+","0.0","U,1226","","","     645.8","8","     645.8","U","     19.92","U","     27.75","U","     12.09","U"
"USR0000CSFD","2009","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1086.5","","    1086.5","U","         0","U","         0","U","         0","U","       302","U","       120","U","    2.2","U,1208,+","   44.4","U,0827, ","","","","","     523.0","0","     523.0","U","     19.88","U","     27.90","U","     11.86","U"
"USR0000CSFD","2011","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","    884.0","","     884.0","U","         0","U","         2","U","         0","U","       285","U","        94","U","    0.0","U,1223,+","   42.8","U,0907, ","0.0","U,1223","0.0","U,0227","     673.3","3","     673.3","U","     18.96","U","     26.77","U","     11.15","U"
"USR0000CSFD","2014","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1395.4","","    1395.4","U","         0","U","         0","U","         0","U","       331","U","       129","U","    3.9","U,0201, ","   43.3","U,0914, ","","","","","","","","","     21.45","U","     29.28","U","     13.61","U"
"USR0000CSFD","2015","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1632.3","","    1632.3","U","         0","U","         0","U","         0","U","       315","U","       147","U","    2.8","U,1215, ","   42.8","U,0920,+","","","","","     188.4","4","     188.4","U","     22.01","U","     29.49","U","     14.52","U"
"USR0000CSFD","2017","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1201.7","","    1201.7","U","         0","U","         0","U","         0","U","       304","U","       103","U","    3.3","U,1221,+","   44.4","U,0831, ","","","","","","","","","     20.47","U","     27.45","U","     13.49","U"
"USR0000CSFD","2018","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1130.5","","    1130.5","U","         0","U","         0","U","         0","U","       297","U","        93","U","    1.7","U,0220, ","   47.8","U,0706, ","","","","","     348.1","1","     348.1","U","     20.33","U","     27.05","U","     13.61","U"
"USR0000CSFD","2019","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","    982.4","","     982.4","U","         0","U","         0","U","         0","U","       259","U","        84","U","    2.2","U,0222, ","   39.4","U,0904,+","","","","","     558.4","4","     558.4","U","     19.26","U","     25.71","U","     12.81","U"
"USR0000CSFD","2020","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1217.1","","    1217.1","U","         0","U","         0","U","         0","U","       292","U","       103","U","    3.1","U,0204, ","   46.7","U,0906, ","","","","","     553.3","3","     553.3","U","     20.27","U","     27.34","U","     13.20","U"
"USR0000CSFD","2021","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1032.0","","    1032.0","U","         0","U","         0","U","         0","U","       286","U","        97","U","    2.8","U,0126, ","   40.8","U,0905, ","","","","","     495.0","0","     495.0","U","     19.58","U","     26.58","U","     12.59","U"
"USR0000CSFD","2022","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","   1207.8","","    1207.8","U","         0","U","         0","U","         0","U","       298","U","        97","U","    0.9","U,0224, ","   43.9","U,0904, ","","","","","     474.8","8","     474.8","U","     20.39","U","     27.30","U","     13.47","U"
"USR0000CSFD","2023","34.1208","-117.9458","152.4","SANTA FE DAM CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","     782.1","1","     782.1"," ","","","","","",""
