"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00043751","1949","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        39","0","        17","0","         0","0","","","  16.5"," ,0,1219, ","    143.2"," ,0"
"USC00043751","1950","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        28","0","        15","0","         0","0","","","  19.6"," ,0,0206, ","    151.1"," ,0"
"USC00043751","1951","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        38","0","        26","0","         1","0","","","  41.1"," ,0,1230, ","    287.2"," ,0"
"USC00043751","1952","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        42","0","        29","0","         6","0","","","  94.7"," ,0,0118, ","    565.5"," ,0"
"USC00043751","1953","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        17","0","        10","0","         0","0","","","  15.5"," ,0,1115, ","     78.0"," ,0"
"USC00043751","1954","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        27","0","        22","0","         2","0","","","  35.6"," ,0,0214, ","    291.1"," ,0"
"USC00043751","1955","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        36","0","        23","0","         3","0","         2"," ","  42.4"," ,0,0501, ","    304.2"," ,0"
"USC00043751","1956","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        20","0","        15","0","         4","0","         6"," ","  80.0"," ,0,0126, ","    268.6"," ,0"
"USC00043751","1957","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        46","0","        28","0","         4","0","         4"," ","  50.8"," ,0,0113, ","    406.4"," ,0"
"USC00043751","1958","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        34","0","        28","0","         8","0","         3"," ","  40.1"," ,0,0219, ","    433.0"," ,0"
"USC00043751","1959","34.2608","-118.3863","331.3","HANSEN DAM, CA US","        18","0","        15","0","         2","0","         5"," ","  71.1"," ,0,0106, ","    210.8"," ,0"
"USC00043751","1960","34.2608","-118.3863","331.3","HANSEN DAM, CA US","","","","","","","        18"," ","","","",""
