"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00015116","1938","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","","","","","","","","","","","         4"," ","","","","","","","","","",""
"USC00015116","1939","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","       104","6","        83","6","        19","6","","","","","         1"," ","","","",""," 179.1"," ,6,0815, ","   1723.0"," ,6","",""
"USC00015116","1941","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","        87","6","        69","6","        11","6","","","","","         1"," ","","","","","  76.7"," ,6,1223, ","   1121.9"," ,6","",""
"USC00015116","1942","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","","","","","","","","","","","         3"," ","","","","","","","","","",""
"USC00015116","1943","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","","","","","","","","","","","        16"," ","","","","","","","","","",""
"USC00015116","1944","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","       123","6","        82","6","        17","6","","","","","         7"," ","","","",""," 108.0"," ,6,0427, ","   1523.9"," ,6","",""
"USC00015116","1945","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","       107","6","        72","6","        18","6","","","","","        15"," ","","","","","  95.3"," ,6,0326, ","   1452.6"," ,6","",""
"USC00015116","1946","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","       112","6","        84","6","        20","6","","","","","         2"," ","","","",""," 114.8"," ,6,0328, ","   1595.3"," ,6","",""
"USC00015116","1947","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","","","","","","","","","","","         3"," ","","","","","","","","","",""
"USC00015116","1948","32.44444","-87.17972","61.6","MARION JUNCTION, AL US","","","","","","","","","","","         1"," ","","","","","","","","","",""
