"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00042598","1934","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2587.9","","    2587.9","6","        15","6","         7","6","         0","6","","","","","         0","6","         0","6","         0","6","       325","6","       201","6","","","","","    1.1","6,1230,+","","","","","  21.1"," ,6,0722, ","   48.3","6,0711, ","","","","","","","","","","","","","","","","","     68.2"," ,6","","","     24.48","6","     31.99","6","     16.96","6"
"USC00042598","1935","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2134.8","","    2134.8","6","        18","6","         9","6","         0","6","","","","","         0","6","         2","6","         0","6","       285","6","       155","6","","","","","   -1.7","6,0121, ","","","","","  22.1"," ,6,0205, ","   45.6","6,0811, ","","","","","-1.7","6,0121","","","","","","","     624.6","6","     624.6","6","     85.2"," ,6","","","     22.20","6","     29.50","6","     14.89","6"
"USC00042598","1936","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2387.6","","    2387.6","6","","","","","","","","","","","         0","6","         4","6","         0","6","       286","6","       170","6","","","","","   -0.6","6,1230, ","","","","","","","   47.2","6,0721, ","-0.6","6,1230","","","0.0","6,0206","","","","","","","     668.5","5","     668.5","6","","","","","     23.24","6","     30.52","6","     15.96","6"
"USC00042598","1937","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2465.6","","    2465.6","6","        13","6","         5","6","         0","6","","","","","         0","6","        21","6","         0","6","       288","6","       166","6","","","","","   -6.7","6,0122, ","","","","","   8.1"," ,6,0921, ","   47.2","6,0703, ","","","","","-1.1","6,0201","-2.8","6,0127","-4.4","6,0126","-6.7","6,0122","     784.7","7","     784.7","6","     30.6"," ,6","","","     23.15","6","     29.93","6","     16.37","6"
"USC00042598","1938","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2219.3","","    2219.3","6","        12","6","         5","6","         1","6","","","","","         0","6","         0","6","         0","6","       290","6","       153","6","","","","","    2.2","6,1227,+","","","","","  27.9"," ,6,0302, ","   47.2","6,0802,+","","","","","","","","","","","","","     473.6","6","     473.6","6","     92.6"," ,6","","","     22.84","6","     29.71","6","     15.97","6"
"USC00042598","1939","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2340.6","","    2340.6","6","        18","6","        13","6","         2","6","","","","","         0","6","         1","6","         0","6","       288","6","       161","6","","","","","   -1.1","6,0210, ","","","","","  77.0"," ,6,0905, ","   47.2","6,0713, ","","","","","-1.1","6,0210","","","","","","","     710.1","1","     710.1","6","    266.1"," ,6","","","     23.21","6","     30.07","6","     16.35","6"
"USC00042598","1940","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","","","","","        23","6","         7","6","         2","6","","","","","","","","","         0","6","       292","6","       179","6","","","","","","","","","","","  27.9"," ,6,1224, ","   47.8","6,0811,+","","","","","","","","","","","","","     386.3","3","     386.3"," ","    100.3"," ,6","","","","","     30.59","6","",""
"USC00042598","1941","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   1912.7","","    1912.7","6","        37","6","        23","6","         1","6","","","","","         0","6","         0","6","         0","6","       279","6","       141","6","","","","","    1.7","6,1228,+","","","","","  26.4"," ,6,0315, ","   46.1","6,0706, ","","","","","","","","","","","","","","","","","    207.6"," ,6","","","     22.12","6","     28.72","6","     15.52","6"
"USC00042598","1942","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     632.5","5","     632.5","6","","","","","","","","","",""
"USC00042598","1943","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","","","","","        20","6","        13","6","         0","6","","","","","         0","6","         2","6","","","","","","","","","","","   -2.8","6,0119, ","","","","","  16.8"," ,6,0123, ","","","","","","","-2.2","6,0120","-2.2","6,0120","","","","","","","","","    126.6"," ,6","","","","","","","     15.15","6"
"USC00042598","1944","33.80807","-115.45138","296.6","EAGLE MOUNTAIN, CA US","   2056.0","","    2056.0","6","        19","6","         9","6","         0","6","","","","","         0","6","         1","6","         0","6","       272","6","       158","6","","","","","   -1.7","6,0109, ","","","","","  20.6"," ,6,0224, ","   46.1","6,0813,+","","","","","-1.7","6,0109","","","","","","","     770.9","9","     770.9","6","     83.0"," ,6","","","     22.07","6","     29.28","6","     14.85","6"
