"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012131800","1901","16.7","74.233","570.0","KOLHAPUR, IN","       112","I","        81","I","         8","I","","","","","","","  88.9"," ,I,1004, ","   1092.8"," ,I","",""
"IN012131800","1902","16.7","74.233","570.0","KOLHAPUR, IN","        97","I","        66","I","        11","I","","","","","","","  76.5"," ,I,0613, ","    982.5"," ,I","",""
"IN012131800","1903","16.7","74.233","570.0","KOLHAPUR, IN","       102","I","        65","I","         9","I","","","","","","","  75.4"," ,I,0723, ","    910.5"," ,I","",""
"IN012131800","1904","16.7","74.233","570.0","KOLHAPUR, IN","        98","I","        56","I","         5","I","","","","","","","  50.3"," ,I,0704, ","    653.8"," ,I","",""
"IN012131800","1905","16.7","74.233","570.0","KOLHAPUR, IN","        87","I","        47","I","         3","I","","","","","","","  43.2"," ,I,1018, ","    465.7"," ,I","",""
"IN012131800","1906","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        54","I","         9","I","","","","","","","  58.4"," ,I,1009, ","    790.8"," ,I","",""
"IN012131800","1907","16.7","74.233","570.0","KOLHAPUR, IN","        92","I","        65","I","        11","I","","","","","","","  81.3"," ,I,0928, ","   1023.1"," ,I","",""
"IN012131800","1908","16.7","74.233","570.0","KOLHAPUR, IN","       103","I","        79","I","        15","I","","","","","","","  92.5"," ,I,0712, ","   1208.5"," ,I","",""
"IN012131800","1909","16.7","74.233","570.0","KOLHAPUR, IN","        86","I","        59","I","        11","I","","","","","","","  90.4"," ,I,0605, ","    922.6"," ,I","",""
"IN012131800","1910","16.7","74.233","570.0","KOLHAPUR, IN","        82","I","        63","I","        10","I","","","","","","","  79.5"," ,I,0821, ","    891.7"," ,I","",""
"IN012131800","1911","16.7","74.233","570.0","KOLHAPUR, IN","        84","I","        51","I","         4","I","","","","","","","  40.9"," ,I,0823, ","    565.5"," ,I","",""
"IN012131800","1912","16.7","74.233","570.0","KOLHAPUR, IN","       102","I","        77","I","        14","I","","","","","",""," 104.4"," ,I,0721, ","   1336.9"," ,I","",""
"IN012131800","1913","16.7","74.233","570.0","KOLHAPUR, IN","        80","I","        58","I","         6","I","","","","","","","  67.3"," ,I,1014, ","    725.9"," ,I","",""
"IN012131800","1914","16.7","74.233","570.0","KOLHAPUR, IN","        87","I","        69","I","        22","I","","","","","",""," 177.8"," ,I,0805, ","   1829.0"," ,I","",""
"IN012131800","1915","16.7","74.233","570.0","KOLHAPUR, IN","        91","I","        61","I","        14","I","","","","","","","  63.0"," ,I,0626, ","   1114.5"," ,I","",""
"IN012131800","1916","16.7","74.233","570.0","KOLHAPUR, IN","       117","I","        84","I","        16","I","","","","","","","  91.9"," ,I,1108, ","   1367.5"," ,I","",""
"IN012131800","1917","16.7","74.233","570.0","KOLHAPUR, IN","       110","I","        80","I","        11","I","","","","","","","  85.6"," ,I,0611, ","   1088.3"," ,I","",""
"IN012131800","1918","16.7","74.233","570.0","KOLHAPUR, IN","        82","I","        42","I","         5","I","","","","","","","  67.8"," ,I,1004, ","    542.2"," ,I","",""
"IN012131800","1919","16.7","74.233","570.0","KOLHAPUR, IN","       118","I","        79","I","         8","I","","","","","","","  78.0"," ,I,0730, ","    935.8"," ,I","",""
"IN012131800","1920","16.7","74.233","570.0","KOLHAPUR, IN","        96","I","        69","I","         7","I","","","","","","","  44.5"," ,I,0801, ","    817.9"," ,I","",""
"IN012131800","1921","16.7","74.233","570.0","KOLHAPUR, IN","        98","I","        61","I","        12","I","","","","","","","  82.6"," ,I,0724, ","    943.6"," ,I","",""
"IN012131800","1922","16.7","74.233","570.0","KOLHAPUR, IN","       111","I","        83","I","        10","I","","","","","",""," 109.2"," ,I,1125, ","   1141.8"," ,I","",""
"IN012131800","1924","16.7","74.233","570.0","KOLHAPUR, IN","        89","I","        63","I","        12","I","","","","","","","  94.0"," ,I,0712, ","   1042.3"," ,I","",""
"IN012131800","1925","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        71","I","         6","I","","","","","","","  78.7"," ,I,0714, ","    848.9"," ,I","",""
"IN012131800","1926","16.7","74.233","570.0","KOLHAPUR, IN","        89","I","        64","I","        15","I","","","","","",""," 132.1"," ,I,0708, ","   1156.5"," ,I","",""
"IN012131800","1927","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        73","I","        10","I","","","","","","","  58.4"," ,I,0531, ","    883.2"," ,I","",""
"IN012131800","1928","16.7","74.233","570.0","KOLHAPUR, IN","        87","I","        68","I","         6","I","","","","","","","  44.5"," ,I,1023, ","    717.1"," ,I","",""
"IN012131800","1929","16.7","74.233","570.0","KOLHAPUR, IN","       110","I","        75","I","         8","I","","","","","","","  74.7"," ,I,0417, ","    978.3"," ,I","",""
"IN012131800","1930","16.7","74.233","570.0","KOLHAPUR, IN","       102","I","        74","I","         7","I","","","","","","","  53.3"," ,I,0915, ","    771.1"," ,I","",""
"IN012131800","1931","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        81","I","        11","I","","","","","","","  85.6"," ,I,0706, ","   1134.3"," ,I","",""
"IN012131800","1932","16.7","74.233","570.0","KOLHAPUR, IN","       106","I","        78","I","        15","I","","","","","","","  80.5"," ,I,0802, ","   1317.8"," ,I","",""
"IN012131800","1933","16.7","74.233","570.0","KOLHAPUR, IN","       120","I","        76","I","        14","I","","","","","",""," 109.5"," ,I,0728, ","   1326.1"," ,I","",""
"IN012131800","1934","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        74","I","        12","I","","","","","","","  61.2"," ,I,0930, ","   1120.9"," ,I","",""
"IN012131800","1935","16.7","74.233","570.0","KOLHAPUR, IN","        86","I","        63","I","         4","I","","","","","","","  67.3"," ,I,1004, ","    634.9"," ,I","",""
"IN012131800","1936","16.7","74.233","570.0","KOLHAPUR, IN","       112","I","        71","I","        10","I","","","","","","","  78.7"," ,I,0626, ","    910.1"," ,I","",""
"IN012131800","1937","16.7","74.233","570.0","KOLHAPUR, IN","       110","I","        76","I","        10","I","","","","","","","  52.8"," ,I,0424, ","    964.8"," ,I","",""
"IN012131800","1938","16.7","74.233","570.0","KOLHAPUR, IN","       132","I","        86","I","        10","I","","","","","","","  80.0"," ,I,0930, ","   1060.3"," ,I","",""
"IN012131800","1939","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        71","I","        12","I","","","","","",""," 157.5"," ,I,0614, ","   1134.5"," ,I","",""
