"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012131800","1940","16.7","74.233","570.0","KOLHAPUR, IN","       113","I","        85","I","         5","I","","","","","","","  58.7"," ,I,0918, ","    871.4"," ,I","",""
"IN012131800","1941","16.7","74.233","570.0","KOLHAPUR, IN","        82","I","        48","I","        13","I","","","","","","","  68.6"," ,I,0713, ","    928.1"," ,I","",""
"IN012131800","1942","16.7","74.233","570.0","KOLHAPUR, IN","       101","I","        62","I","        13","I","","","","","",""," 104.1"," ,I,0705, ","   1059.6"," ,I","",""
"IN012131800","1943","16.7","74.233","570.0","KOLHAPUR, IN","       125","I","        89","I","         8","I","","","","","","","  91.4"," ,I,0710, ","    996.6"," ,I","",""
"IN012131800","1944","16.7","74.233","570.0","KOLHAPUR, IN","        95","I","        73","I","         9","I","","","","","",""," 115.8"," ,I,1028, ","    961.6"," ,I","",""
"IN012131800","1945","16.7","74.233","570.0","KOLHAPUR, IN","        98","I","        74","I","         6","I","","","","","","","  64.5"," ,I,0709, ","    910.5"," ,I","",""
"IN012131800","1946","16.7","74.233","570.0","KOLHAPUR, IN","       126","I","        81","I","        15","I","","","","","",""," 133.9"," ,I,0729, ","   1361.3"," ,I","",""
"IN012131800","1947","16.7","74.233","570.0","KOLHAPUR, IN","        98","I","        72","I","         9","I","","","","","","","  66.0"," ,I,0503, ","    986.4"," ,I","",""
"IN012131800","1948","16.7","74.233","570.0","KOLHAPUR, IN","       102","I","        69","I","        13","I","","","","","","","  63.5"," ,I,0720, ","   1130.6"," ,I","",""
"IN012131800","1949","16.7","74.233","570.0","KOLHAPUR, IN","       112","I","        66","I","         3","I","","","","","","","  42.9"," ,I,0717, ","    779.0"," ,I","",""
"IN012131800","1950","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        65","I","        12","I","","","","","","","  78.5"," ,I,0721, ","   1047.1"," ,I","",""
"IN012131800","1952","16.7","74.233","570.0","KOLHAPUR, IN","       101","I","        69","I","        10","I","","","","","","","  64.8"," ,I,0723, ","    893.7"," ,I","",""
"IN012131800","1953","16.7","74.233","570.0","KOLHAPUR, IN","       117","I","        74","I","        16","I","","","","","",""," 151.6"," ,I,0701, ","   1400.6"," ,I","",""
"IN012131800","1954","16.7","74.233","570.0","KOLHAPUR, IN","       116","I","        73","I","        11","I","","","","","","","  74.4"," ,I,0716, ","   1049.4"," ,I","",""
"IN012131800","1956","16.7","74.233","570.0","KOLHAPUR, IN","       124","I","        78","I","        13","I","","","","","",""," 116.3"," ,I,0804, ","   1230.3"," ,I","",""
"IN012131800","1957","16.7","74.233","570.0","KOLHAPUR, IN","       110","I","        74","I","        10","I","","","","","","","  61.0"," ,I,0714, ","   1047.4"," ,I","",""
"IN012131800","1958","16.7","74.233","570.0","KOLHAPUR, IN","       105","I","        77","I","        12","I","","","","","","","  65.0"," ,I,0712, ","   1153.6"," ,I","",""
"IN012131800","1959","16.7","74.233","570.0","KOLHAPUR, IN","       121","I","        87","I","        13","I","","","","","",""," 101.1"," ,I,0630, ","   1369.6"," ,I","",""
"IN012131800","1960","16.7","74.233","570.0","KOLHAPUR, IN","       107","I","        68","I","        10","I","","","","","",""," 112.5"," ,I,0702, ","   1061.3"," ,I","",""
"IN012131800","1961","16.7","74.233","570.0","KOLHAPUR, IN","       124","I","        89","I","        19","I","","","","","",""," 163.6"," ,I,0525, ","   1743.1"," ,I","",""
"IN012131800","1962","16.7","74.233","570.0","KOLHAPUR, IN","        88","I","        60","I","        14","I","","","","","",""," 105.1"," ,I,1104, ","   1102.5"," ,I","",""
"IN012131800","1963","16.7","74.233","570.0","KOLHAPUR, IN","        95","I","        62","I","        15","I","","","","","",""," 190.0"," ,I,0709, ","   1288.4"," ,I","",""
"IN012131800","1964","16.7","74.233","570.0","KOLHAPUR, IN","        92","I","        63","I","        11","I","","","","","","","  85.5"," ,I,0807, ","   1048.3"," ,I","",""
"IN012131800","1969","16.7","74.233","570.0","KOLHAPUR, IN","        94","I","        68","I","        12","I","","","","","","","  83.0"," ,I,0801, ","   1123.5"," ,I","",""
"IN012131800","2017","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   12.1","S,0107, ","","","","","     20.56","S"
"IN012131800","2019","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   13.1","S,0209, ","","","","","     20.88","S"
"IN012131800","2020","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   14.5","S,1223,+","","","","","     21.13","S"
"IN012131800","2021","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   15.7","S,1221,+","","","","","     21.21","S"
"IN012131800","2022","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   12.8","S,0112, ","","","","","     20.76","S"
"IN012131800","2023","16.7","74.233","570.0","KOLHAPUR, IN","","","","","","","         0"," ","         0","S","   14.2","S,0110, ","","","","","     21.06","S"
