"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FIE00146693","1959","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","","","","","       157","E","        54","E","         0","E","        40","E","       208","E","","","","","","","  -34.0","E,0117, ","  23.8"," ,E,0714, ","","","-0.2","E,0913","-5.0","E,0921","-5.0","E,0921","-6.7","E,1021","-9.5","E,1024","-1.8","E,0529","-3.4","E,0521","-6.1","E,0425","-16.0","E,0424","-16.0","E,0424","","","","","    441.6"," ,E","","","","","     -3.25","E"
"FIE00146693","1960","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","     51.6","","      51.6","E","       130","E","        39","E","         0","E","        70","E","       207","E","       150","E","        34","E","         0","E","  -38.5","E,1212, ","  12.9"," ,E,0422, ","   29.5","E,0729, ","0.0","E,0908","-2.5","E,1003","-6.4","E,1008","-8.9","E,1009","-8.9","E,1009","-1.5","E,0523","-2.6","E,0522","-6.7","E,0521","-6.7","E,0521","-11.8","E,0405","    6766.6","6","    6766.6","E","    319.6"," ,E","     -0.66","E","      3.67","E","     -4.99","E"
"FIE00146693","1961","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","     13.1","","      13.1","E","       193","E","        63","E","         0","E","        60","E","       203","E","       142","E","        13","E","         0","E","  -38.5","E,1226, ","  20.9"," ,E,0823, ","   28.4","E,0716, ","-1.5","E,0917","-2.5","E,1021","-5.5","E,1106","-7.1","E,1112","-9.5","E,1114","-0.7","E,0530","-2.8","E,0522","-9.0","E,0504","-9.0","E,0504","-9.0","E,0504","    7016.8","8","    7016.8","E","    492.3"," ,E","     -0.43","E","      3.52","E","     -4.37","E"
"FIE00146693","1962","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      0.0","","       0.0","E","       181","E","        49","E","         0","E","        67","E","       226","E","       150","E","         0","E","         0","E","  -39.5","E,0216, ","  22.6"," ,E,0731, ","   19.8","E,0623, ","-1.0","E,0822","-3.4","E,1012","-6.0","E,1014","-7.0","E,1015","-9.2","E,1016","-1.5","E,0605","-3.0","E,0603","-4.5","E,0514","-10.0","E,0501","-10.0","E,0501","    7176.5","5","    7176.5","E","    402.4"," ,E","     -2.21","E","      1.85","E","     -6.26","E"
"FIE00146693","1963","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      9.5","","       9.5","E","       156","E","        39","E","         0","E","        68","E","       195","E","       147","E","        11","E","         0","E","  -37.6","E,0218, ","  19.2"," ,E,0725, ","   27.8","E,0801, ","-0.3","E,1003","-2.4","E,1014","-5.6","E,1028","-8.4","E,1104","-11.0","E,1105","0.0","E,0614","-3.0","E,0504","-4.5","E,0503","-7.0","E,0426","-10.2","E,0425","    7251.9","9","    7251.9","E","    383.6"," ,E","     -1.02","E","      3.38","E","     -5.41","E"
"FIE00146693","1964","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      2.7","","       2.7","E","       172","E","        58","E","         1","E","        52","E","       224","E","       131","E","        17","E","         0","E","  -40.0","E,0213, ","  27.0"," ,E,0911, ","   27.7","E,0725, ","-1.2","E,0813","-3.0","E,1003","-5.0","E,1026","-8.0","E,1104","-11.4","E,1105","-1.2","E,0607","-2.3","E,0517","-5.5","E,0501","-7.0","E,0428","-18.8","E,0427","    6841.6","6","    6841.6","E","    508.4"," ,E","     -0.60","E","      3.54","E","     -4.73","E"
"FIE00146693","1965","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      0.0","","       0.0","E","       171","E","        51","E","         0","E","        75","E","       234","E","       159","E","         2","E","         0","E","  -37.5","E,0108, ","  23.9"," ,E,0708, ","   24.6","E,0608, ","0.0","E,0914","-2.5","E,0919","-6.0","E,0929","-8.5","E,1010","-9.0","E,1017","0.0","E,0613","-3.0","E,0525","-6.8","E,0522","-6.8","E,0522","-20.2","E,0410","    7187.5","5","    7187.5","E","    468.1"," ,E","     -2.58","E","      1.54","E","     -6.71","E"
"FIE00146693","1966","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","     15.6","","      15.6","E","       169","E","        61","E","         0","E","        85","E","       236","E","       166","E","        19","E","         0","E","  -47.2","E,0201, ","  23.8"," ,E,0916, ","   30.2","E,0620, ","-2.2","E,0828","-2.2","E,0828","-4.6","E,0914","-10.6","E,0927","-10.6","E,0927","-2.0","E,0530","-2.5","E,0513","-11.5","E,0511","-11.5","E,0511","-11.5","E,0511","    8263.5","5","    8263.5","E","    469.5"," ,E","     -3.63","E","      0.50","E","     -7.76","E"
"FIE00146693","1967","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      7.6","","       7.6","E","       144","E","        54","E","         1","E","        51","E","       215","E","       129","E","        13","E","         0","E","  -34.0","E,0112,+","  29.0"," ,E,0728, ","   28.3","E,0804, ","-0.6","E,0812","-4.5","E,0920","-4.5","E,0920","-10.5","E,1009","-10.5","E,1009","-1.6","E,0525","-4.7","E,0510","-4.7","E,0510","-8.6","E,0504","-9.6","E,0501","    7071.8","8","    7071.8","E","    437.6"," ,E","     -0.50","E","      3.61","E","     -4.61","E"
"FIE00146693","1968","69.0669","27.1228","152.0","INARI TOIVONIEMI, FI","      0.0","","       0.0","E","       164","E","        42","E","         0","E","        69","E","       257","E","       165","E","         4","E","         0","E","  -36.1","E,0110, ","  14.1"," ,E,1003, ","   26.5","E,0625, ","-1.6","E,0809","-3.1","E,0914","-4.4","E,0919","-8.6","E,0920","-12.6","E,1015","-0.4","E,0611","-3.4","E,0525","-5.0","E,0522","-7.1","E,0511","-11.0","E,0506","    7360.0","0","    7360.0","E","    351.2"," ,E","     -2.67","E","      1.49","E","     -6.82","E"
