"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXM00076040","1994","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2098.9","","    2098.9","m","        16","m","         7","m","         0","m","         0","m","        17","m","         0","m","       296","m","       175","m","   -2.8","m,1120, ","  20.8"," ,m,1224, ","   50.0","m,0625, ","-2.8","m,1120","-2.8","m,1120","0.0","m,0215","-2.2","m,0204","","","     712.0","0","     712.0","m","     64.0"," ,m","     22.23","m","     32.00","m","     12.45","m"
"MXM00076040","1995","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     550.6","6","     550.6","m","","","","","","","",""
"MXM00076040","2000","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2203.9","","    2203.9","m","         5","m","         1","m","         0","m","         0","m","         7","m","         0","m","       331","m","       186","m","   -3.3","m,1113, ","  15.7"," ,m,1021, ","   50.0","m,0719, ","-3.3","m,1113","-3.3","m,1113","0.0","m,0111","","","","","","","","","     18.9"," ,m","     22.84","m","     32.73","m","     12.95","m"
"MXM00076040","2001","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2397.8","","    2397.8","m","        13","m","         5","m","         0","m","         0","m","         7","m","         0","m","       293","m","       198","m","   -1.7","m,1217, ","   7.9"," ,m,0706, ","   49.4","m,0702, ","0.0","m,1213","","","0.0","m,0119","","","","","     692.0","0","     692.0","m","     31.1"," ,m","     22.99","m","     32.55","m","     13.42","m"
"MXM00076040","2002","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2094.6","","    2094.6","m","         2","m","         0","m","         0","m","         0","m","         9","m","         0","m","       327","m","       176","m","    0.0","m,1226,+","   1.8"," ,m,1128, ","   47.8","m,0831, ","0.0","m,1219","","","0.0","m,0202","","","","","     570.6","6","     570.6","m","      2.6"," ,m","     22.57","m","     32.48","m","     12.66","m"
"MXM00076040","2003","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2296.6","","    2296.6","m","        12","m","         4","m","         0","m","         0","m","         5","m","         0","m","       333","m","       176","m","   -1.7","m,1229, ","  13.0"," ,m,0212, ","   48.9","m,0713, ","0.0","m,1210","","","0.0","m,0207","","","","","     429.1","1","     429.1","m","     38.1"," ,m","     23.37","m","     32.69","m","     14.04","m"
"MXM00076040","2004","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2159.6","","    2159.6","m","        14","m","         8","m","         0","m","         0","m","         4","m","         0","m","       301","m","       194","m","   -0.6","m,0101, ","  20.8"," ,m,0222, ","   47.2","m,0809, ","0.0","m,1201","","","0.0","m,0214","","","","","     577.6","6","     577.6","m","     78.7"," ,m","     22.64","m","     31.98","m","     13.30","m"
"MXM00076040","2005","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2202.9","","    2202.9","m","        18","m","        11","m","         0","m","         0","m","         1","m","         0","m","       324","m","       181","m","   -1.7","m,1207, ","  19.1"," ,m,1016, ","   49.4","m,0717, ","-1.7","m,1207","","","","","","","","","     505.1","1","     505.1","m","    101.7"," ,m","     23.25","m","     31.99","m","     14.51","m"
"MXM00076040","2006","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2364.9","","    2364.9","m","         4","m","         2","m","         0","m","         0","m","         2","m","         0","m","       334","m","       180","m","   -1.1","m,1221,+","   3.8"," ,m,0310, ","   48.9","m,0724, ","-1.1","m,1220","","","","","","","","","     458.3","3","     458.3","m","      9.1"," ,m","     23.42","m","     32.73","m","     14.12","m"
"MXM00076040","2007","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2283.1","","    2283.1","m","         7","m","         3","m","         0","m","         0","m","         5","m","         0","m","       324","m","       204","m","   -5.0","m,0114, ","  24.9"," ,m,1130, ","   46.7","m,0901,+","-1.1","m,1226","","","-3.3","m,0118","-3.3","m,0118","-5.0","m,0114","     512.8","8","     512.8","m","     37.9"," ,m","     23.18","m","     32.74","m","     13.60","m"
"MXM00076040","2008","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2381.5","","    2381.5","m","        16","m","        10","m","         0","m","         0","m","         2","m","         0","m","       320","m","       196","m","    0.0","m,0121,+","  23.4"," ,m,0830, ","   47.8","m,0630,+","","","","","0.0","m,0121","","","","","     528.2","2","     528.2","m","     86.7"," ,m","     23.58","m","     32.83","m","     14.32","m"
"MXM00076040","2010","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2184.9","","    2184.9","m","        19","m","         9","m","         0","m","         0","m","         1","m","         0","m","       320","m","       184","m","    0.0","m,1127, ","  24.4"," ,m,0120, ","   47.8","m,0824, ","0.0","m,1127","","","","","","","","","     425.0","0","     425.0","m","    102.3"," ,m","     23.25","m","     32.07","m","     14.42","m"
"MXM00076040","2011","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","","","","","         9","m","         4","m","         0","m","","","","","","","","","","","","","  11.2"," ,m,1213, ","","","","","","","","","","","","","     473.1","1","     473.1"," ","     33.4"," ,m","","","","","",""
"MXM00076040","2012","32.4","-115.1833","11.3","EJIDO NUEVO LEON OBS, MX","   2384.9","","    2384.9","m","        10","m","         5","m","         0","m","         0","m","         0","m","         0","m","       335","m","       193","m","    1.7","m,1221, ","  22.1"," ,m,0730, ","   47.2","m,0812, ","","","","","","","","","","","","","","","     69.7"," ,m","     23.81","m","     32.51","m","     15.12","m"
