"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN009012800","1949","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        98","I","        60","I","         9","I","","","","","","","","","","","","","  70.6"," ,I,0615, ","","","    882.6"," ,I","","","","","",""
"IN009012800","1950","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        95","I","        52","I","         8","I","","","","","","","","","","","","","  83.6"," ,I,1104, ","","","    791.2"," ,I","","","","","",""
"IN009012800","1951","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        82","I","        46","I","         9","I","","","","","","","","","","","","","  59.7"," ,I,0927, ","","","    649.5"," ,I","","","","","",""
"IN009012800","1952","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        83","I","        48","I","         7","I","","","","","","","","","","","","","  68.6"," ,I,0504, ","","","    766.6"," ,I","","","","","",""
"IN009012800","1953","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       101","I","        60","I","         9","I","","","","","","","","","","","",""," 169.2"," ,I,1007, ","","","   1087.4"," ,I","","","","","",""
"IN009012800","1954","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       100","I","        66","I","         6","I","","","","","","","","","","","","","  71.6"," ,I,1022, ","","","    863.2"," ,I","","","","","",""
"IN009012800","1955","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       110","I","        67","I","         4","I","","","","","","","","","","","","","  66.0"," ,I,0914, ","","","    698.6"," ,I","","","","","",""
"IN009012800","1956","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       102","I","        68","I","        12","I","","","","","","","","","","","","","  92.7"," ,I,1012, ","","","   1025.7"," ,I","","","","","",""
"IN009012800","1957","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        84","I","        42","I","         4","I","","","","","","","","","","","","","  54.4"," ,I,0521, ","","","    542.4"," ,I","","","","","",""
"IN009012800","1958","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        96","I","        58","I","        12","I","","","","","","","","","","","","","  95.8"," ,I,0919, ","","","   1019.1"," ,I","","","","","",""
"IN009012800","1959","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        89","I","        56","I","         5","I","","","","","","","","","","","","","  62.8"," ,I,0814, ","","","    725.5"," ,I","","","","","",""
"IN009012800","1960","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        81","I","        52","I","         8","I","","","","","","","","","","","","","  79.6"," ,I,0831, ","","","    801.6"," ,I","","","","","",""
"IN009012800","1961","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       104","I","        63","I","         7","I","","","","","","","","","","","","","  73.4"," ,I,1022, ","","","    826.9"," ,I","","","","","",""
"IN009012800","1962","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","       119","I","        76","I","         9","I","","","","","","","","","","","","","  90.0"," ,I,1015, ","","","   1076.9"," ,I","","","","","",""
"IN009012800","1963","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        93","I","        56","I","         8","I","","","","","","","","","","","","","  99.8"," ,I,1022, ","","","    921.2"," ,I","","","","","",""
"IN009012800","1964","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        87","I","        54","I","        14","I","","","","","","","","","","","","","  93.6"," ,I,0903, ","","","    987.2"," ,I","","","","","",""
"IN009012800","1965","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        59","I","        36","I","         4","I","","","","","","","","","","","","","  69.6"," ,I,0811, ","","","    517.8"," ,I","","","","","",""
"IN009012800","1966","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        99","I","        68","I","        11","I","","","","","","","","","","","","","  93.6"," ,I,0502, ","","","   1065.1"," ,I","","","","","",""
"IN009012800","1967","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        70","I","        48","I","         8","I","","","","","","","","","","","","","  63.2"," ,I,0517, ","","","    696.7"," ,I","","","","","",""
"IN009012800","1968","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        97","I","        59","I","        12","I","","","","","","","","","","","","","  66.6"," ,I,0921, ","","","    882.4"," ,I","","","","","",""
"IN009012800","1969","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        91","I","        56","I","        13","I","","","","","","","","","","","","","  46.8"," ,I,1124, ","","","    986.6"," ,I","","","","","",""
"IN009012800","1970","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","        97","I","        52","I","        13","I","","","","","","","","","","","",""," 101.0"," ,I,1005, ","","","   1019.8"," ,I","","","","","",""
"IN009012800","2016","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","","","","","","","","","","","         0","S","       352","S","        87","S","","","","","   37.8","S,0425,+","","","","","     30.71","S","",""
"IN009012800","2017","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","   2118.3","","    2118.3","S","","","","","","","         0","S","         0","S","         0","S","       355","S","        88","S","   12.1","S,0118, ","","","   36.0","S,0508,+","","","     24.66","S","     30.42","S","     18.91","S"
"IN009012800","2018","12.95","77.633","897.0","BANGALORE HINDUSTAN, IN","","","","","","","","","","","","","","","         0","S","       346","S","        65","S","","","","","   35.1","S,0501,+","","","","","     30.07","S","",""
