"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00392610","1912","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        72","6","        49","6","         2","6","        21","6","","","","","","","","","","","         1"," ","","","   173"," ,6,0320, ","  30.5"," ,6,0818, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    409.7"," ,6","     1354"," ,6","","","","","",""
"USC00392610","1913","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","    350.3","","     350.3","6","        64","6","        43","6","         2","6","        12","6","        27","6","       170","6","        51","6","       123","6","        32","6","","","  -33.9","6,0107, ","   102"," ,6,0104, ","  45.5"," ,6,0914, ","   40.0","6,0707, ","0.0","6,0920","-2.2","6,0925","-4.4","6,1019","-6.7","6,1026","-9.4","6,1129","-5.6","6,0426","-5.6","6,0426","-5.6","6,0426","-6.7","6,0411","-21.1","6,0326","","","","","    362.6"," ,6","      717"," ,6","      7.29","6","     13.96","6","      0.61","6"
"USC00392610","1914","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        58","6","        41","6","         0","6","","","","","","","","","","","","","         1"," ","","","","","  24.4"," ,6,0707, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    318.3"," ,6","","","","","","","",""
"USC00392610","1915","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        82","6","        67","6","         5","6","","","","","","","","","","","","","","","","","","","  43.7"," ,6,0926, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    687.4"," ,6","","","","","","","",""
"USC00392610","1916","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        59","6","        44","6","         0","6","","","","","","","","","","","","","         1"," ","","","","","  16.0"," ,6,0621, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    305.6"," ,6","","","","","","","",""
"USC00392610","1917","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","    188.0","","     188.0","6","        61","6","        30","6","         0","6","","","        35","6","       208","6","        57","6","       115","6","        17","6","","","  -34.4","6,0202,+","","","  21.8"," ,6,0626, ","   36.7","6,0728, ","-1.1","6,0926","-8.9","6,1008","-8.9","6,1008","-8.9","6,1008","-8.9","6,1008","0.0","6,0614","-2.2","6,0522","-6.1","6,0430","-10.6","6,0429","-10.6","6,0429","","","","","    210.9"," ,6","","","      5.37","6","     12.84","6","     -2.09","6"
"USC00392610","1918","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4476.6","6","    4476.6","6","","","","","","","","","",""
"USC00392610","1919","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        65","6","        35","6","         0","6","","","","","","","","","","","","","","","","","","","  23.1"," ,6,0608, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    343.0"," ,6","","","","","","","",""
"USC00392610","1921","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","    243.7","","     243.7","6","        71","6","        38","6","         2","6","","","        15","6","       184","6","        38","6","       121","6","        15","6","","","  -24.4","6,1224, ","","","  57.2"," ,6,0614, ","   35.0","6,0709, ","0.0","6,0807","-2.2","6,0911","-5.0","6,1002","-7.2","6,1108","-14.4","6,1109","-2.8","6,0513","-2.8","6,0513","-6.1","6,0501","-6.7","6,0429","-9.4","6,0417","    4264.8","8","    4264.8","6","    355.5"," ,6","","","      7.60","6","     14.89","6","      0.31","6"
"USC00392610","1922","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","","","","","        77","6","        47","6","         1","6","","","","","","","","","","","","","","","","","","","  50.8"," ,6,1105, ","","","","","","","","","","","","","","","","","","","","","","","    4585.8","8","    4585.8","6","    461.2"," ,6","","","","","","","",""
"USC00392610","1923","43.75","-103.983333","1432.6","ELK MOUNTAIN, SD US","    103.7","","     103.7","6","","","","","","","","","        22","6","       209","6","        60","6","       103","6","         0","6","","","  -34.4","6,1230, ","","","","","   31.7","6,0729,+","0.0","6,0911","-5.6","6,0917","-5.6","6,0917","-7.8","6,1012","-9.4","6,1019","-3.3","6,0516","-3.3","6,0516","-6.7","6,0515","-6.7","6,0515","-11.1","6,0407","","","","","","","","","      4.97","6","     11.98","6","     -2.05","6"
