"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003966","1987","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","        35"," ","         1"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003966","1988","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","       107"," ","        10"," ","        49"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00003966","1989","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.4","X","    713.2","","     713.2","X","       104","X","        60","X","         6","X","       28","","         5","X","        10","X","       111","X","        27","X","       184","X","        39","X","       167"," ","        25"," ","        49"," ","  -30.0","X,1223, ","   254"," ,X,0307, ","   211"," ,X,0306, ","  58.7"," ,X,0320, ","   36.7","X,0710, ","0.0","X,0924","-2.8","X,1102","-5.6","X,1103","-7.8","X,1117","-10.0","X,1129","-1.1","X,0413","-3.3","X,0411","-4.4","X,0322","-8.9","X,0309","-8.9","X,0309","    2720.7","7","    2720.7","X","    696.9"," ,X","      548"," ,X","     12.26","X","     18.42","X","      6.11","X","","","","","","","","","","","",""
"USW00003966","1990","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.6","X","    812.5","","     812.5","X","       125","X","        81","X","        14","X","       12","","         6","X","         1","X","        95","X","         9","X","       189","X","        42","X","       157"," ","        21"," ","        54"," ","  -17.8","X,1224, ","   178"," ,X,0324, ","   104"," ,X,0324, ","  67.8"," ,X,0516, ","   37.8","X,0906,+","0.0","X,1011","-2.2","X,1106","-5.0","X,1204","-10.6","X,1221","-10.6","X,1221","-0.6","X,0418","-3.3","X,0412","-6.1","X,0407","-7.2","X,0320","-8.9","X,0113","    2614.5","5","    2614.5","X","   1339.5"," ,X","      505"," ,X","     14.06","X","     20.22","X","      7.90","X","       240","X","","","","","      17.9","X","","","",""
"USW00003966","1991","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.3","X","    951.2","","     951.2","X","       120","X","        71","X","         7","X","       19","","         1","X","         0","X","        95","X","        19","X","       190","X","        58","X","       171"," ","        17"," ","        59"," ","  -15.0","X,1108, ","   102"," ,X,1107, ","    81"," ,X,1106, ","  89.7"," ,X,0709, ","   38.3","X,0802, ","-0.6","X,1016","-5.6","X,1102","-5.6","X,1102","-9.4","X,1103","-9.4","X,1103","-2.8","X,0330","-2.8","X,0330","-5.6","X,0310","-7.8","X,0226","-11.7","X,0216","    2410.6","6","    2410.6","X","   1003.4"," ,X","      152"," ,X","     14.14","X","     19.88","X","      8.40","X","       320","X","","","","","      17.0","X","","","",""
"USW00003966","1992","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.2","X","    564.7","","     564.7","X","       116","X","        64","X","        12","X","        6","","         3","X","         0","X","        95","X","         6","X","       181","X","        18","X","       174"," ","        18"," ","        52"," ","  -13.9","X,0116, ","    76"," ,X,0114, ","    97"," ,X,0212, ","  62.0"," ,X,1215, ","   36.1","X,0702, ","-0.6","X,1017","-2.8","X,1019","-4.4","X,1128","-7.8","X,1205","-11.7","X,1224","-0.6","X,0506","-2.8","X,0403","-4.4","X,0323","-7.8","X,0313","-10.6","X,0209","    2475.9","9","    2475.9","X","    946.3"," ,X","      276"," ,X","     12.96","X","     18.84","X","      7.08","X","       230","X","","","","","      16.1","X","","","",""
"USW00003966","1993","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","       142"," ","        13"," ","        55"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2850.4","4","    2850.4","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00003966","1994","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.4","X","    712.0","","     712.0","X","       109","X","        64","X","         9","X","       10","","         2","X","         5","X","        87","X","        19","X","       181","X","        41","X","       166"," ","        18"," ","        46"," ","  -23.9","X,0119,+","    76"," ,X,0119,+","    74"," ,X,0116, ","  74.2"," ,X,0428, ","   36.1","X,0620, ","-0.6","X,1026","-2.2","X,1122","-4.4","X,1210","-10.0","X,1211","-10.0","X,1211","-3.9","X,0407","-3.9","X,0407","-4.4","X,0331","-7.8","X,0227","-10.6","X,0226","","","","","    993.6"," ,X","      181"," ,X","     13.27","X","     19.08","X","      7.45","X","","","","","","","","","","","",""
"USW00003966","1995","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","       133"," ","        14"," ","        60"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2453.0","0","    2453.0","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00003966","1999","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       2.9","X","    727.3","","     727.3","X","        97","X","        59","X","         7","X","","","","","         3","X","       106","X","        11","X","       194","X","        43","X","        19"," ","        14"," ","        34"," ","  -26.7","X,0105, ","","","","","  46.2"," ,X,0207, ","   39.4","X,0729, ","0.0","X,1017","-2.2","X,1018","-4.4","X,1103","-6.7","X,1130","-12.2","X,1221","-3.9","X,0327","-3.9","X,0327","-4.4","X,0322","-6.7","X,0304","-16.7","W,0110","    2444.1","1","    2444.1","X","    816.8"," ,X","","","     13.59","X","     20.01","X","      7.17","X","","","       230","X","       230","X","","","      20.1","X","      25.0","X"
"USW00003966","2000","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       3.0","X","    771.3","","     771.3","X","       106","X","        72","X","         6","X","","","","","         5","X","       118","X","        24","X","       191","X","        34","X","        15"," ","        20"," ","        57"," ","  -21.1","X,1220, ","","","",""," 105.2"," ,X,0507, ","   38.9","X,0817, ","-1.1","X,1007","-2.2","X,1009","-4.4","X,1114","-7.2","X,1117","-11.1","X,1121","0.0","X,0422","-2.2","X,0409","-10.0","X,0312","-10.0","X,0312","-10.0","X,0312","    2379.1","1","    2379.1","X","    996.2"," ,X","","","     12.76","X","     18.90","X","      6.63","X","","","       310","X","       300","X","","","      20.1","X","      24.1","X"
"USW00003966","2001","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       2.8","W","    759.0","","     759.0","W","       114","W","        69","W","        10","W","","","","","         3","W","       112","W","        15","W","       197","W","        42","W","        10"," ","         8"," ","        25"," ","  -23.3","W,0102, ","","","","","  53.3"," ,W,0614, ","   37.2","W,0707, ","-1.7","W,1017","-2.2","W,1027","-5.6","W,1209","-7.8","W,1210","-8.9","W,1225","-2.2","X,0418","-2.2","X,0418","-7.8","X,0327","-7.8","X,0327","-10.6","X,0218","    2986.6","6","    2986.6","W","    932.8"," ,W","","","     13.30","W","     19.53","W","      7.06","W","","","       310","W","       320","W","","","      21.0","W","      31.7","W"
"USW00003966","2002","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       2.8","W","    857.3","","     857.3","W","       113","W","        65","W","        15","W","","","","","         0","W","       111","W","        13","W","       175","W","        54","W","","","","","","","  -17.2","W,0304, ","","","","","  53.8"," ,W,0919, ","   37.8","W,0801, ","-0.6","W,1014","-2.2","W,1101","-4.4","W,1117","-7.2","W,1127","-10.0","W,1201","-2.8","W,0406","-2.8","W,0406","-5.0","W,0405","-6.7","W,0323","-17.2","W,0304","    2503.5","5","    2503.5","W","   1020.2"," ,W","","","     13.27","W","     19.51","W","      7.02","W","","","       280","W","       290","W","","","      18.3","W","      22.8","W"
"USW00003966","2003","38.65752","-90.65577","139.5","ST LOUIS SPIRIT OF ST LOUIS AIRPORT, MO US","       2.9","W","    610.5","","     610.5","W","       129","W","        72","W","        12","W","","","","","         3","W","       107","W","        23","W","       184","W","        31","W","","","","","","","  -22.2","W,0124,+","","","","","  66.5"," ,W,0625, ","   39.4","W,0821, ","0.0","W,1029","-2.2","W,1107","-6.1","W,1129","-7.2","W,1211","-9.4","W,1214","-1.1","W,0411","-2.8","W,0410","-4.4","W,0331","-7.8","W,0311","-8.9","W,0310","    2871.1","1","    2871.1","W","   1048.6"," ,W","","","     12.43","W","     18.63","W","      6.23","W","","","       290","W","       320","W","","","      17.0","W","      23.7","W"
