"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00310294","1888","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","        81","6","        58","6","        13","6","","","","","","","","","  78.0"," ,6,0906, ","    955.6"," ,6","",""
"USC00310294","1889","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","        86","6","        67","6","         9","6","","","","","","","",""," 101.1"," ,6,0530, ","    987.1"," ,6","",""
"USC00310294","1890","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       122","6","        84","6","         5","6","         2","6","","","","","   127"," ,6,1217, ","  48.3"," ,6,0804, ","   1030.7"," ,6","      201"," ,6"
"USC00310294","1891","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       135","6","       102","6","        10","6","","","","","","","","","  55.4"," ,6,0824, ","   1319.2"," ,6","",""
"USC00310294","1893","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       113","6","        88","6","        12","6","         9","6","","","","","    89"," ,6,0119, ","  50.0"," ,6,1014, ","   1191.5"," ,6","      525"," ,6"
"USC00310294","1894","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       112","6","        78","6","         4","6","","","","","","","","","  50.8"," ,6,1212, ","    863.9"," ,6","",""
"USC00310294","1895","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","        94","6","        82","6","         4","6","        12","6","","","","","   178"," ,6,0202, ","  80.0"," ,6,0408, ","    934.7"," ,6","      986"," ,6"
"USC00310294","1896","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       100","6","        81","6","         7","6","","","","","","","","","  64.8"," ,6,0709, ","    923.4"," ,6","",""
"USC00310294","1897","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       119","6","        84","6","        11","6","","","","","","","","","  59.7"," ,6,0501, ","   1118.8"," ,6","",""
"USC00310294","1898","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       114","6","        90","6","         9","6","","","         5"," ","","","","","  50.8"," ,6,0923, ","   1104.4"," ,6","",""
"USC00310294","1899","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       113","6","        83","6","         6","6","","","         2"," ","","","","","  69.3"," ,6,0315, ","   1032.8"," ,6","",""
"USC00310294","1900","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       110","6","        82","6","        12","6","","","","","","","","","  60.2"," ,6,0301, ","   1134.4"," ,6","",""
"USC00310294","1901","35.60917","-82.61194","595.0","ASHEVILLE PEARSON ST, NC US","       112","6","        78","6","        12","6","","","         8"," ","","","","","  76.2"," ,6,0326, ","   1306.4"," ,6","",""
