"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00003728","2003","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","    986.5","","     986.5","R","       309","R","        89","R","        24","R","         0","R","        23","R","         0","R","       229","R","         1","R","   -8.3","R,0124, "," 108.8"," ,R,0320, ","   33.7","R,0709, ","-0.4","R,1130","-4.3","R,1221","","","","","0.0","R,0213","-4.3","R,0128","-7.1","R,0125","-7.1","R,0125","","","","","   2029.1"," ,R","     17.66","R","     22.13","R","     13.20","R"
"USW00003728","2004","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1196.3","","    1196.3","R","       136","R","        73","R","        13","R","         0","R","        26","R","         0","R","       236","R","        19","R","   -6.1","R,0111, ","  92.8"," ,R,0814, ","   35.5","R,0714, ","-2.8","R,1215","-2.8","R,1215","-4.8","R,1220","","","-0.8","R,0323","-2.8","R,0129","-6.1","R,0111","","","    1291.5","5","    1291.5","R","   1216.4"," ,R","     18.18","R","     22.90","R","     13.47","R"
"USW00003728","2005","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1160.1","","    1160.1","R","       174","R","        69","R","        17","R","         0","R","        21","R","         0","R","       225","R","        23","R","   -6.8","R,0124, "," 166.9"," ,R,1121, ","   36.8","R,0727, ","-0.9","R,1214","-3.2","R,1222","","","","","-0.6","R,0309","-2.4","R,0128","-6.8","R,0124","-6.8","R,0124","    1205.0","0","    1205.0","R","   1556.0"," ,R","     18.09","R","     22.85","R","     13.32","R"
"USW00003728","2006","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1087.1","","    1087.1","R","        99","R","        71","R","        14","R","         0","R","        12","R","         0","R","       229","R","        22","R","   -4.6","R,1209, "," 124.9"," ,R,0831, ","   35.6","R,0804, ","-0.2","R,1205","-3.4","R,1208","-4.6","R,1209","","","-2.4","R,0227","-2.4","R,0227","","","","","    1123.4","4","    1123.4","R","   1236.8"," ,R","     18.38","R","     23.55","R","     13.21","R"
"USW00003728","2007","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1188.3","","    1188.3","R","        84","R","        58","R","        10","R","         0","R","        15","R","         0","R","       251","R","        23","R","   -3.1","R,0219, ","  91.4"," ,R,0602, ","   36.0","R,0806, ","-1.3","R,1217","-2.3","R,1218","","","","","-1.1","R,0408","-3.1","R,0219","","","","","    1074.0","0","    1074.0","R","   1022.4"," ,R","     18.71","R","     23.75","R","     13.67","R"
"USW00003728","2008","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1093.3","","    1093.3","R","       110","R","        80","R","        19","R","         0","R","        18","R","         0","R","       234","R","        20","R","   -5.4","R,0104, "," 212.9"," ,R,1024, ","   35.7","R,0721, ","-2.3","R,1119","-2.3","R,1119","","","","","-0.3","R,0309","-3.1","R,0228","-5.4","R,0104","","","     994.7","7","     994.7","R","   1603.6"," ,R","     18.29","R","     23.19","R","     13.39","R"
"USW00003728","2009","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1154.9","","    1154.9","R","       121","R","        76","R","        11","R","         0","R","        20","R","         0","R","       223","R","        15","R","   -6.5","R,0117, "," 153.4"," ,R,1218, ","   35.4","R,0627, ","-0.2","R,1229","","","","","","","-1.1","R,0305","-3.9","R,0304","-4.6","R,0206","","","    1226.7","7","    1226.7","R","   1388.7"," ,R","     18.17","R","     22.71","R","     13.62","R"
"USW00003728","2010","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1301.6","","    1301.6","R","        85","R","        60","R","        17","R","         0","R","        51","R","         0","R","       226","R","        38","R","   -7.1","R,1215, "," 109.2"," ,R,0929, ","   36.0","R,0726, ","-0.3","R,1202","-2.9","R,1206","-5.2","R,1207","-7.1","R,1215","-0.5","R,0306","-2.9","R,0217","-4.7","R,0111","","","    1291.3","3","    1291.3","R","   1312.4"," ,R","     17.84","R","     22.78","R","     12.90","R"
"USW00003728","2011","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","   1287.5","","    1287.5","R","        99","R","        62","R","         8","R","         0","R","        12","R","         0","R","       245","R","        42","R","   -5.3","R,0114, ","  79.9"," ,R,0726, ","   38.7","R,0620, ","","","","","","","","","-0.1","R,0211","-5.0","R,0123","-5.0","R,0123","","","    1297.0","0","    1297.0","R","    903.9"," ,R","     18.79","R","     23.83","R","     13.74","R"
"USW00003728","2012","33.1532","-79.3637","2.7","MCCLELLANVILLE 7 NE, SC US","","","","","       106","R","        73","R","        13","R","","","","","","","","","","","",""," 120.7"," ,R,0828, ","","","","","","","","","","","","","","","","","","","     860.5","5","     860.5"," ","   1118.5"," ,R","","","","","",""
