"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00190535","1957","42.48333","-71.28333","48.8","BEDFORD, MA US","","","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00190535","1958","42.48333","-71.28333","48.8","BEDFORD, MA US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","        20"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00190535","1959","42.48333","-71.28333","48.8","BEDFORD, MA US","    452.9","","     452.9","0","       113","0","        86","0","        10","0","","","        13","0","         5","0","       138","0","        25","0","       138","0","        20","0","         8"," ","         9"," ","  -22.8","0,0212, ","","","   305"," ,0,0312, ","  42.7"," ,0,0312, ","   34.4","0,0821,+","0.0","0,1015","-2.8","0,1019","-5.0","0,1022","-6.7","0,1111","-11.1","0,1221","-1.7","0,0424","-2.8","0,0422","-5.6","0,0414","-12.2","0,0329","-12.2","0,0329","","","","","   1068.2"," ,0","     1133"," ,0","     10.30","0","     16.32","0","      4.28","0"
"USC00190535","1960","42.48333","-71.28333","48.8","BEDFORD, MA US","    313.5","","     313.5","0","       110","0","        71","0","        14","0","       61","","        13","0","         0","0","       142","0","        20","0","       145","0","         7","0","        10"," ","        11"," ","  -17.2","0,1228,+","   635"," ,0,0305, ","   533"," ,0,0304, ","  95.3"," ,0,0912, ","   34.4","0,0908, ","-0.6","0,1002","-5.6","0,1022","-5.6","0,1022","-8.9","0,1108","-8.9","0,1108","-3.3","0,0420","-3.3","0,0420","-5.6","0,0411","-13.3","0,0326","-13.3","0,0326","    3167.7","7","    3167.7","0","   1163.6"," ,0","     1663"," ,0","      9.73","0","     15.85","0","      3.62","0"
"USC00190535","1961","42.48333","-71.28333","48.8","BEDFORD, MA US","    426.7","","     426.7","0","       114","0","        77","0","         9","0","       73","","        15","0","        13","0","       140","0","        34","0","       143","0","        11","0","        35"," ","        13"," ","  -28.3","0,0122, ","   610"," ,0,0204, ","   406"," ,0,0120, ","  86.6"," ,0,0921, ","   33.9","0,0912,+","-1.1","0,1016","-3.3","0,1028","-4.4","0,1102","-6.7","0,1112","-16.1","0,1216","-1.7","0,0506","-2.8","0,0420","-5.6","0,0323","-8.3","0,0322","-8.9","0,0321","    3630.4","4","    3630.4","0","   1168.7"," ,0","     1872"," ,0","      9.81","0","     15.74","0","      3.88","0"
"USC00190535","1962","42.48333","-71.28333","48.8","BEDFORD, MA US","    204.9","","     204.9","0","       116","0","        73","0","        15","0","       62","","        10","0","        11","0","       161","0","        39","0","       127","0","         3","0","        54"," ","        17"," ","  -23.9","0,0212, ","   432"," ,0,0224,+","   246"," ,0,0219, "," 102.4"," ,0,1006, ","   35.0","0,0519, ","-2.2","0,0922","-2.2","0,0922","-6.1","0,1030","-6.7","0,1126","-10.0","0,1211","-0.6","0,0513","-2.8","0,0421","-4.4","0,0418","-6.7","0,0404","-9.4","0,0311","    3551.6","6","    3551.6","0","   1236.7"," ,0","     1171"," ,0","      8.01","0","     14.18","0","      1.85","0"
"USC00190535","1963","42.48333","-71.28333","48.8","BEDFORD, MA US","    252.4","","     252.4","0","       114","0","        72","0","         7","0","       90","","        17","0","        14","0","       162","0","        48","0","       143","0","        14","0","        37"," ","        13"," ","  -27.2","0,1231, ","   229"," ,0,0303,+","   193"," ,0,0127, ","  65.3"," ,0,1107, ","   36.7","0,0726,+","0.0","0,0923","-2.2","0,0924","-5.0","0,1125","-6.7","0,1201","-10.6","0,1205","0.0","0,0524","-3.9","0,0414","-5.0","0,0329","-7.8","0,0324","-12.2","0,0304","    3943.4","4","    3943.4","0","    950.5"," ,0","     1430"," ,0","      8.36","0","     14.92","0","      1.79","0"
"USC00190535","1964","42.48333","-71.28333","48.8","BEDFORD, MA US","    219.6","","     219.6","0","       105","0","        70","0","         8","0","       67","","        14","0","         8","0","       154","0","        31","0","       121","0","        10","0","","","        16"," ","  -25.0","0,0101, ","   330"," ,0,0219, ","   292"," ,0,0216, ","  45.5"," ,0,1126, ","   37.2","0,0701, ","0.0","0,0916","-2.8","0,1008","-5.0","0,1101","-7.8","0,1119","-10.0","0,1123","-3.3","0,0503","-3.3","0,0503","-7.2","0,0406","-7.2","0,0406","-10.0","0,0405","    3769.6","6","    3769.6","0","    911.3"," ,0","     1380"," ,0","      8.49","0","     14.85","0","      2.14","0"
"USC00190535","1965","42.48333","-71.28333","48.8","BEDFORD, MA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3866.4","4","    3866.4","0","","","","","","","","","",""
"USC00190535","1966","42.48333","-71.28333","48.8","BEDFORD, MA US","    293.3","","     293.3","0","       125","0","        64","0","         9","0","       66","","        15","0","         7","0","       155","0","        29","0","       119","0","        15","0","","","        13"," ","  -21.7","0,0208, ","   533"," ,0,0204, ","   335"," ,0,0225, ","  42.7"," ,0,0213, ","   36.1","0,0703, ","-1.1","0,0927","-2.2","0,1021","-6.1","0,1030","-8.3","0,1031","-9.4","0,1121","-1.1","0,0511","-2.8","0,0427","-5.0","0,0413","-9.4","0,0329","-9.4","0,0329","","","","","    863.6"," ,0","     1714"," ,0","      8.74","0","     15.10","0","      2.39","0"
"USC00190535","1967","42.48333","-71.28333","48.8","BEDFORD, MA US","    346.4","","     346.4","0","       126","0","        83","0","        13","0","       63","","        19","0","        10","0","       151","0","        30","0","       124","0","         3","0","","","         8"," ","  -26.1","0,0213,+","   457"," ,0,1231, ","   343"," ,0,1228, ","  56.9"," ,0,0525, ","   33.9","0,0616, ","-1.1","0,1008","-2.8","0,1023","-6.1","0,1106","-7.2","0,1107","-13.9","0,1116","-1.1","0,0507","-2.8","0,0426","-6.7","0,0413","-6.7","0,0413","-11.1","0,0321","    3847.1","1","    3847.1","0","   1130.6"," ,0","     1999"," ,0","      8.63","0","     14.33","0","      2.92","0"
"USC00190535","1968","42.48333","-71.28333","48.8","BEDFORD, MA US","","","","","       126","0","        75","0","        11","0","       76","","        13","0","        15","0","       135","0","","","","","","","","","        25"," ","  -27.8","0,0112, ","   610"," ,0,0108,+","   254"," ,0,0107, ","  80.8"," ,0,0318, ","","","-1.1","0,1006","-4.4","0,1031","-4.4","0,1031","-7.8","0,1130","-8.9","0,1201","0.0","0,0528","-3.3","0,0412","-5.0","0,0326","-11.1","0,0315","-11.1","0,0315","    3799.8","8","    3799.8","0","   1145.7"," ,0","     1055"," ,0","","","","","      2.65","0"
"USC00190535","1969","42.48333","-71.28333","48.8","BEDFORD, MA US","    331.0","","     331.0","0","       117","0","        75","0","        14","0","       82","","        15","0","         3","0","       155","0","        29","0","       135","0","        13","0","","","        13"," ","  -19.4","0,0105, ","   864"," ,0,0303, ","   483"," ,0,0209, ","  61.0"," ,0,0209, ","   35.0","0,0901,+","0.0","0,0921","-4.4","0,1023","-4.4","0,1023","-6.7","0,1024","-10.0","0,1122","0.0","0,0527","-3.3","0,0413","-4.4","0,0403","-8.9","0,0401","-8.9","0,0401","","","","","   1168.7"," ,0","     2211"," ,0","      9.33","0","     15.21","0","      3.45","0"
"USC00190535","1970","42.48333","-71.28333","48.8","BEDFORD, MA US","    374.3","","     374.3","0","       113","0","        79","0","        10","0","       80","","        27","0","         6","0","       146","0","        48","0","       135","0","        14","0","","","        17"," ","  -23.3","0,0123, ","   508"," ,0,1227,+","   229"," ,0,0329, ","  61.0"," ,0,1217, ","   35.0","0,0815, ","0.0","0,1006","-2.2","0,1019","-5.0","0,1020","-6.7","0,1028","-9.4","0,1126","-2.8","0,0420","-2.8","0,0420","-5.6","0,0406","-9.4","0,0330","-9.4","0,0330","    3736.0","0","    3736.0","0","   1072.5"," ,0","     1987"," ,0","      9.00","0","     14.92","0","      3.08","0"
"USC00190535","1971","42.48333","-71.28333","48.8","BEDFORD, MA US","    315.7","","     315.7","0","       118","0","        80","0","         5","0","       95","","        17","0","        15","0","       154","0","        31","0","       142","0","        10","0","","","        16"," ","  -25.0","0,0203,+","   584"," ,0,0101, ","   234"," ,0,1125, ","  43.9"," ,0,1125, ","   33.9","0,0630, ","0.0","0,1104","-3.3","0,1106","-4.4","0,1108","-8.3","0,1109","-11.1","0,1202","-1.1","0,0428","-2.8","0,0418","-4.4","0,0401","-7.8","0,0326","-8.9","0,0225","    3775.0","0","    3775.0","0","    907.0"," ,0","     1598"," ,0","      9.04","0","     15.19","0","      2.89","0"
"USC00190535","1972","42.48333","-71.28333","48.8","BEDFORD, MA US","    260.5","","     260.5","0","       152","0","        96","0","        14","0","       76","","        20","0","         5","0","       167","0","        35","0","       119","0","         3","0","","","        16"," ","  -21.7","0,0223, ","   483"," ,0,0226, ","   356"," ,0,0219, ","  72.4"," ,0,0303, ","   33.3","0,0712, ","0.0","0,1009","-2.8","0,1011","-7.2","0,1021","-7.2","0,1021","-11.1","0,1123","0.0","0,0428","-3.3","0,0412","-5.0","0,0408","-8.9","0,0320","-8.9","0,0320","    3670.8","8","    3670.8","0","   1527.8"," ,0","     1877"," ,0","      8.43","0","     14.09","0","      2.78","0"
"USC00190535","1973","42.48333","-71.28333","48.8","BEDFORD, MA US","    393.5","","     393.5","0","       136","0","        83","0","        12","0","       33","","         7","0","         6","0","       125","0","        24","0","       132","0","        14","0","","","        25"," ","  -21.1","0,0201,+","   229"," ,0,0201,+","   152"," ,0,0129, ","  77.7"," ,0,0629, ","   35.0","0,0830, ","0.0","0,1021","-2.2","0,1105","-4.4","0,1108","-6.7","0,1110","-8.9","0,1111","-2.2","0,0415","-2.2","0,0415","-5.0","0,0414","-8.9","0,0301","-8.9","0,0301","    3557.5","5","    3557.5","0","   1346.4"," ,0","      501"," ,0","     10.17","0","     15.87","0","      4.47","0"
"USC00190535","1974","42.48333","-71.28333","48.8","BEDFORD, MA US","    276.0","","     276.0","0","       134","0","        85","0","         9","0","       57","","        15","0","         5","0","       150","0","        26","0","       122","0","         5","0","","","        21"," ","  -24.4","0,0118, ","   305"," ,0,0202, ","   297"," ,0,0202, ","  68.1"," ,0,0929, ","   34.4","0,0704, ","-1.1","0,1004","-3.3","0,1018","-6.7","0,1019","-6.7","0,1019","-8.9","0,1123","-1.7","0,0505","-3.9","0,0420","-11.7","0,0329","-11.7","0,0329","-11.7","0,0329","    3484.9","9","    3484.9","0","   1087.3"," ,0","     1318"," ,0","      9.20","0","     15.11","0","      3.29","0"
"USC00190535","1975","42.48333","-71.28333","48.8","BEDFORD, MA US","    320.1","","     320.1","0","       135","0","        84","0","        19","0","       52","","        19","0","         5","0","       146","0","        25","0","       131","0","        10","0","","","         8"," ","  -22.8","0,0210, ","   406"," ,0,1222, ","   267"," ,0,0107, ","  54.6"," ,0,0830, ","   38.3","0,0802, ","0.0","0,1003","-3.9","0,1031","-4.4","0,1101","-8.3","0,1204","-10.6","0,1205","-1.7","0,0430","-2.2","0,0429","-5.6","0,0329","-7.8","0,0328","-10.0","0,0327","    3533.2","2","    3533.2","0","   1351.6"," ,0","     2035"," ,0","      9.61","0","     15.47","0","      3.74","0"
"USC00190535","1976","42.48333","-71.28333","48.8","BEDFORD, MA US","    321.8","","     321.8","0","       128","0","        82","0","         7","0","       73","","        15","0","         8","0","       154","0","        39","0","       131","0","         9","0","","","        26"," ","  -22.8","0,0123, ","   381"," ,0,1229, ","   279"," ,0,1229, ","  50.8"," ,0,0809, ","   34.4","0,0419, ","0.0","0,1011","-3.9","0,1019","-5.0","0,1027","-7.2","0,1028","-9.4","0,1112","0.0","0,0505","-3.9","0,0413","-7.2","0,0412","-7.2","0,0412","-9.4","0,0319","    3438.5","5","    3438.5","0","    988.7"," ,0","     1402"," ,0","      8.96","0","     15.16","0","      2.77","0"
"USC00190535","1977","42.48333","-71.28333","48.8","BEDFORD, MA US","    312.7","","     312.7","0","       143","0","        92","0","        19","0","      107","","        18","0","         8","0","       140","0","        36","0","       138","0","        10","0","","","        24"," ","  -20.0","0,0113, ","   711"," ,0,0110,+","   508"," ,0,0107, ","  81.0"," ,0,0801, ","   36.7","0,0721, ","0.0","0,1007","-3.9","0,1024","-5.0","0,1115","-7.8","0,1207","-12.2","0,1208","-0.6","0,0510","-3.9","0,0411","-6.1","0,0409","-9.4","0,0320","-9.4","0,0320","    3848.4","4","    3848.4","0","   1418.5"," ,0","     2106"," ,0","      9.22","0","     15.19","0","      3.24","0"
"USC00190535","1978","42.48333","-71.28333","48.8","BEDFORD, MA US","    271.0","","     271.0","0","       113","0","        74","0","        10","0","      112","","        19","0","         5","0","       164","0","        46","0","       117","0","         6","0","","","        13"," ","  -22.2","0,0211, ","   787"," ,0,0207, ","   508"," ,0,0207, ","  50.8"," ,0,0207, ","   35.0","0,0723, ","0.0","0,0926","-3.9","0,1016","-6.1","0,1018","-6.7","0,1117","-8.9","0,1126","0.0","0,0504","-3.3","0,0410","-4.4","0,0403","-7.2","0,0325","-11.1","0,0318","    3826.6","6","    3826.6","0","   1038.6"," ,0","     2386"," ,0","      8.21","0","     14.39","0","      2.02","0"
"USC00190535","1979","42.48333","-71.28333","48.8","BEDFORD, MA US","    323.6","","     323.6","0","       139","0","        94","0","        15","0","       36","","        10","0","        10","0","       132","0","        35","0","       144","0","         7","0","","","        17"," ","  -22.2","0,0212, ","   127"," ,0,0120,+","   114"," ,0,0117, ","  97.0"," ,0,0125, ","   34.4","0,0509, ","0.0","0,0920","-2.8","0,1015","-4.4","0,1130","-7.2","0,1203","-10.6","0,1214","-3.3","0,0421","-3.3","0,0421","-5.0","0,0328","-6.7","0,0318","-11.7","0,0316","    3646.5","5","    3646.5","0","   1350.1"," ,0","      684"," ,0","      9.64","0","     15.27","0","      4.02","0"
