"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"FRW00034065","1955","48.65","1.1","183.2","DREUX, FR","","","","","","","","","","","","","","","","","","","","","","","","","        91"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRW00034065","1956","48.65","1.1","183.2","DREUX, FR","     27.8","","      27.8","X","       108","X","        52","X","         0","X","        7","","         5","X","         0","X","        80","X","        19","X","        59","X","         0","X","       229"," ","        18"," ","  -14.4","X,0221, ","    51"," ,X,0109, ","    56"," ,X,1226,+","  18.8"," ,X,0909, ","   30.0","X,0727, ","0.0","X,1027","-3.9","X,1121","-6.1","X,1122","-8.3","X,1123","0.0","X,0424","-2.8","X,0407","-7.2","X,0227","-7.2","X,0227","-9.4","X,0226","","","","","    407.4"," ,X","      230"," ,X","      9.21","X","     13.29","X","      5.12","X","","","",""
"FRW00034065","1957","48.65","1.1","183.2","DREUX, FR","     74.7","","      74.7","X","       132","X","        61","X","         1","X","        0","","         0","X","         0","X","        52","X","         9","X","        53","X","         4","X","       207"," ","        13"," ","   -9.4","X,0120, ","     0","T,X,0116,+","     5"," ,X,0116, ","  25.4"," ,X,0624, ","   34.4","X,0705, ","0.0","X,1124","-3.9","X,1201","-5.0","X,1202","","","-0.6","X,0507","-2.8","X,0415","-7.8","X,0122","-7.8","X,0122","-9.4","X,0120","    2973.0","0","    2973.0","X","    543.1"," ,X","        5"," ,X","     10.28","X","     14.40","X","      6.17","X","","","",""
"FRW00034065","1958","48.65","1.1","183.2","DREUX, FR","     36.8","","      36.8","X","       177","X","        83","X","         2","X","       13","","         8","X","         0","X","        59","X","         0","X","        64","X","         0","X","       200"," ","        21"," ","   -8.3","X,0310, ","    51"," ,X,0309,+","   122"," ,X,0226, ","  31.5"," ,X,0626, ","   29.4","X,0905, ","0.0","X,1111","-3.3","X,1203","-4.4","X,1204","-7.2","X,1208","-0.6","X,0413","-3.3","X,0323","-4.4","X,0322","-8.3","X,0310","","","    3172.8","8","    3172.8","X","    775.5"," ,X","      504"," ,X","      9.96","X","     13.80","X","      6.11","X","","","",""
"FRW00034065","1959","48.65","1.1","183.2","DREUX, FR","     81.9","","      81.9","X","       129","X","        53","X","         0","X","        3","","         1","X","         0","X","        50","X","         0","X","       120","X","         3","X","       170"," ","        18"," ","   -5.6","X,0117, ","    51"," ,X,0112, ","    33"," ,X,0111, ","  23.1"," ,X,1027, ","   33.9","X,0709,+","0.0","X,1024","","","","","","","0.0","X,0422","-2.2","X,0220","-5.0","X,0216","","","","","    2966.7","7","    2966.7","X","    528.4"," ,X","       79"," ,X","     10.74","X","     15.79","X","      5.68","X","","","",""
"FRW00034065","1960","48.65","1.1","183.2","DREUX, FR","     19.4","","      19.4","X","       179","X","        76","X","         5","X","        8","","         3","X","         0","X","        68","X","         7","X","        57","X","         0","X","       207"," ","        20"," ","  -15.6","X,0114, ","   127"," ,X,0115, ","    79"," ,X,0113, ","  40.6"," ,X,1029, ","   28.9","X,0618, ","-1.1","X,1108","-2.2","X,1213","-5.0","X,1215","","","0.0","X,0501","-2.2","X,0320","-6.1","X,0211","-9.4","X,0210","-9.4","X,0210","    2831.2","2","    2831.2","X","    739.8"," ,X","      254"," ,X","     10.00","X","     14.16","X","      5.83","X","","","",""
"FRW00034065","1961","48.65","1.1","183.2","DREUX, FR","","","","","","","","","","","","","","","","","","","","","","","","","       108"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRW00034065","1962","48.65","1.1","183.2","DREUX, FR","","","","","","","","","","","        6","","","","","","","","","","","","","","       159"," ","        16"," ","","","    76"," ,X,0302,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       203","X","      25.2","X"
