"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00341743","2010","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1034.6","","    1034.6","0","","","","","","","        0","","         0","0","         0","0","        93","0","        12","0","       200","0","        69","0","  -16.7","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   37.8","0,0814,+","0.0","0,1105","-3.9","0,1125","-5.0","0,1126","-7.2","0,1225","-8.9","0,1226","0.0","0,0322","-5.6","0,0321","-5.6","0,0321","-7.2","0,0224","-12.2","0,0130","    2381.4","4","      28.9","0,3,2","    2381.4","0","      38.3","0,3,2","      -3.3","0,3,2","      -0.6","0,3,2","      13.8","0,3,2","      20.4","0,3,2","","","        0"," ,0","     15.07","0","     21.26","0","      8.87","0"
"USC00341743","2011","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1443.5","","    1443.5","K","","","","","","","","","","","         2","K","        80","K","        11","K","       216","K","       112","K","  -18.3","K,0203,+","","","","","","","   44.4","K,0626, ","-2.8","K,1103","-2.8","K,1103","-8.9","K,1205","-8.9","K,1205","-8.9","K,1205","-0.6","K,0330","-2.8","K,0305","-4.4","K,0222","-10.6","K,0211","-10.6","K,0211","    2036.9","9","      31.7","K,3,2","    2036.9","K","      41.1","K,3,2","      -3.3","K,3,2","      -0.6","K,3,2","      14.7","K,3,2","      21.8","K,3,2","    338.6"," ,K","","","     16.49","K","     23.53","K","      9.45","K"
"USC00341743","2012","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1280.0","","    1280.0","7","","","","","","","","","","","         0","7","        63","7","         6","7","       222","7","       102","7","  -13.9","7,1226, ","","","","","","","   42.8","7,0803,+","0.0","7,1007","-3.3","7,1027","-5.6","7,1127","-10.6","7,1210","-10.6","7,1210","-0.6","K,0308","-2.8","K,0303","-8.9","K,0212","-8.9","K,0212","-8.9","K,0212","    1765.4","4","","","    1765.4","7","","","","","","","","","","","","","","","     17.20","7","     23.84","7","     10.57","7"
"USC00341743","2013","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1066.9","","    1066.9","7","","","","","","","","","","","         0","7","        96","7","        14","7","       191","7","        78","7","  -16.1","7,1207, ","","","","","","","   40.6","7,0627, ","0.0","7,1018","-3.9","7,1112","-6.7","7,1113","-6.7","7,1113","-9.4","7,1205","-3.3","7,0424","-3.3","7,0424","-5.0","7,0410","-6.7","7,0223","-10.0","7,0222","    2135.3","3","      28.9","7,3,2","    2135.3","7","      37.2","7,3,2","      -1.7","7,3,2","       0.0","7,3,2","      13.4","7,3,2","      19.8","7,3,2","","","","","     14.85","7","     21.30","7","      8.39","7"
"USC00341743","2014","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1015.7","","    1015.7","7","","","","","","","","","","","         0","7","        82","7","        18","7","       201","7","        72","7","  -17.2","7,0303, ","","","","","","","   38.9","7,0726,+","-1.1","7,1110","-5.6","7,1111","-5.6","7,1111","-8.9","7,1112","-8.9","7,1112","0.0","7,0415","-3.3","7,0323","-7.8","7,0304","-7.8","7,0304","-17.2","7,0303","    2319.9","9","      28.9","7,3,2","    2319.9","7","      37.2","7,3,2","      -1.1","7,3,2","       0.6","7,3,2","      14.0","7,3,2","      20.7","7,3,2","","","","","     14.83","7","     21.17","7","      8.48","7"
"USC00341743","2015","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","    919.3","","     919.3","7","","","","","","","","","","","         0","7","        68","7","        14","7","       208","7","        61","7","  -11.7","7,0108,+","","","","","","","   37.2","7,0907, ","0.0","7,1119","-2.2","7,1121","-4.4","7,1217","-8.3","7,1229","","","0.0","7,0326","-5.6","7,0306","-5.6","7,0306","-8.9","7,0305","-8.9","7,0305","    2127.3","3","      28.3","7,3,2","    2127.3","7","      38.3","7,3,2","       0.0","7,3,2","       0.0","7,3,2","      14.0","7,3,2","      20.8","7,3,2","","","","","     15.41","7","     21.46","7","      9.37","7"
"USC00341743","2016","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1041.7","","    1041.7","7","","","","","","","","","","","         1","7","        68","7","         5","7","       222","7","        67","7","  -18.9","7,1218, ","","","","","","","   38.3","7,0807,+","-0.6","7,1118","-5.0","7,1119","-5.0","7,1119","-9.4","7,1208","-9.4","7,1208","-0.6","7,0327","-5.6","7,0320","-5.6","7,0320","-6.7","7,0123","-10.6","7,0110","    1773.7","7","      29.4","7,3,2","    1773.7","7","      38.3","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      14.9","7,3,2","      21.9","7,3,2","","","","","     16.32","7","     22.86","7","      9.79","7"
"USC00341743","2017","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","    935.7","","     935.7","7","","","","","","","","","","","         0","7","        64","7","         9","7","       225","7","        58","7","  -14.4","7,0107, ","","","","","","","   39.4","7,0722, ","-0.6","7,1027","-2.2","7,1122","-4.4","7,1206","-7.8","7,1207","-10.0","7,1226","-3.9","7,0315","-3.9","7,0315","-8.3","7,0225","-8.3","7,0225","-8.9","7,0203","    1736.7","7","      29.4","7,3,2","    1736.7","7","      38.3","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      14.8","7,3,2","      21.7","7,3,2","","","","","     15.94","7","     22.45","7","      9.43","7"
"USC00341743","2018","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1165.4","","    1165.4","7","","","","","","","","","","","         2","7","        94","7","         8","7","       200","7","        89","7","  -17.8","7,0116,+","","","","","","","   42.8","7,0720, ","-1.1","7,1015","-3.3","7,1109","-6.1","7,1110","-8.9","7,1112","-8.9","7,1112","-2.8","7,0415","-2.8","7,0415","-7.2","7,0407","-7.2","7,0407","-8.9","7,0221","    1987.5","5","      30.6","7,3,2","    1987.5","7","      39.4","7,3,2","      -2.8","7,3,2","       0.0","7,3,2","      14.2","7,3,2","      21.6","7,3,2","    639.6"," ,7","","","     15.53","7","     22.30","7","      8.77","7"
"USC00341743","2019","35.5462","-99.7279","694.0","CHEYENNE 6 SW MESONET, OK US","   1025.9","","    1025.9","7","","","","","","","","","","","         0","7","        96","7","         8","7","       191","7","        68","7","  -13.9","7,0208, ","","","","","","","   40.0","7,0807, ","-1.1","7,1011","-4.4","7,1028","-4.4","7,1028","-7.2","7,1031","-9.4","7,1111","0.0","7,0412","-4.4","7,0331","-4.4","7,0331","-10.6","7,0305","-10.6","7,0305","    2286.1","1","      28.9","7,3,2","    2286.1","7","      38.9","7,3,2","      -0.6","7,3,2","       1.1","7,3,2","      13.2","7,3,2","      20.9","7,3,2","    787.2"," ,7","","","     14.88","7","     21.23","7","      8.53","7"
