"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00382711","2019","33.78594","-81.93142","154.8","EDGEFIELD 0.3SW, SC US","        0","","         0","7","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","        0"," ,7"
"USC00382711","2020","33.78594","-81.93142","154.8","EDGEFIELD 0.3SW, SC US","","","","","","","","","    1213.5","5","    1213.5"," ","",""
