"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00057799","1951","27.117","114.967","78.0","JIAN, CH","","","","","       130","s","        78","s","        13","s","","","","","         3","s","       203","s","        79","s","","","  62.3"," ,s,0716, ","   39.1","s,0830, ","","","","","","","","","","","","","","","","","","","","","   1163.0"," ,s","","","     21.99","s","",""
"CHM00057799","1952","27.117","114.967","78.0","JIAN, CH","","","","","       137","s","        98","s","        15","s","","","","","         2","s","       213","s","        73","s","","","  72.2"," ,s,0615, ","   38.1","s,0705, ","","","","","","","","","","","","","","","","","","","","","   1362.0"," ,s","","","     22.29","s","",""
"CHM00057799","1953","27.117","114.967","78.0","JIAN, CH","   1473.2","","    1473.2","s","       161","s","       104","s","        23","s","         0","s","        10","s","         1","s","       199","s","        75","s","   -2.2","s,0118, "," 173.5"," ,s,0818, ","   40.0","s,0812, ","-0.5","s,1211","","","","","","","-1.1","s,0221","-2.2","s,0118","","","","","    1377.0","0","    1377.0","s","   1969.4"," ,s","     18.54","s","     22.10","s","     14.98","s"
"CHM00057799","1954","27.117","114.967","78.0","JIAN, CH","","","","","       143","s","        89","s","        21","s","         0"," ","        16","s","","","","","","","   -2.6","s,1216,+","  72.4"," ,s,0614, ","","","-0.9","s,1211","-2.5","s,1212","","","","","-0.9","s,0208","-2.2","s,0126","","","","","","","","","   1648.9"," ,s","","","","","     14.28","s"
"CHM00057799","1955","27.117","114.967","78.0","JIAN, CH","","","","","       121","s","        84","s","        14","s","         0"," ","        19","s","","","","","","","   -7.1","s,0111, "," 100.9"," ,s,0523, ","","","","","","","","","","","-2.0","s,0221","-5.3","s,0117","-5.3","s,0117","-7.1","s,0111","","","","","   1319.0"," ,s","","","","","     14.08","s"
"CHM00057799","1956","27.117","114.967","78.0","JIAN, CH","   1608.3","","    1608.3","s","       125","s","        81","s","        10","s","         0","s","        24","s","         0","s","       213","s","       102","s","   -4.5","s,0109, ","  75.4"," ,s,0510, ","   39.7","s,0811, ","-3.0","s,1125","-3.0","s,1125","","","","","-0.5","s,0301","-3.0","s,0127","-4.5","s,0109","","","","","","","   1249.2"," ,s","     18.54","s","     23.24","s","     13.84","s"
"CHM00057799","1957","27.117","114.967","78.0","JIAN, CH","   1464.1","","    1464.1","s","       146","s","        91","s","        14","s","         0","s","        12","s","         1","s","       216","s","        70","s","   -5.5","s,0211, ","  59.8"," ,s,0523, ","   38.9","s,0723, ","","","","","","","","","-0.2","s,0219","-3.5","s,0214","-5.4","s,0212","","","    1496.3","3","    1496.3","s","   1407.6"," ,s","     18.62","s","     22.59","s","     14.66","s"
"CHM00057799","1958","27.117","114.967","78.0","JIAN, CH","   1512.3","","    1512.3","s","       125","s","        78","s","        15","s","         0","s","        14","s","         1","s","       219","s","        83","s","   -4.1","s,0202, "," 136.3"," ,s,0623, ","   38.2","s,0821,+","","","","","","","","","-1.7","s,0213","-4.1","s,0202","","","","","    1202.1","1","    1202.1","s","   1540.5"," ,s","     18.92","s","     23.25","s","     14.59","s"
"CHM00057799","1959","27.117","114.967","78.0","JIAN, CH","   1533.7","","    1533.7","s","       164","s","        98","s","        20","s","         0","s","        12","s","         0","s","       231","s","        75","s","   -2.5","s,0111, ","  56.2"," ,s,0610, ","   38.5","s,0724, ","-0.5","s,1221","","","","","","","-2.0","s,0123","-2.3","s,0117","","","","","    1226.1","1","    1226.1","s","   1578.2"," ,s","     19.14","s","     23.12","s","     15.16","s"
"CHM00057799","1960","27.117","114.967","78.0","JIAN, CH","   1550.3","","    1550.3","s","       132","s","        86","s","        10","s","         0","s","        13","s","         1","s","       214","s","        87","s","   -5.1","s,0126, ","  60.8"," ,s,0615, ","   38.1","s,0719, ","-0.1","s,1218","-2.4","s,1220","","","","","-0.7","s,0205","-2.8","s,0127","-5.1","s,0126","","","    1199.1","1","    1199.1","s","   1302.0"," ,s","     19.14","s","     23.32","s","     14.96","s"
"CHM00057799","1961","27.117","114.967","78.0","JIAN, CH","   1546.8","","    1546.8","s","       161","s","        95","s","        20","s","         0","s","        16","s","         0","s","       221","s","        80","s","   -4.1","s,0117, ","  93.0"," ,s,0827, ","   39.9","s,0723, ","-0.5","s,1229","","","","","","","-0.2","s,0217","-2.2","s,0203","","","","","    1335.3","3","    1335.3","s","   1871.3"," ,s","     19.19","s","     23.39","s","     14.99","s"
"CHM00057799","1962","27.117","114.967","78.0","JIAN, CH","   1571.9","","    1571.9","s","       138","s","       100","s","        16","s","         0","s","        19","s","         0","s","       225","s","        88","s","   -3.4","s,0102, "," 118.3"," ,s,0627, ","   39.7","s,0730, ","-1.3","s,1206","","","","","","","0.0","s,0216","-2.4","s,0127","","","","","    1194.7","7","    1194.7","s","   1666.9"," ,s","     19.06","s","     23.62","s","     14.50","s"
"CHM00057799","1963","27.117","114.967","78.0","JIAN, CH","   1716.8","","    1716.8","s","       116","s","        72","s","         8","s","         0","s","        24","s","         0","s","       220","s","       116","s","   -4.6","s,0110, "," 110.7"," ,s,0719, ","   39.6","s,0901, ","-0.4","s,1212","","","","","","","-0.5","s,0210","-3.1","s,0127","-4.6","s,0110","","","    1320.5","5","    1320.5","s","    985.2"," ,s","     19.52","s","     24.36","s","     14.68","s"
"CHM00057799","1964","27.117","114.967","78.0","JIAN, CH","   1648.6","","    1648.6","s","       129","s","        79","s","        15","s","         0","s","        21","s","         1","s","       210","s","        97","s","   -3.5","s,0221, "," 154.1"," ,s,0619, ","   38.2","s,0904,+","-0.1","s,1204","","","","","","","-1.3","s,0227","-3.5","s,0221","","","","","    1373.7","7","    1373.7","s","   1235.3"," ,s","     18.95","s","     23.05","s","     14.85","s"
"CHM00057799","1965","27.117","114.967","78.0","JIAN, CH","   1407.7","","    1407.7","s","       146","s","        85","s","        14","s","         0","s","         4","s","         0","s","       220","s","        70","s","   -3.0","s,1231, ","  83.2"," ,s,0513, ","   38.2","s,0725, ","-1.6","s,1217","-2.9","s,1218","","","","","-0.5","s,0112","","","","","","","    1191.5","5","    1191.5","s","   1355.3"," ,s","     18.89","s","     23.01","s","     14.77","s"
"CHM00057799","1966","27.117","114.967","78.0","JIAN, CH","   1560.9","","    1560.9","s","       135","s","        84","s","        12","s","         0","s","        10","s","         0","s","       231","s","        73","s","   -2.7","s,1228, "," 108.7"," ,s,0709, ","   39.0","s,0810,+","-0.4","s,1226","-2.4","s,1227","","","","","-1.7","s,0223","-2.5","s,0101","","","","","    1129.2","2","    1129.2","s","   1325.9"," ,s","     19.32","s","     23.57","s","     15.08","s"
"CHM00057799","1967","27.117","114.967","78.0","JIAN, CH","   1634.5","","    1634.5","s","       142","s","        82","s","        12","s","         0","s","        21","s","         0","s","       214","s","        95","s","   -6.5","s,0116, ","  78.4"," ,s,0701, ","   40.2","s,0828, ","-2.7","s,1211","-2.7","s,1211","","","","","-1.1","s,0215","-3.6","s,0118","-4.9","s,0117","","","    1376.6","6","    1376.6","s","   1244.5"," ,s","     18.82","s","     23.03","s","     14.61","s"
"CHM00057799","1968","27.117","114.967","78.0","JIAN, CH","   1537.8","","    1537.8","s","       133","s","        94","s","        15","s","         0","s","        15","s","         0","s","       224","s","        83","s","   -2.1","s,0221, "," 142.3"," ,s,0708, ","   39.2","s,0730, ","-0.3","s,1223","","","","","","","-2.1","s,0221","","","","","","","    1453.5","5","    1453.5","s","   1593.3"," ,s","     19.24","s","     23.26","s","     15.23","s"
"CHM00057799","1969","27.117","114.967","78.0","JIAN, CH","   1594.4","","    1594.4","s","       138","s","        95","s","        16","s","         0","s","        24","s","         3","s","       221","s","        79","s","   -4.3","s,0201, "," 198.8"," ,s,0809, ","   38.8","s,0802, ","-0.6","s,1203","","","","","","","-1.4","s,0222","-3.3","s,0208","","","","","    1286.0","0","    1286.0","s","   1587.4"," ,s","     18.55","s","     22.56","s","     14.54","s"
