"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1MOBN0050","2011","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       122","N","        71","N","        11","N","       35","","         9","N","   381"," ,N,0201, ","   384"," ,N,0201, ","  52.6"," ,N,0627, ","   1019.1"," ,N","     1228"," ,N"
"US1MOBN0050","2012","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","        95","N","        52","N","         7","N","        4","","         4","N","    76"," ,N,0213, ","    81"," ,N,0213, ","  52.1"," ,N,0831, ","    716.5"," ,N","      266"," ,N"
"US1MOBN0050","2013","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       107","N","        70","N","        13","N","       25","","         6","N","   254"," ,N,0221, ","   262"," ,N,0221, ","  80.3"," ,N,0530, ","   1162.5"," ,N","      794"," ,N"
"US1MOBN0050","2014","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       114","N","        59","N","        11","N","       24","","         5","N","   191"," ,N,0205, ","   155"," ,N,0204, "," 147.6"," ,N,0901, ","   1172.3"," ,N","      527"," ,N"
"US1MOBN0050","2015","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       129","N","        87","N","        10","N","       12","","         5","N","   152"," ,N,0216, ","   150"," ,N,0216, ","  96.8"," ,N,1117, ","   1298.5"," ,N","      445"," ,N"
"US1MOBN0050","2016","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       104","N","        65","N","         8","N","        8","","         3","N","    64"," ,N,0119, ","    64"," ,N,0119, "," 126.0"," ,N,0703, ","    974.5"," ,N","      222"," ,N"
"US1MOBN0050","2017","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","        90","N","        62","N","        12","N","        4","","         1","N","    38"," ,N,0106,+","    28"," ,N,0105, ","  95.0"," ,N,0429, ","    931.1"," ,N","       87"," ,N"
"US1MOBN0050","2018","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       108","N","        68","N","        13","N","       14","","         5","N","    76"," ,N,1112, ","    74"," ,N,1112, ","  90.7"," ,N,0626, ","   1031.4"," ,N","      386"," ,N"
"US1MOBN0050","2020","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       109","N","        82","N","        17","N","       18","","         5","N","   127"," ,N,0205,+","   122"," ,N,0205, ","  61.7"," ,N,0810, ","   1217.7"," ,N","      487"," ,N"
"US1MOBN0050","2022","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","        97","N","        68","N","         8","N","       21","","         8","N","   241"," ,N,0203, ","   193"," ,N,0202, ","  50.5"," ,N,0502, ","    885.6"," ,N","      839"," ,N"
"US1MOBN0050","2023","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       105","N","        68","N","         5","N","        1","","         2","N","    25"," ,N,1228, ","    53"," ,N,0125, ","  48.3"," ,N,0618, ","    722.4"," ,N","      133"," ,N"
"US1MOBN0050","2024","38.9538544","-92.3380674","229.8","COLUMBIA 0.6 W, MO US","       102","N","        59","N","        12","N","       10","","         5","N","   102"," ,N,1130,+","   107"," ,N,1130, "," 105.2"," ,N,0703, ","   1088.1"," ,N","      326"," ,N"
