"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00114363","1973","38.15","-88.9","128.0","INA, IL US","       122","6","        88","6","        14","6","","","","","  87.1"," ,6,0613, ","   1341.6"," ,6"
"USC00114363","1974","38.15","-88.9","128.0","INA, IL US","       115","6","        82","6","        10","6","","","","","  61.5"," ,6,0515, ","   1156.4"," ,6"
"USC00114363","1977","38.15","-88.9","128.0","INA, IL US","       107","6","        74","6","        13","6","         3"," ","         1"," ","  95.3"," ,6,0328, ","    991.6"," ,6"
"USC00114363","1978","38.15","-88.9","128.0","INA, IL US","","","","","","","        14"," ","        10"," ","","","",""
"USC00114363","1979","38.15","-88.9","128.0","INA, IL US","","","","","","","        12"," ","        16"," ","","","",""
"USC00114363","1980","38.15","-88.9","128.0","INA, IL US","","","","","","","","","         1"," ","","","",""
"USC00114363","1982","38.15","-88.9","128.0","INA, IL US","","","","","","","         8"," ","","","","","",""
"USC00114363","1983","38.15","-88.9","128.0","INA, IL US","        98","6","        72","6","        13","6","         4"," ","         7"," "," 102.9"," ,6,0501, ","   1221.3"," ,6"
"USC00114363","1984","38.15","-88.9","128.0","INA, IL US","       124","6","        85","6","        12","6","        14"," ","        11"," ","  75.7"," ,6,1021, ","   1246.7"," ,6"
"USC00114363","1985","38.15","-88.9","128.0","INA, IL US","       118","6","        91","6","        16","6","         9"," ","        22"," ","  72.4"," ,6,0330, ","   1384.6"," ,6"
"USC00114363","1986","38.15","-88.9","128.0","INA, IL US","       103","6","        66","6","         8","6","        23"," ","         7"," "," 112.8"," ,6,0710, ","    945.9"," ,6"
"USC00114363","1987","38.15","-88.9","128.0","INA, IL US","        92","6","        66","6","         9","6","         6"," ","        25"," ","  43.2"," ,6,0705, ","    905.1"," ,6"
"USC00114363","1988","38.15","-88.9","128.0","INA, IL US","","","","","","","         7"," ","        18"," ","","","",""
"USC00114363","1989","38.15","-88.9","128.0","INA, IL US","","","","","","","         9"," ","        16"," ","","","",""
"USC00114363","1990","38.15","-88.9","128.0","INA, IL US","","","","","","","         4"," ","         1"," ","","","",""
