"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CHAW","1994","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    395.9","","     395.9","U","         0","U","         7","U","         0","U","       162","U","        10","U","    0.0","U,1205,+","   35.6","U,0816, ","0.0","U,1125","","","0.0","U,0322","","","","","","","     14.03","U","     18.79","U","      9.26","U"
"USR0000CHAW","1996","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    694.1","","     694.1","U","         0","U","         5","U","         0","U","       169","U","        30","U","   -1.1","U,0225, ","   38.9","U,0811, ","","","","","-0.6","U,0227","","","    1442.5","5","    1442.5","U","     15.92","U","     20.36","U","     11.47","U"
"USR0000CHAW","1997","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","","","","","         0","U","         2","U","         0","U","       174","U","        12","U","   -1.1","U,0114,+","   36.7","U,0807, ","","","","","-1.1","U,0114","","","","","","","     15.59","U","     20.27","U","     10.91","U"
"USR0000CHAW","1998","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    527.1","","     527.1","U","         0","U","         5","U","         0","U","       118","U","        27","U","   -2.2","U,1221,+","   40.6","U,0804, ","-1.1","U,1219","-2.2","U,1220","","","","","    2003.2","2","    2003.2","U","     13.87","U","     17.98","U","      9.77","U"
"USR0000CHAW","1999","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","    2017.9","9","    2017.9","U","","","","","",""
"USR0000CHAW","2001","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    642.7","","     642.7","U","         0","U","         1","U","         0","U","       190","U","        26","U","   -0.6","U,0207, ","   37.2","U,0703,+","","","","","-0.6","U,0207","","","    1546.0","0","    1546.0","U","     15.99","U","     20.62","U","     11.35","U"
"USR0000CHAW","2002","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    545.6","","     545.6","U","         0","U","         3","U","         0","U","       172","U","        19","U","   -2.8","U,0129,+","   38.3","U,0710, ","0.0","U,1219","","","-2.8","U,0129","-2.8","U,0129","    1550.3","3","    1550.3","U","     15.44","U","     20.16","U","     10.72","U"
"USR0000CHAW","2003","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    627.2","","     627.2","U","         0","U","         0","U","         0","U","       165","U","        32","U","    1.1","U,0403,+","   36.1","U,0922,+","","","","","","","","","    1708.8","8","    1708.8","U","     15.24","U","     19.68","U","     10.81","U"
"USR0000CHAW","2004","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    545.0","","     545.0","U","         0","U","         1","U","         0","U","       169","U","        12","U","    0.0","U,0103, ","   36.1","U,0811, ","","","","","0.0","U,0103","","","    1649.8","8","    1649.8","U","     15.22","U","     19.78","U","     10.65","U"
"USR0000CHAW","2005","38.7817","-122.9169","609.6","HAWKEYE CALIFORNIA, CA US","    485.9","","     485.9","U","         0","U","         0","U","         0","U","       152","U","        15","U","    1.1","U,1217, ","   35.6","U,0723,+","","","","","","","","","    1814.2","2","    1814.2","U","     14.81","U","     19.00","U","     10.62","U"
