"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KSW00043249","1953","38.25","127.41667","212.1","KUMHWA TEAM 822, KS","        22"," ","         5"," "
"KSW00043249","1954","38.25","127.41667","212.1","KUMHWA TEAM 822, KS","         8"," ","",""
