"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00273024","1932","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       134","6","        80","6","         9","6","","","","","","","","","","","","","  60.2"," ,6,0916, ","","","","","   1025.3"," ,6","",""
"USC00273024","1933","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       141","6","       103","6","         7","6","","","","","","","","","","","","","  58.4"," ,6,0412, ","","","","","   1176.4"," ,6","",""
"USC00273024","1934","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       130","6","        87","6","         9","6","","","","","","","","","","","","","  66.3"," ,6,0908, ","","","","","   1140.7"," ,6","",""
"USC00273024","1935","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       142","6","        81","6","         9","6","","","","","","","","","","","","","  56.1"," ,6,0706, ","","","","","    921.3"," ,6","",""
"USC00273024","1938","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       141","6","        93","6","        13","6","","","","","","","","","","","",""," 104.1"," ,6,0920, ","","","","","   1388.9"," ,6","",""
"USC00273024","1939","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       105","6","        76","6","         8","6","","","","","","","","","","","","","  43.9"," ,6,1202, ","","","","","    893.2"," ,6","",""
"USC00273024","1942","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       162","6","        84","6","         8","6","","","","","","","","","","","","","  67.6"," ,6,0614, ","","","","","   1083.3"," ,6","",""
"USC00273024","1943","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       137","6","        69","6","         8","6","","","","","","","","","","","","","  70.4"," ,6,1108, ","","","","","    979.1"," ,6","",""
"USC00273024","1944","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       126","6","        77","6","         4","6","","","","","","","","","","","","","  95.3"," ,6,0914, ","","","","","   1014.0"," ,6","",""
"USC00273024","1945","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       173","6","       107","6","        12","6","","","","","","","","","","","","","  52.8"," ,6,0425, ","","","","","   1272.0"," ,6","",""
"USC00273024","1947","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       133","6","        82","6","         8","6","","","","","","","","","","","","","  42.4"," ,6,0722, ","","","","","    943.6"," ,6","",""
"USC00273024","1948","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       137","0","        86","0","        11","0","","","        26","0","","","","","","","   203"," ,0,0302,+","  50.0"," ,0,1120, ","","","","","   1055.5"," ,0","     1931"," ,0"
"USC00273024","1950","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       155","0","        91","0","        13","0","","","        23","0","","","","","","","   203"," ,0,0223, ","  76.2"," ,0,1126, ","","","","","   1188.7"," ,0","     1510"," ,0"
"USC00273024","1951","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       142","0","        96","0","        17","0","","","","","","","","","","","","","  53.3"," ,0,0817, ","","","","","   1375.3"," ,0","",""
"USC00273024","1952","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       136","0","        84","0","        10","0","","","        19","0","","","","","","","   330"," ,0,0218, ","  61.0"," ,0,0813, ","","","","","   1105.8"," ,0","     1819"," ,0"
"USC00273024","1953","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       128","0","        93","0","        15","0","","","","","","","","","","","","","  47.0"," ,0,0621, ","","","","","   1377.4"," ,0","",""
"USC00273024","1955","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       139","0","        83","0","        14","0","","","        21","0","","","","","","","   254"," ,0,1111, ","  88.4"," ,0,0814, ","","","","","   1195.5"," ,0","     1567"," ,0"
"USC00273024","1957","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       116","0","        78","0","         8","0","","","","","","","         1"," ","","","","","  42.4"," ,0,1221, ","","","","","    985.8"," ,0","",""
"USC00273024","1958","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","","","","","","","","","","","","","        12"," ","","","","","","","","","","","","","",""
"USC00273024","1959","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       149","0","        97","0","        11","0","","","","","","","        19"," ","","","","","  87.6"," ,0,1025, ","","","","","   1371.7"," ,0","",""
"USC00273024","1960","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       120","0","        80","0","        14","0","","","","","","","        11"," ","","","","","  74.9"," ,0,0913, ","","","","","   1243.4"," ,0","",""
"USC00273024","1961","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","","","","","","","","","","","        26"," ","         4"," ","","","","","","","","","","","","","",""
"USC00273024","1962","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","        71","0","        69","0","         5","0","","","","","        18"," ","        16"," ","","","","","  82.6"," ,0,1007, ","","","","","    961.2"," ,0","",""
"USC00273024","1963","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","        75","0","        73","0","         6","0","","","","","         2"," ","        11"," ","","","","","  41.7"," ,0,0930, ","","","","","    826.8"," ,0","",""
"USC00273024","1964","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","","","","","","","","","","","","","         8"," ","","","","","","","","","","","","","",""
"USC00273024","1965","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       106","0","        71","0","         4","0","","","","","","","        20"," ","","","","","  50.0"," ,0,0809, ","","","","","    829.9"," ,0","",""
"USC00273024","1966","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","        92","0","        57","0","         6","0","","","        13","0","","","        21"," ","","","   305"," ,0,0130, ","  45.2"," ,0,1103, ","","","","","    820.8"," ,0","     2148"," ,0"
"USC00273024","1967","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       116","0","        78","0","         9","0","","","        23","0","","","        30"," ","","","   457"," ,0,1229, ","  58.2"," ,0,1229, ","","","","","   1227.0"," ,0","     3491"," ,0"
"USC00273024","1968","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","","","","","","","","","","","","","        20"," ","","","","","","","","","","","","","",""
"USC00273024","1971","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       113","0","        82","0","         9","0","","","","","","","","","","","","","  63.5"," ,0,0828, ","","","","","   1108.9"," ,0","",""
"USC00273024","1973","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","","","","","","","","","","","","","","","","","","","","","","","","","   1431.4"," ,0","      977"," ,0"
"USC00273024","1974","42.7798","-72.1788","362.7","FITZWILLIAM 2 W, NH US","       113","0","        77","0","        11","0","","","        15","0","","","","","","","   152"," ,0,1217, ","  56.6"," ,0,0317, ","","","","","   1146.1"," ,0","     1110"," ,0"
