"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004055722","1962","51.6167","-106.95","540.0","OUTLOOK 2, SK CA","","","","","        10","C","","","","","        94","C","       111","C","         5","C","","","   102"," ,C,0310, ","   34.4","C,0817,+","","","","","","","","","","","","","","","","","","","","","","","","","      684"," ,C","","","      9.63","C","",""
"CA004055722","1963","51.6167","-106.95","540.0","OUTLOOK 2, SK CA","    118.8","","     118.8","C","","","        68","C","       201","C","        91","C","       124","C","         6","C","  -37.2","C,1214, ","","","   37.8","C,0722, ","-1.1","C,1008","-2.2","C,1010","-4.4","C,1020","-8.3","C,1027","-11.7","C,1031","0.0","C,0527","-3.3","C,0521","-5.6","C,0505","-6.7","C,0503","-9.4","C,0402","    5478.2","2","    5478.2","C","","","      3.17","C","     10.33","C","     -3.99","C"
"CA004055722","1964","51.6167","-106.95","540.0","OUTLOOK 2, SK CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5355.9","9","    5355.9","C","","","","","","","",""
