"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024110","1949","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","","","","","","","","","","","","","","","","","","","","","","","","","        25"," ","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024110","1950","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    416.1","","     416.1","X","        96","X","        34","X","         0","X","       56","","        17","X","        17","X","       108","X","        38","X","       130","X","        35","X","        77"," ","","","         7"," ","  -30.0","X,0117,+","   356"," ,X,0121,+","   102"," ,X,0119, ","  10.4"," ,X,1005, ","   37.8","X,0902, ","-1.1","X,1001","-5.6","X,1109","-5.6","X,1109","-7.2","X,1119","-10.6","X,1201","-1.7","X,0426","-2.8","X,0404","-5.6","X,0312","-6.7","X,0207","-10.6","X,0205","    3515.6","6","    3515.6","X","    239.7"," ,X","      864"," ,X","      9.28","X","     14.66","X","      3.89","X","","","","","","","","","","","",""
"USW00024110","1951","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    405.2","","     405.2","X","        65","X","        29","X","         1","X","       37","","        10","X","         3","X","       135","X","        33","X","       142","X","        34","X","        51"," ","","","         7"," ","  -20.6","X,1231, ","   102"," ,X,1219,+","   104"," ,X,0308, ","  35.6"," ,X,0604, ","   37.8","X,0723, ","0.0","X,1015","-3.3","X,1026","-5.0","X,1031","-10.0","X,1101","-10.0","X,1101","-3.9","X,0421","-3.9","X,0421","-8.3","X,0311","-8.3","X,0311","-11.1","X,0310","    3214.2","2","    3214.2","X","    259.9"," ,X","      513"," ,X","      9.89","X","     15.81","X","      3.97","X","","","","","       225","X","","","","","      31.3","X"
"USW00024110","1952","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    397.0","","     397.0","X","        63","X","        17","X","         0","X","","","         4","X","         1","X","       136","X","        37","X","       163","X","        29","X","        78"," ","","","         8"," ","  -23.3","X,0101, ","","","    76"," ,X,1228, ","  22.6"," ,X,0629, ","   39.4","X,0710, ","0.0","X,1015","-3.3","X,1101","-5.0","X,1102","-6.7","X,1121","-8.9","X,1122","-1.7","X,0429","-2.8","X,0408","-4.4","X,0401","-7.2","X,0224","-12.2","X,0221","    3607.8","8","    3607.8","X","    126.9"," ,X","      166"," ,X","     10.41","X","     16.36","X","      4.46","X","","","","","","","","","","","",""
"USW00024110","1953","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    328.0","","     328.0","X","        71","X","        27","X","         0","X","        7","","         1","X","         0","X","        77","X","         2","X","       133","X","        24","X","        37"," ","","","         8"," ","   -7.2","X,0101, ","    76"," ,X,0103,+","    38"," ,X,1208, ","  14.0"," ,X,0407, ","   37.2","X,0911,+","-0.6","X,1024","-4.4","X,1102","-4.4","X,1102","","","","","-2.2","X,0415","-2.2","X,0415","-5.0","X,0314","-7.2","X,0101","","","    2843.4","4","    2843.4","X","    197.1"," ,X","       41"," ,X","     11.78","X","     17.73","X","      5.83","X","","","","","       225","X","","","","","      27.7","X"
"USW00024110","1954","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    232.3","","     232.3","X","        56","X","        20","X","         0","X","       31","","         5","X","         5","X","       111","X","        23","X","       130","X","        13","X","        49"," ","","","         6"," ","  -22.8","X,0119, ","   203"," ,X,0130,+","    76"," ,X,0211, ","  13.0"," ,X,0317, ","   35.6","X,0714, ","0.0","X,1001","-3.9","X,1026","-5.0","X,1129","-6.7","X,1218","-10.0","X,1219","-2.2","X,0501","-2.2","X,0501","-6.1","X,0330","-7.2","X,0329","-8.9","X,0210","    3042.0","0","    3042.0","X","    140.6"," ,X","      310"," ,X","     10.15","X","     15.96","X","      4.34","X","","","","","       248","X","","","","","      26.8","X"
"USW00024110","1955","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    377.2","","     377.2","X","        66","X","        29","X","         0","X","       71","","        14","X","         1","X","       143","X","        55","X","       124","X","        32","X","        65"," ","","","         5"," ","  -18.9","X,1115, ","   178"," ,X,1124, ","   102"," ,X,0108, ","  16.8"," ,X,0724, ","   38.3","X,0722,+","0.0","X,1006","-11.7","X,1111","-11.7","X,1111","-11.7","X,1111","-11.7","X,1111","-2.2","X,0428","-2.2","X,0428","-5.6","X,0326","-12.8","X,0305","-12.8","X,0305","    3408.9","9","    3408.9","X","    199.5"," ,X","      892"," ,X","      9.05","X","     14.55","X","      3.55","X","","","","","       248","X","","","","","      29.8","X"
"USW00024110","1956","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    466.4","","     466.4","X","        56","X","        23","X","         0","X","       36","","         7","X","         6","X","       106","X","        35","X","       150","X","        34","X","        66"," ","","","        11"," ","  -22.2","X,0201, ","   127"," ,X,0104,+","    71"," ,X,0114, ","  10.4"," ,X,1205, ","   38.9","X,0719, ","-1.1","X,1022","-2.2","X,1101","-4.4","X,1114","-7.2","X,1119","-12.8","X,1205","-3.3","X,0406","-3.3","X,0406","-6.1","X,0312","-7.2","X,0311","-16.1","X,0218","    3473.7","7","    3473.7","X","    157.7"," ,X","      385"," ,X","     10.63","X","     16.15","X","      5.09","X","","","","","       225","X","","","","","      25.2","X"
"USW00024110","1957","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    328.2","","     328.2","X","        56","X","        22","X","         0","X","       32","","         6","X","        12","X","       104","X","        34","X","       146","X","        19","X","        47"," ","","","         7"," ","  -28.9","X,0126, ","   152"," ,X,0201,+","    89"," ,X,0111, ","  11.4"," ,X,0225, ","   36.1","X,0601, ","-0.6","X,1022","-2.8","X,1105","-6.7","X,1121","-6.7","X,1121","","","-1.7","X,0323","-2.8","X,0305","-5.6","X,0223","-7.2","X,0222","-13.9","X,0221","    3334.0","0","    3334.0","X","    128.2"," ,X","      322"," ,X","     10.22","X","     15.80","X","      4.64","X","","","","","","","","","","","",""
"USW00024110","1958","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    652.0","","     652.0","X","        74","X","        25","X","         0","X","        4","","         0","X","         0","X","        76","X","        15","X","       154","X","        63","X","        65"," ","","","         6"," ","  -11.7","X,1127, ","    25"," ,X,1211,+","     5"," ,X,1206, ","  14.2"," ,X,1103, ","   38.9","X,0811,+","0.0","X,1021","-2.2","X,1024","-6.1","X,1116","-8.3","X,1117","-9.4","X,1126","-1.1","X,0319","-2.2","X,0314","-6.7","X,0308","-6.7","X,0308","","","    2720.3","3","    2720.3","X","    173.3"," ,X","        8"," ,X","     12.44","X","     18.16","X","      6.73","X","","","","","","","","","","","",""
"USW00024110","1959","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    326.4","","     326.4","X","        63","X","        31","X","         0","X","       25","","         9","X","         2","X","       117","X","        25","X","       121","X","        25","X","        54"," ","","","         5"," ","  -17.8","X,0104,+","   127"," ,X,0219, ","    76"," ,X,0105, ","  17.3"," ,X,0915, ","   38.9","X,0719, ","0.0","X,1010","-2.2","X,1030","-4.4","X,1104","-8.3","X,1112","-12.8","X,1113","-1.1","X,0409","-2.2","X,0320","-6.7","X,0222","-6.7","X,0222","-9.4","X,0212","    3125.3","3","    3125.3","X","    227.5"," ,X","      444"," ,X","     10.26","X","     15.76","X","      4.76","X","","","","","       360","X","","","","","      21.6","X"
"USW00024110","1960","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    422.0","","     422.0","X","        61","X","        22","X","         0","X","       45","","         8","X","         2","X","       110","X","        41","X","       145","X","        33","X","        66"," ","","","         3"," ","  -18.3","X,0118, ","   102"," ,X,0123,+","    36"," ,X,1218, ","  19.1"," ,X,1120, ","   40.6","X,0718,+","0.0","X,1009","-2.2","X,1104","-4.4","X,1107","-7.2","X,1206","-9.4","X,1216","-1.1","X,0317","-2.2","X,0311","-5.0","X,0306","-8.9","X,0304","-8.9","X,0304","    3391.7","7","    3391.7","X","    180.9"," ,X","      244"," ,X","     10.40","X","     16.16","X","      4.65","X","","","","","       248","X","","","","","      19.5","X"
"USW00024110","1961","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    504.6","","     504.6","X","        66","X","        26","X","         1","X","       19","","         8","X","         0","X","       113","X","        25","X","       131","X","        48","X","        65"," ","","","         8"," ","  -16.7","X,1210, ","   178"," ,X,1218,+","    84"," ,X,1213, ","  63.5"," ,X,0201, ","   44.4","X,0804, ","0.0","X,0922","-2.8","X,1008","-5.0","X,1020","-9.4","X,1102","-9.4","X,1102","-0.6","X,0420","-2.8","X,0305","-7.8","X,0128","-7.8","X,0128","-8.9","X,0127","    2974.8","8","    2974.8","X","    245.4"," ,X","      478"," ,X","     10.79","X","     16.69","X","      4.88","X","","","","","","","","","","","",""
"USW00024110","1962","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    302.4","","     302.4","X","        66","X","        29","X","         0","X","        3","","         3","X","         3","X","       102","X","        26","X","       127","X","        24","X","        75"," ","","","         3"," ","  -18.9","X,0119, ","    25"," ,X,0305,+","    61"," ,X,0304, ","  14.7"," ,X,0508, ","   38.3","X,0724, ","-0.6","X,1016","-2.2","X,1114","-6.1","X,1128","-8.3","X,1129","-10.0","X,1224","-1.1","X,0411","-2.8","X,0314","-4.4","X,0313","-7.2","X,0302","-11.1","X,0227","    3539.4","4","    3539.4","X","    186.7"," ,X","      169"," ,X","     10.36","X","     16.08","X","      4.64","X","","","","","       270","X","","","","","      27.8","X"
"USW00024110","1963","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    358.3","","     358.3","X","        62","X","        22","X","         1","X","       29","","         6","X","         4","X","       116","X","        35","X","       146","X","        31","X","        64"," ","","","         6"," ","  -18.9","X,0111, ","   279"," ,X,0201, ","   262"," ,X,0131, ","  26.2"," ,X,0131, ","   37.2","X,0811, ","-1.7","X,1019","-5.6","X,1026","-5.6","X,1026","-7.2","X,1120","-11.1","X,1209","-0.6","X,0403","-3.3","X,0402","-4.4","X,0213","-18.3","X,0202","-18.3","X,0202","    3238.9","9","    3238.9","X","    177.7"," ,X","      576"," ,X","     10.24","X","     16.00","X","      4.48","X","","","","","       360","X","","","","","      21.6","X"
"USW00024110","1964","47.19295","-119.31459","356.3","MOSES LAKE GRANT CO AIRPORT, WA US","","","    227.3","","     227.3","X","        60","X","        21","X","         0","X","       25","","        12","X","         4","X","       127","X","        23","X","       137","X","        14","X","        64"," ","","","         4"," ","  -25.0","X,1217, ","   356"," ,X,1229,+","   102"," ,X,1221, ","  10.7"," ,X,0608, ","   38.3","X,0712, ","-3.3","X,1017","-3.3","X,1017","-5.0","X,1117","-18.3","X,1215","-18.3","X,1215","-1.1","X,0419","-3.3","X,0417","-5.0","X,0325","-10.0","X,0324","-10.0","X,0324","    3210.8","8","    3210.8","X","    129.6"," ,X","      687"," ,X","      9.60","X","     15.31","X","      3.89","X","","","","","       340","X","","","","","      19.0","X"
