"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087065","1958","-24.167","-62.9","205.0","RIVADAVIA, AR","   1971.4","","    1971.4","G","         0","G","         3","G","         0","G","       317","G","       138","G","   -1.8","G,0810, ","   44.0","G,1126, ","-0.5","G,0527","","","","","-1.8","G,0810","","","     253.9","9","     253.9","G","     23.48","G","     30.13","G","     16.83","G"
"AR000087065","1959","-24.167","-62.9","205.0","RIVADAVIA, AR","   1900.3","","    1900.3","G","         0","G","         1","G","         0","G","       323","G","       124","G","    0.0","G,0521, ","   43.6","G,1025, ","0.0","G,0521","","","","","","","","","     257.2","2","     257.2","G","     22.97","G","     29.32","G","     16.61","G"
"AR000087065","1960","-24.167","-62.9","205.0","RIVADAVIA, AR","   2010.8","","    2010.8","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087065","1961","-24.167","-62.9","205.0","RIVADAVIA, AR","","","","","","","","","         0","G","       338","G","       174","G","","","   44.9","G,1104, ","","","","","","","","","","","","","","","","","     31.31","G","",""
"AR000087065","1962","-24.167","-62.9","205.0","RIVADAVIA, AR","   2201.2","","    2201.2","G","         0","G","         4","G","         0","G","       314","G","       144","G","   -3.4","G,0717, ","   44.5","G,1128, ","-1.6","G,0706","-3.4","G,0717","","","","","","","     393.8","8","     393.8","G","     22.81","G","     30.12","G","     15.51","G"
"AR000087065","1963","-24.167","-62.9","205.0","RIVADAVIA, AR","   2199.5","","    2199.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087065","1965","-24.167","-62.9","205.0","RIVADAVIA, AR","","","","","         0","G","         2","G","         0","G","       323","G","       158","G","   -2.6","G,0820, ","   43.6","G,1129,+","","","","","","","-1.8","G,0821","-2.6","G,0820","","","","","     23.57","G","     30.16","G","     16.97","G"
"AR000087065","1966","-24.167","-62.9","205.0","RIVADAVIA, AR","   1979.5","","    1979.5","G","         0","G","         9","G","         0","G","       333","G","       127","G","   -3.2","G,0805, ","   43.5","G,1123, ","-1.6","G,0630","-2.2","G,0731","","","-0.1","G,0809","-2.6","G,0806","     260.5","5","     260.5","G","     23.16","G","     29.84","G","     16.47","G"
"AR000087065","1967","-24.167","-62.9","205.0","RIVADAVIA, AR","   2312.4","","    2312.4","G","         0","G","         1","G","         0","G","       319","G","       179","G","   -0.1","G,0624, ","   44.0","G,0127, ","-0.1","G,0624","","","","","","","","","     295.0","0","     295.0","G","     24.05","G","     31.00","G","     17.11","G"
"AR000087065","1968","-24.167","-62.9","205.0","RIVADAVIA, AR","   2083.3","","    2083.3","G","         0","G","         2","G","         0","G","       327","G","       162","G","   -0.6","G,0517, ","   45.3","G,1101, ","-0.2","G,0516","","","","","","","","","     231.1","1","     231.1","G","     23.62","G","     30.43","G","     16.81","G"
"AR000087065","1969","-24.167","-62.9","205.0","RIVADAVIA, AR","   2433.9","","    2433.9","G","         0","G","         8","G","         0","G","       339","G","       194","G","   -4.6","G,0710, ","   44.0","G,0130, ","-1.8","G,0620","-4.6","G,0710","-4.6","G,0710","-0.6","G,0802","","","     243.0","0","     243.0","G","     24.33","G","     31.82","G","     16.85","G"
"AR000087065","1970","-24.167","-62.9","205.0","RIVADAVIA, AR","   2358.8","","    2358.8","G","         0","G","         4","G","         0","G","       330","G","       185","G","   -2.8","G,0708, ","   45.1","G,1208, ","-0.7","G,0624","-2.8","G,0708","","","","","","","     264.1","1","     264.1","G","     24.15","G","     31.23","G","     17.06","G"
"AR000087065","1971","-24.167","-62.9","205.0","RIVADAVIA, AR","   2169.2","","    2169.2","G","         0","G","         4","G","         0","G","       327","G","       159","G","   -2.4","G,0705, ","   43.7","G,0918, ","-0.2","G,0609","-2.4","G,0705","","","-1.0","G,0814","","","     314.6","6","     314.6","G","     23.28","G","     30.28","G","     16.28","G"
"AR000087065","1972","-24.167","-62.9","205.0","RIVADAVIA, AR","   2212.8","","    2212.8","G","         0","G","         3","G","         0","G","       322","G","       170","G","   -2.6","G,0708, ","   44.7","G,1026, ","-2.6","G,0708","-2.6","G,0708","","","-0.4","G,0831","","","     277.5","5","     277.5","G","     23.66","G","     30.46","G","     16.86","G"
"AR000087065","1973","-24.167","-62.9","205.0","RIVADAVIA, AR","   2261.0","","    2261.0","G","         0","G","         1","G","         0","G","       322","G","       155","G","   -0.2","G,0722, ","   43.5","G,1213, ","-0.2","G,0722","","","","","","","","","     322.3","3","     322.3","G","     23.28","G","     29.73","G","     16.83","G"
"AR000087065","1974","-24.167","-62.9","205.0","RIVADAVIA, AR","   1963.0","","    1963.0","G","         0","G","         0","G","         0","G","       329","G","       145","G","    0.8","G,0805, ","   43.2","G,1124, ","","","","","","","","","","","     259.9","9","     259.9","G","     23.13","G","     29.75","G","     16.50","G"
"AR000087065","1975","-24.167","-62.9","205.0","RIVADAVIA, AR","   2218.5","","    2218.5","G","         0","G","         5","G","         0","G","       327","G","       162","G","   -5.1","G,0718, ","   43.3","G,0214, ","-2.0","G,0717","-5.1","G,0718","-5.1","G,0718","-0.6","G,0810","","","     256.6","6","     256.6","G","     23.84","G","     30.56","G","     17.13","G"
"AR000087065","1976","-24.167","-62.9","205.0","RIVADAVIA, AR","   2036.6","","    2036.6","G","         0","G","         6","G","         0","G","       321","G","       164","G","   -4.6","G,0710, ","   41.7","G,1227, ","-2.2","G,0628","-2.2","G,0628","-4.6","G,0710","","","","","     336.8","8","     336.8","G","     23.18","G","     30.12","G","     16.24","G"
"AR000087065","1977","-24.167","-62.9","205.0","RIVADAVIA, AR","   2274.1","","    2274.1","G","         0","G","         1","G","         0","G","       334","G","       154","G","   -1.0","G,0625, ","   44.0","G,1204, ","-1.0","G,0625","","","","","","","","","     239.1","1","     239.1","G","     24.11","G","     30.73","G","     17.49","G"
"AR000087065","1978","-24.167","-62.9","205.0","RIVADAVIA, AR","   2301.4","","    2301.4","G","         0","G","         2","G","         0","G","       343","G","       182","G","   -2.6","G,0814, ","   43.5","G,1024, ","","","","","","","-1.0","G,0815","-2.6","G,0814","     202.9","9","     202.9","G","     24.30","G","     31.42","G","     17.19","G"
"AR000087065","1979","-24.167","-62.9","205.0","RIVADAVIA, AR","   2251.2","","    2251.2","G","         0","G","         1","G","         0","G","       334","G","       158","G","   -1.2","G,0720, ","   42.8","G,1208, ","-1.2","G,0720","","","","","","","","","     207.0","0","     207.0","G","     23.78","G","     30.26","G","     17.29","G"
"AR000087065","1980","-24.167","-62.9","205.0","RIVADAVIA, AR","   2395.0","","    2395.0","G","         0","G","         2","G","         0","G","       317","G","       167","G","   -0.9","G,0703, ","   43.6","G,1231, ","-0.9","G,0703","","","","","","","","","     250.4","4","     250.4","G","     23.52","G","     30.00","G","     17.04","G"
"AR000087065","1981","-24.167","-62.9","205.0","RIVADAVIA, AR","   1923.3","","    1923.3","G","         0","G","         4","G","         0","G","       330","G","       140","G","   -4.0","G,0720, ","   42.0","G,1029, ","-2.6","G,0719","-2.6","G,0719","","","-1.0","G,0915","","","     314.5","5","     314.5","G","     22.65","G","     29.58","G","     15.70","G"
"AR000087065","1982","-24.167","-62.9","205.0","RIVADAVIA, AR","   1786.2","","    1786.2","G","         0","G","         0","G","         0","G","       324","G","       136","G","    3.0","G,0701, ","   43.0","G,1101, ","","","","","","","","","","","     273.9","9","     273.9","G","     23.02","G","     29.58","G","     16.46","G"
"AR000087065","1983","-24.167","-62.9","205.0","RIVADAVIA, AR","   2070.5","","    2070.5","G","         0","G","         4","G","         0","G","       303","G","       160","G","   -1.0","G,0802,+","   42.4","G,1209, ","-1.0","G,0717","","","","","-1.0","G,0802","","","     435.2","2","     435.2","G","     22.54","G","     29.49","G","     15.59","G"
"AR000087065","1984","-24.167","-62.9","205.0","RIVADAVIA, AR","   1979.8","","    1979.8","G","         0","G","         2","G","         0","G","       308","G","       121","G","   -1.0","G,0627, ","   41.6","G,0308, ","-1.0","G,0627","","","","","-0.4","G,0825","","","     333.1","1","     333.1","G","     22.86","G","     28.75","G","     16.98","G"
"AR000087065","1985","-24.167","-62.9","205.0","RIVADAVIA, AR","   2049.6","","    2049.6","G","         0","G","         4","G","         0","G","       331","G","       142","G","   -3.0","G,0609, ","   42.0","G,1117, ","-3.0","G,0609","-3.0","G,0609","","","0.0","G,0812","","","     255.2","2","     255.2","G","     23.51","G","     29.95","G","     17.06","G"
"AR000087065","1986","-24.167","-62.9","205.0","RIVADAVIA, AR","   2165.4","","    2165.4","G","         0","G","         0","G","         0","G","       336","G","       152","G","    1.4","G,0722, ","   44.0","G,1108, ","","","","","","","","","","","     196.9","9","     196.9","G","     23.93","G","     30.58","G","     17.27","G"
"AR000087065","1987","-24.167","-62.9","205.0","RIVADAVIA, AR","   2093.1","","    2093.1","G","         0","G","         4","G","         0","G","       332","G","       155","G","   -2.0","G,0616, ","   43.0","G,1011, ","-2.0","G,0616","","","","","0.0","G,0807","","","     295.8","8","     295.8","G","     23.03","G","     30.19","G","     15.87","G"
"AR000087065","1988","-24.167","-62.9","205.0","RIVADAVIA, AR","   1917.5","","    1917.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087065","1989","-24.167","-62.9","205.0","RIVADAVIA, AR","","","","","         0","G","         4","G","","","","","","","   -5.0","G,0706, ","","","-5.0","G,0706","-5.0","G,0706","-5.0","G,0706","","","","","","","","","","","","","     16.51","G"
"AR000087065","1990","-24.167","-62.9","205.0","RIVADAVIA, AR","","","","","         0","G","         2","G","         0","G","       328","G","       139","G","   -2.0","G,0621, ","   43.4","G,1221,+","-2.0","G,0621","","","","","","","","","     307.3","3","     307.3","G","     23.54","G","     30.05","G","     17.04","G"
