"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093842","1948","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1173.7","","    1173.7","0","       119","0","        87","0","        21","0","        0","","         0","0","         0","0","        34","0","         0","0","       254","0","        80","0","       176"," ","","","        64"," ","  -10.6","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  83.8"," ,0,1126, ","   37.8","0,0830, ","-0.6","0,1111","-3.3","0,1226","","","","","","","0.0","X,0329","-2.2","X,0201","-5.0","X,0125","-7.2","X,0118","-10.6","X,0115","","","","","   1587.5"," ,0","        0"," ,0","     18.25","0","     24.51","0","     11.99","0","","","","","","","","","","","","","","","",""
"USW00093842","1949","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1183.8","","    1183.8","0","       132","0","        92","0","        15","0","        0","","         0","0","         0","0","        33","0","         0","0","       259","0","        68","0","       151"," ","","","        81"," ","   -5.0","0,0101, ","     0"," ,0,1231,+","     0","T,0,0130,+"," 131.6"," ,0,0429, ","   37.2","0,0730, ","0.0","0,1107","-2.2","0,1118","-4.4","0,1123","","","","","0.0","0,0417","-2.8","0,0316","-5.0","0,0101","","","","","    1011.1","1","    1011.1","0","   1393.9"," ,0","        0","T,0","     18.66","0","     24.96","0","     12.36","0","","","","","","","","","","","","","","","",""
"USW00093842","1950","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1106.5","","    1106.5","0","       107","0","        79","0","        13","0","        0","","         0","0","         0","0","        51","0","         1","0","       258","0","        66","0","       142"," ","","","        68"," ","  -12.2","0,1125, ","     0"," ,0,1231,+","     0","T,0,1207,+","  64.5"," ,0,0826, ","   38.3","0,0627, ","-1.1","0,1106","-2.2","0,1113","-6.7","0,1124","-6.7","0,1124","-12.2","0,1125","0.0","0,0416","-2.2","0,0407","","","","","","","    1079.3","3","    1079.3","0","   1127.1"," ,0","        0","T,0","     17.87","0","     24.39","0","     11.34","0","","","","","","","","","","","","","","","",""
"USW00093842","1951","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1235.8","","    1235.8","0","       106","0","        71","0","        12","0","        0","","         0","0","         0","0","        47","0","         1","0","       257","0","        93","0","       110"," ","","","        57"," ","  -11.1","0,0203, ","     0"," ,0,1231,+","     0","T,0,0523,+","  78.5"," ,0,0922, ","   37.8","0,0624,+","0.0","0,1103","-3.3","0,1109","-8.3","0,1216","-8.3","0,1216","","","0.0","0,0331","-2.2","0,0212","-6.7","0,0208","-6.7","0,0208","-8.9","0,0204","    1440.4","4","    1440.4","0","   1102.7"," ,0","        0","T,0","     18.17","0","     24.80","0","     11.54","0","","","","","","","","","","","","","","","",""
"USW00093842","1952","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1178.0","","    1178.0","0","        97","0","        70","0","        18","0","        0","","         0","0","         0","0","        42","0","         0","0","       239","0","        81","0","        71"," ","","","        59"," ","   -6.7","0,0130, ","     0"," ,0,1231,+","     0","T,0,0608,+"," 101.1"," ,0,0323, ","   40.0","0,0724, ","0.0","0,1029","-4.4","0,1030","-4.4","0,1030","","","","","0.0","0,0407","-2.2","0,0218","-6.7","0,0130","-6.7","0,0130","","","    1184.6","6","    1184.6","0","   1390.7"," ,0","        0","T,0","     17.97","0","     24.58","0","     11.36","0","","","","","","","","","","","","","","","",""
"USW00093842","1953","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1156.8","","    1156.8","0","       121","0","        92","0","        21","0","        0","","         0","0","         0","0","        40","0","         0","0","       238","0","        74","0","","","","","","","   -9.4","0,1219, ","     0"," ,0,1231,+","     0","T,0,1214,+"," 128.0"," ,0,0430, ","   36.7","0,0815,+","-0.6","0,1107","-2.2","0,1127","-4.4","0,1217","-7.8","0,1218","-9.4","0,1219","0.0","0,0421","-5.0","0,0218","-5.0","0,0218","","","","","    1349.0","0","    1349.0","0","   1499.9"," ,0","        0","T,0","     17.96","0","     24.42","0","     11.50","0","","","","","","","","","","","","","","","",""
"USW00093842","1954","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1332.4","","    1332.4","0","        83","0","        58","0","         5","0","        0","","         0","0","         0","0","        49","0","         0","0","       245","0","       111","0","","","","","","","   -5.6","0,1221,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.2"," ,0,0313, ","   39.4","0,0628, ","-1.7","0,1031","-4.4","0,1103","-4.4","0,1103","","","","","0.0","0,0318","-3.3","0,0307","-4.4","0,0101","","","","","    1268.3","3","    1268.3","0","    768.8"," ,0","        0"," ,0","     18.28","0","     25.23","0","     11.33","0","","","","","","","","","","","","","","","",""
"USW00093842","1955","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1203.8","","    1203.8","0","       105","0","        67","0","        10","0","        0","","         0","0","         0","0","        50","0","         0","0","       247","0","        79","0","","","","","","","   -8.3","0,0213, ","     0","T,0,0123, ","     0","T,0,1212,+"," 101.3"," ,0,0725, ","   36.1","0,0704, ","0.0","0,1031","-2.2","0,1128","-6.1","0,1129","-7.2","0,1217","","","-1.1","0,0330","-6.1","0,0327","-6.1","0,0327","-6.7","0,0214","","","    1334.0","0","    1334.0","0","   1074.0"," ,0","        0","T,0","     17.99","0","     24.49","0","     11.48","0","","","","","","","","","","","","","","","",""
"USW00093842","1956","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1165.7","","    1165.7","0","       105","0","        73","0","        10","0","        0","","         0","0","         0","0","        47","0","         0","0","       251","0","        88","0","","","","","","","   -7.2","0,1123, ","     0"," ,0,1231,+","     0","T,0,1127,+"," 110.0"," ,0,1223, ","   37.8","0,0811, ","-2.2","0,1110","-2.2","0,1110","-7.2","0,1123","-7.2","0,1123","","","-1.1","0,0325","-3.9","0,0321","-5.0","0,0115","","","","","    1408.7","7","    1408.7","0","   1112.2"," ,0","        0","T,0","     18.15","0","     24.85","0","     11.46","0","","","","","","","","","","","","","","","",""
"USW00093842","1957","32.51625","-84.94218","120.0","COLUMBUS METROPOLITAN AIRPORT, GA US","","","   1236.0","","    1236.0","0","       129","0","        74","0","        11","0","        0","","         0","0","         0","0","        29","0","         0","0","       243","0","        77","0","","","","","","","   -8.9","0,1213,+","     0"," ,0,1231,+","     0","T,0,1211,+"," 109.0"," ,0,0503, ","   37.2","0,0902,+","-0.6","0,1028","-3.3","0,1201","-6.1","0,1211","-8.3","0,1212","-8.9","0,1213","-1.1","0,0310","-2.2","0,0309","-8.3","0,0119","-8.3","0,0119","-8.9","0,0118","    1044.7","7","    1044.7","0","   1199.4"," ,0","        0","T,0","     18.58","0","     24.53","0","     12.64","0","","","","","","","","","","","","","","","",""
