"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00347343","2010","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1107.5","","    1107.5","0","","","","","","","        0","","         0","0","         0","0","        97","0","        13","0","       203","0","        82","0","  -16.1","0,0108, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   40.0","0,0814, ","-1.1","0,1105","-2.8","0,1118","-5.6","0,1125","-7.8","0,1126","-11.1","0,1226","-0.6","0,0408","-5.0","0,0322","-5.0","0,0322","-8.9","0,0224","-8.9","0,0224","    2479.9","9","","","    2479.9","0","","","","","","","","","","","    615.5"," ,0","        0"," ,0","     15.02","0","     21.33","0","      8.70","0"
"USC00347343","2011","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1455.2","","    1455.2","K","","","","","","","","","","","         4","K","        90","K","        14","K","       214","K","       111","K","  -20.0","K,0210, ","","","","","","","   43.3","K,0805,+","-1.1","K,1103","-3.9","K,1116","-4.4","K,1117","-6.7","K,1205","-10.0","K,1206","-0.6","K,0416","-3.3","K,0306","-4.4","K,0225","-9.4","K,0211","-9.4","K,0211","    2171.6","6","      31.1","K,3,2","    2171.6","K","      39.4","K,3,2","      -3.3","K,3,2","      -0.6","K,3,2","      14.3","K,3,2","      20.5","K,3,2","    387.9"," ,K","","","     16.18","K","     23.35","K","      9.02","K"
"USC00347343","2012","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1264.5","","    1264.5","7","","","","","","","","","","","         0","7","        71","7","         7","7","       220","7","        96","7","  -13.3","7,1226, ","","","","","","","   44.4","7,0801, ","-1.7","7,1007","-2.2","7,1026","-5.6","7,1027","-6.7","7,1127","-10.6","7,1210","0.0","K,0308","-2.8","K,0303","-8.3","K,0212","-8.3","K,0212","-8.9","K,0211","    1846.6","6","      31.1","7,3,2","    1846.6","7","      39.4","7,3,2","      -1.7","7,3,2","       0.6","7,3,2","      14.8","7,3,2","      21.7","7,3,2","","","","","     16.87","7","     23.71","7","     10.04","7"
"USC00347343","2013","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1050.2","","    1050.2","7","","","","","","","","","","","         0","7","       105","7","        15","7","       185","7","        74","7","  -15.6","7,1210,+","","","","","","","   40.0","7,0627, ","-0.6","7,1018","-5.6","7,1112","-5.6","7,1112","-7.8","7,1113","-8.9","7,1127","-1.1","7,0503","-3.9","7,0424","-8.3","7,0326","-8.3","7,0326","-9.4","7,0222","    2246.7","7","","","    2246.7","7","","","","","","","","","","","","","","","     14.46","7","     20.96","7","      7.96","7"
"USC00347343","2014","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1037.0","","    1037.0","7","","","","","","","","","","","         2","7","        92","7","        21","7","       203","7","        73","7","  -17.8","7,0303,+","","","","","","","   38.9","7,0825,+","-0.6","7,1101","-5.0","7,1111","-5.0","7,1111","-8.3","7,1112","-10.0","7,1117","-3.9","7,0415","-3.9","7,0415","-4.4","7,0317","-10.0","7,0304","-10.0","7,0304","    2443.9","9","      27.8","7,3,2","    2443.9","7","      35.6","7,3,2","       0.0","7,3,2","       0.0","7,3,2","      13.5","7,3,2","      18.8","7,3,2","","","","","     14.58","7","     21.12","7","      8.05","7"
"USC00347343","2015","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      28.9","7,3,2","","","      37.8","7,3,2","       0.0","7,3,2","       0.0","7,3,2","      14.0","7,3,2","      19.6","7,3,2","","","","","","","","","",""
"USC00347343","2016","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      29.4","7,3,2","","","      38.9","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      14.3","7,3,2","      20.4","7,3,2","    845.9"," ,7","","","","","","","",""
"USC00347343","2017","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","    973.5","","     973.5","7","","","","","","","","","","","         0","7","        67","7","        10","7","       221","7","        62","7","  -16.1","7,0107, ","","","","","","","   40.0","7,0722, ","-1.1","7,1027","-5.6","7,1028","-5.6","7,1028","-9.4","7,1207","-9.4","7,1207","-3.9","7,0315","-3.9","7,0315","-9.4","7,0225","-9.4","7,0225","-9.4","7,0225","    1837.6","6","      29.4","7,3,2","    1837.6","7","      37.2","7,3,2","      -0.6","7,3,2","       0.6","7,3,2","      14.2","7,3,2","      20.4","7,3,2","","","","","     15.75","7","     22.37","7","      9.13","7"
"USC00347343","2018","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1196.0","","    1196.0","7","","","","","","","","","","","         1","7","       106","7","         9","7","       195","7","        91","7","  -18.9","7,0101, ","","","","","","","   42.8","7,0720, ","-1.1","7,1015","-5.0","7,1109","-5.0","7,1109","-6.7","7,1110","-11.7","7,1113","-1.1","7,0416","-3.9","7,0415","-7.2","7,0407","-7.2","7,0407","-8.9","7,0221","    2139.3","3","      29.4","7,3,2","    2139.3","7","      38.3","7,3,2","      -2.8","7,3,2","      -0.6","7,3,2","      13.8","7,3,2","      20.0","7,3,2","","","","","     15.21","7","     21.85","7","      8.58","7"
"USC00347343","2019","35.899","-98.9604","588.9","PUTNAM 3 N MESONET, OK US","   1067.4","","    1067.4","7","","","","","","","","","","","         0","7","        97","7","        16","7","       189","7","        77","7","  -13.3","7,0304,+","","","","","","","   41.1","7,0812, ","0.0","7,1011","-3.3","7,1028","-5.0","7,1029","-10.0","7,1031","-10.0","7,1031","-0.6","7,0412","-3.9","7,0331","-6.7","7,0306","-6.7","7,0306","-11.7","7,0305","    2417.6","6","","","    2417.6","7","","","","","","","","","","","","","","","     14.67","7","     21.03","7","      8.31","7"
