"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003192","2012","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.4","W","   2406.7","","    2406.7","W","        29","W","        11","W","         0","W","        0","","         0","W","         0","W","         0","W","         0","W","       301","W","       172","W","        11"," ","","","        25"," ","    0.6","W,1220, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  16.8"," ,W,1214, ","   45.0","W,0812,+","","","","","","","","","     654.4","4","     654.4","W","    110.7"," ,W","        0"," ,W","     23.35","W","     30.15","W","     16.56","W","        80","W","       120","W","      14.3","W","      22.8","W"
"USW00003192","2013","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.4","W","   2326.7","","    2326.7","W","        35","W","        16","W","         4","W","        0","","         0","W","         0","W","         7","W","         0","W","       296","W","       155","W","        13"," ","         1"," ","        32"," ","   -3.8","W,0115,+","     0"," ,W,1231,+","     0"," ,W,1231,+","  42.2"," ,W,1122, ","   46.1","W,0629, ","0.0","W,1207","","","-1.0","W,0116","-3.8","W,0115","     671.5","5","     671.5","W","    263.7"," ,W","        0"," ,W","     22.74","W","     29.28","W","     16.20","W","        50","W","        50","W","      16.1","W","      21.5","W"
"USW00003192","2014","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.4","W","   2321.7","","    2321.7","W","        27","W","        13","W","         3","W","        0","","         0","W","         0","W","         3","W","         0","W","       317","W","       156","W","        12"," ","         2"," ","        29"," ","   -0.5","W,1228, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  63.2"," ,W,0908, ","   43.9","W,0724,+","0.0","W,1227","","","","","","","     468.8","8","     468.8","W","    225.4"," ,W","        0"," ,W","     23.45","W","     30.03","W","     16.86","W","        70","W","        80","W","      15.7","W","      20.6","W"
"USW00003192","2015","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.4","W","   2383.1","","    2383.1","W","        52","W","        20","W","         2","W","        0","","         0","W","         0","W","         7","W","         0","W","       307","W","       151","W","        17"," ","         1"," ","        31"," ","   -1.6","W,0102, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  36.8"," ,W,0922, ","   45.0","W,0815, ","0.0","W,1216","","","0.0","W,0104","","","     439.2","2","     439.2","W","    232.6"," ,W","        0"," ,W","     23.32","W","     29.62","W","     17.01","W","       250","W","       250","W","      18.3","W","      26.4","W"
"USW00003192","2016","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.8","W","   2410.1","","    2410.1","W","        42","W","        24","W","         1","W","        0","","         0","W","         0","W","         2","W","         0","W","       309","W","       159","W","        16"," ","         1"," ","        31"," ","   -0.5","W,0203, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  33.5"," ,W,0805, ","   47.2","W,0619, ","","","","","0.0","W,0204","","","     624.1","1","     624.1","W","    229.3"," ,W","        0"," ,W","     23.65","W","     30.19","W","     17.12","W","        40","W","        40","W","      18.3","W","      24.1","W"
"USW00003192","2017","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.7","W","   2515.9","","    2515.9","W","        27","W","        15","W","         0","W","        0","","         0","W","         0","W","         0","W","         0","W","       312","W","       178","W","        13"," ","","","        21"," ","    0.6","W,1222, ","     0"," ,W,1231,+","     0"," ,W,1231,+","  24.6"," ,W,0716, ","   47.8","W,0620, ","","","","","","","","","     496.2","2","     496.2","W","    146.1"," ,W","        0"," ,W","     23.97","W","     30.81","W","     17.14","W","        50","W","        40","W","      16.1","W","      21.0","W"
"USW00003192","2018","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.7","W","   2413.5","","    2413.5","W","        31","W","        15","W","         2","W","","","","","         0","W","         1","W","         0","W","       307","W","       161","W","        18"," ","         2"," ","        28"," ","   -0.5","W,1230, ","","","","","  84.1"," ,W,1002, ","   46.1","W,0725,+","-0.5","W,1230","","","","","","","     399.0","0","     399.0","W","    238.4"," ,W","","","     23.49","W","     30.13","W","     16.85","W","        50","W","        10","W","      21.0","W","      26.4","W"
"USW00003192","2019","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.8","W","   2289.7","","    2289.7","W","        46","W","        22","W","         0","W","","","","","         0","W","         4","W","         0","W","       278","W","       147","W","        32"," ","","","        20"," ","   -1.6","W,0103, ","","","","","  24.1"," ,W,0221, ","   45.6","W,0805, ","-0.5","W,1229","","","0.0","W,0104","","","     667.8","8","     667.8","W","    250.0"," ,W","","","     22.66","W","     29.10","W","     16.22","W","        40","W","        70","W","      18.3","W","      22.8","W"
"USW00003192","2020","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.6","W","   2674.1","","    2674.1","W","        16","W","        11","W","         0","W","","","","","         0","W","         1","W","         0","W","       293","W","       184","W","        12"," ","","","        15"," ","    0.0","W,0204, ","","","","","  23.4"," ,W,0222, ","   47.2","W,0730, ","","","","","0.0","W,0204","","","     623.5","5","     623.5","W","    150.0"," ,W","","","     23.90","W","     30.87","W","     16.93","W","       350","W","       360","W","      17.9","W","      25.0","W"
"USW00003192","2021","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.7","W","   2385.0","","    2385.0","W","        41","W","        23","W","         3","W","","","","","         0","W","         0","W","         0","W","       311","W","       161","W","        32"," ","         2"," ","        34"," ","    1.7","W,0125,+","","","","","  53.3"," ,W,0723, ","   46.1","W,0618,+","","","","","","","","","     613.4","4","     613.4","W","    316.2"," ,W","","","     23.48","W","     30.17","W","     16.78","W","        60","W","        60","W","      17.4","W","      25.0","W"
"USW00003192","2022","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.8","W","   2449.4","","    2449.4","W","        34","W","        17","W","         1","W","","","","","         0","W","         1","W","         0","W","       289","W","       172","W","        21"," ","         2"," ","        41"," ","    0.0","W,1217, ","","","","","  55.9"," ,W,0812, ","   45.6","W,0711, ","0.0","W,1217","","","","","","","     465.6","6","     465.6","W","    213.5"," ,W","","","     23.29","W","     29.84","W","     16.73","W","        40","W","       120","W","      17.9","W","      29.1","W"
"USW00003192","2023","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.7","W","   2480.6","","    2480.6","W","        32","W","        14","W","         0","W","","","","","         0","W","         1","W","         0","W","       284","W","       170","W","        17"," ","","","        25"," ","    0.0","W,0124, ","","","","","  17.8"," ,W,0101, ","   46.7","W,0725, ","","","","","0.0","W,0124","","","     812.2","2","     812.2","W","    133.9"," ,W","","","     23.25","W","     29.79","W","     16.72","W","       140","W","       160","W","      16.1","W","      28.2","W"
"USW00003192","2024","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","       1.6","W","   2628.4","","    2628.4","W","        31","W","        16","W","         0","W","","","","","         0","W","         5","W","         0","W","       302","W","       175","W","        14"," ","","","        37"," ","   -0.5","W,0113,+","","","","","  21.8"," ,W,0123, ","   46.1","W,0708,+","","","","","-0.5","W,0113","","","     576.2","2","     576.2","W","    150.4"," ,W","","","     23.89","W","     30.62","W","     17.15","W","        40","W","        40","W","      17.4","W","      22.4","W"
"USW00003192","2025","33.61234","-111.92317","436.1","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
