"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00387830","1897","33.566667","-81.583333","152.4","SHAWS FORK, SC US","","","","","        57","6","        55","6","        22","6","","","","","","","","","","","","","","","","","  94.0"," ,6,0923, ","","","","","","","","","","","","","","","","","","","","","","","","","   1279.2"," ,6","","","","","",""
"USC00387830","1898","33.566667","-81.583333","152.4","SHAWS FORK, SC US","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00387830","1899","33.566667","-81.583333","152.4","SHAWS FORK, SC US","   1026.7","","    1026.7","6","        89","6","        69","6","        16","6","         1","6","        64","6","         8","6","       237","6","        89","6","         6"," ","         1"," ","  -23.9","6,0214, ","  77.5"," ,6,1031, ","   39.4","6,0615, ","0.0","6,1101","-7.2","6,1205","-7.2","6,1205","-7.2","6,1205","-0.6","6,0411","-5.0","6,0321","-5.0","6,0321","-7.8","6,0307","-11.1","6,0215","","","","","   1252.8"," ,6","     16.44","6","     23.27","6","      9.61","6"
"USC00387830","1900","33.566667","-81.583333","152.4","SHAWS FORK, SC US","","","","","        89","6","        68","6","        16","6","","","","","         4","6","       225","6","        67","6","        13"," ","","","",""," 106.7"," ,6,0418, ","   40.0","6,0812, ","","","","","","","","","","","","","","","","","","","    1791.3","3","    1791.3"," ","   1270.2"," ,6","","","     22.87","6","",""
