"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00013853","1949","32.13333","-81.2","15.8","SAVANNAH CHATHAM FIELD ARMY AIR FIELD, GA US","       108"," ","        48"," ","","","",""
"USW00013853","1950","32.13333","-81.2","15.8","SAVANNAH CHATHAM FIELD ARMY AIR FIELD, GA US","        83"," ","        65"," ","     783.0","0","     783.0","X"
