"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"ASN00066159","1971","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1028.4"," ,a"
"ASN00066159","1972","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1340.1"," ,a"
"ASN00066159","1973","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1065.3"," ,a"
"ASN00066159","1977","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","    857.0"," ,a"
"ASN00066159","1979","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","    710.0"," ,a"
"ASN00066159","1982","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","    769.7"," ,a"
"ASN00066159","1984","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1249.1"," ,a"
"ASN00066159","1985","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1128.5"," ,a"
"ASN00066159","1986","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1151.2"," ,a"
"ASN00066159","1987","-33.6939","151.0925","195.0","HORNSBY MOUNT WILGA, AS","   1328.2"," ,a"
