"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FCAC","2001","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2127.1","","    2127.1","U","         0","U","         1","U","         0","U","       352","U","       107","U","   -0.6","U,0105, ","   35.6","U,0814, ","-0.6","U,0105","","","","","     23.89","U","     29.34","U","     18.44","U"
"USR0000FCAC","2002","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2262.1","","    2262.1","U","         0","U","         0","U","         0","U","       357","U","       103","U","    4.4","U,0109,+","   35.0","U,0601, ","","","      58.7","7","      58.7","U","     24.28","U","     29.53","U","     19.03","U"
"USR0000FCAC","2003","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","     140.7","7","     140.7","U","","","","","",""
"USR0000FCAC","2004","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2169.0","","    2169.0","U","         0","U","         0","U","         0","U","       357","U","       121","U","    3.9","U,0125, ","   36.1","U,0810,+","","","","","","","     24.03","U","     30.03","U","     18.03","U"
"USR0000FCAC","2005","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2220.1","","    2220.1","U","         0","U","         0","U","         0","U","       355","U","       129","U","    3.3","U,0126, ","   37.2","U,0723, ","","","     115.5","5","     115.5","U","     24.08","U","     29.85","U","     18.30","U"
"USR0000FCAC","2006","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2153.0","","    2153.0","U","         0","U","         0","U","         0","U","       353","U","       146","U","    0.6","U,0108, ","   36.7","U,0813, ","","","     123.0","0","     123.0","U","     23.90","U","     29.96","U","     17.85","U"
"USR0000FCAC","2007","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2335.1","","    2335.1","U","         0","U","         1","U","         0","U","       359","U","       134","U","   -0.6","U,0219, ","   36.1","U,0806, ","-0.6","U,0219","      68.3","3","      68.3","U","     24.56","U","     30.35","U","     18.76","U"
"USR0000FCAC","2008","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2267.5","","    2267.5","U","         0","U","         0","U","         0","U","       361","U","       142","U","    0.6","U,0103, ","   36.7","U,0807,+","","","      43.3","3","      43.3","U","     24.39","U","     30.35","U","     18.41","U"
"USR0000FCAC","2009","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2271.0","","    2271.0","U","         0","U","         2","U","         0","U","       357","U","       158","U","   -1.1","U,0122, ","   35.6","U,0821,+","-1.1","U,0122","     109.7","7","     109.7","U","     24.22","U","     30.23","U","     18.22","U"
"USR0000FCAC","2011","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2336.2","","    2336.2","U","         0","U","         0","U","         0","U","       360","U","       174","U","    0.6","U,0123, ","   37.2","U,0616, ","","","     160.2","2","     160.2","U","     24.55","U","     30.99","U","     18.11","U"
"USR0000FCAC","2012","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2204.6","","    2204.6","U","         0","U","         0","U","         0","U","       359","U","       112","U","    1.1","U,0104,+","   35.6","U,0725,+","","","      61.3","3","      61.3","U","     24.17","U","     29.85","U","     18.50","U"
"USR0000FCAC","2014","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2308.9","","    2308.9","U","         0","U","         0","U","         0","U","       355","U","       124","U","    2.8","U,0119, ","   35.6","U,0728,+","","","","","","","     24.44","U","     29.78","U","     19.09","U"
"USR0000FCAC","2015","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2613.4","","    2613.4","U","         0","U","         0","U","         0","U","       361","U","       145","U","    1.7","U,0220, ","   36.7","U,0630, ","","","      74.6","6","      74.6","U","     25.33","U","     30.47","U","     20.18","U"
"USR0000FCAC","2016","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2494.6","","    2494.6","U","         0","U","         0","U","         0","U","       349","U","       124","U","    6.1","U,0211, ","   35.6","U,0920,+","","","      60.9","9","      60.9","U","     24.96","U","     29.60","U","     20.31","U"
"USR0000FCAC","2017","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2474.5","","    2474.5","U","         0","U","         0","U","         0","U","       359","U","       121","U","    6.7","U,1214, ","   35.6","U,0822,+","","","      28.6","6","      28.6","U","     24.97","U","     29.91","U","     20.03","U"
"USR0000FCAC","2018","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2441.9","","    2441.9","U","         0","U","         0","U","         0","U","       355","U","       122","U","    6.1","U,0118, ","   35.0","U,0810,+","","","      74.1","1","      74.1","U","     24.86","U","     29.87","U","     19.86","U"
"USR0000FCAC","2019","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2530.7","","    2530.7","U","         0","U","         0","U","         0","U","       359","U","       147","U","    6.1","U,0121, ","   36.1","U,0828, ","","","      49.7","7","      49.7","U","     25.16","U","     30.38","U","     19.93","U"
"USR0000FCAC","2020","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2645.8","","    2645.8","U","         0","U","         0","U","         0","U","       357","U","       141","U","    2.2","U,0122, ","   35.6","U,0901,+","","","      40.0","0","      40.0","U","     25.40","U","     30.21","U","     20.59","U"
"USR0000FCAC","2021","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2431.2","","    2431.2","U","         0","U","         0","U","         0","U","       359","U","       129","U","    7.2","U,0204, ","   35.6","U,0623, ","","","      49.0","0","      49.0","U","     24.94","U","     30.08","U","     19.80","U"
"USR0000FCAC","2022","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2581.5","","    2581.5","U","         0","U","         0","U","         0","U","       355","U","       136","U","    3.3","U,0130, ","   35.0","U,0911,+","","","      45.5","5","      45.5","U","     25.25","U","     30.37","U","     20.13","U"
"USR0000FCAC","2023","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2612.0","","    2612.0","U","         0","U","         0","U","         0","U","       358","U","       154","U","    2.8","U,0116,+","   36.1","U,0811,+","","","      42.8","8","      42.8","U","     25.40","U","     30.64","U","     20.16","U"
"USR0000FCAC","2024","25.3903","-80.6803","1.5","CACHE FLORIDA, FL US","   2588.7","","    2588.7","U","         0","U","         0","U","         0","U","       363","U","       135","U","    7.8","U,0225, ","   36.1","U,0815, ","","","      33.1","1","      33.1","U","     25.32","U","     30.17","U","     20.46","U"
