"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00447006","1941","37.533333","-80.216667",,"RADFORD ORDANCE WORKS, VA US","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00447006","1942","37.533333","-80.216667",,"RADFORD ORDANCE WORKS, VA US","    504.1","","     504.1","6","         3","6","       111","6","        17","6","       194","6","        18","6","","","  -18.3","6,0111, ","   35.6","6,0718, ","-1.1","6,0929","-2.2","6,1027","-6.1","6,1104","-11.7","6,1203","-11.7","6,1203","0.0","6,0422","-3.9","6,0402","-5.6","6,0310","-8.9","6,0222","-8.9","6,0222","    2452.3","3","    2452.3","6","     12.23","6","     18.78","6","      5.68","6"
"USC00447006","1944","37.533333","-80.216667",,"RADFORD ORDANCE WORKS, VA US","    476.5","","     476.5","6","         0","6","       134","6","        24","6","       177","6","        25","6","","","  -15.6","6,1214, ","   36.1","6,0824, ","-2.2","6,1015","-2.2","6,1015","-6.7","6,1124","-6.7","6,1124","-11.7","6,1203","0.0","6,0507","-4.4","6,0430","-4.4","6,0430","-6.7","6,0404","-9.4","6,0311","","","","","     11.53","6","     18.42","6","      4.65","6"
"USC00447006","1945","37.533333","-80.216667",,"RADFORD ORDANCE WORKS, VA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2717.4","4","    2717.4","6","","","","","",""
