"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00279045","1993","43.3","-71.7","137.2","WEBSTER, NH US","       86","","        19","0","         5"," ","         5"," ","   711"," ,0,0314, ","   356"," ,0,0314, ","    979.0"," ,0","     2055"," ,0"
"USC00279045","1994","43.3","-71.7","137.2","WEBSTER, NH US","","","","","         2"," ","         2"," ","","","","","","","",""
