"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000NGRE","1996","44.29","-71.2281","475.5","GREAT GULF NEW HAMPSHIRE, NH US","     40.5","","      40.5","U","        28","U","       190","U","        69","U","        88","U","         0","U","  -32.8","U,0107, ","   30.0","U,0807, ","-2.2","U,0924","-2.2","U,0924","-5.0","U,1004","-7.2","U,1005","-13.3","U,1114","-1.1","U,0528","-2.2","U,0527","-6.1","U,0413","-10.0","U,0409","-10.0","U,0409","      4.92","U","     10.48","U","     -0.64","U"
"USR0000NGRE","1999","44.29","-71.2281","475.5","GREAT GULF NEW HAMPSHIRE, NH US","","","","","        21","U","       170","U","","","","","","","  -34.4","U,0114, ","","","-0.6","U,0919","-3.9","U,1007","-4.4","U,1008","-7.8","U,1028","-10.0","U,1111","0.0","U,0517","-2.2","U,0514","-6.1","U,0416","-7.8","U,0411","-10.0","U,0327","","","","","      0.50","U"
"USR0000NGRE","2000","44.29","-71.2281","475.5","GREAT GULF NEW HAMPSHIRE, NH US","","","","","        35","U","       160","U","","","","","","","  -32.2","U,0119,+","","","-2.2","U,0927","-2.2","U,0927","-4.4","U,0929","-7.8","U,1119","-15.0","U,1123","-1.7","U,0520","-2.8","U,0503","-7.2","U,0414","-7.2","U,0414","-8.9","U,0321","","","","","     -0.23","U"
"USR0000NGRE","2001","44.29","-71.2281","475.5","GREAT GULF NEW HAMPSHIRE, NH US","","","","","","","","","        66","U","        91","U","         5","U","","","   33.3","U,0809,+","","","","","","","","","","","","","","","","","","","","","","","     12.07","U","",""
