"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USW00013955","1950","31.15","-97.71667","281.9","KILEEN FORT HOOD S ARMY AIR FIELD, TX US","        56"," ","        46"," "
"USW00013955","1952","31.15","-97.71667","281.9","KILEEN FORT HOOD S ARMY AIR FIELD, TX US","         6"," ","         6"," "
