"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"GLW00017610","1953","77.23333","-62.33333","1704.1","THULE MILE 60 SIERRA, GL","        14"," "
"GLW00017610","1954","77.23333","-62.33333","1704.1","THULE MILE 60 SIERRA, GL","        17"," "
