"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000875850","1919","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    657.9","","     657.9","G","         0","G","         6","G","         0","G","       187","G","        13","G","   -1.9","G,0826, ","   37.1","G,0121, ","-0.1","G,0620","","","","","-1.9","G,0826","","","    1240.8","8","    1240.8","G","     16.70","G","     21.59","G","     11.80","G"
"AR000875850","1920","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    634.2","","     634.2","G","         0","G","        14","G","         0","G","       207","G","        21","G","   -3.6","G,0709, ","   37.1","G,0304, ","-0.2","G,0602","-3.6","G,0709","","","-1.7","G,0819","","","    1296.8","8","    1296.8","G","     16.57","G","     22.15","G","     10.99","G"
"AR000875850","1921","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    497.2","","     497.2","G","         0","G","        18","G","         0","G","       183","G","        16","G","   -3.9","G,0703, ","   37.5","G,1211, ","-1.0","G,0605","-3.4","G,0616","","","-0.9","G,0831","","","    1381.3","3","    1381.3","G","     16.00","G","     21.34","G","     10.66","G"
"AR000875850","1922","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    520.0","","     520.0","G","         0","G","         3","G","         0","G","       184","G","         8","G","   -2.3","G,0426, ","   35.6","G,1226, ","-2.3","G,0426","-2.3","G,0426","","","-0.2","G,0804","","","    1223.4","4","    1223.4","G","     16.32","G","     21.17","G","     11.47","G"
"AR000875850","1923","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    635.3","","     635.3","G","         0","G","         5","G","         0","G","       180","G","        13","G","   -1.6","G,0713,+","   40.0","G,0124, ","-1.2","G,0514","","","","","","","","","    1402.7","7","    1402.7","G","     16.15","G","     21.14","G","     11.16","G"
"AR000875850","1924","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    405.3","","     405.3","G","         0","G","        23","G","         0","G","       186","G","        19","G","   -2.6","G,0728,+","   37.7","G,1204, ","-0.4","G,0518","-2.6","G,0720","","","0.0","G,1012","","","    1551.5","5","    1551.5","G","     15.48","G","     21.38","G","      9.58","G"
"AR000875850","1925","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    731.6","","     731.6","G","         0","G","        16","G","         0","G","       195","G","        28","G","   -4.7","G,0620, ","   39.7","G,0106, ","0.0","G,0426","-2.8","G,0606","-4.5","G,0619","-2.4","G,0914","-2.4","G,0914","    1372.5","5","    1372.5","G","     16.61","G","     21.91","G","     11.30","G"
"AR000875850","1926","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    777.8","","     777.8","G","         0","G","         4","G","         0","G","       192","G","        39","G","   -1.6","G,0719, ","   37.1","G,0129, ","0.0","G,0716","","","","","","","","","    1266.6","6","    1266.6","G","     17.10","G","     22.12","G","     12.08","G"
"AR000875850","1927","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    795.3","","     795.3","G","         0","G","         2","G","         0","G","       195","G","        26","G","   -1.3","G,0626, ","   36.9","G,0224, ","-1.3","G,0626","","","","","","","","","    1215.9","9","    1215.9","G","     17.02","G","     22.41","G","     11.63","G"
"AR000875850","1928","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    489.6","","     489.6","G","         0","G","         7","G","         0","G","       196","G","        13","G","   -2.8","G,0730, ","   35.4","G,0106, ","-1.0","G,0624","-2.8","G,0730","","","-1.1","G,0813","","","    1248.0","0","    1248.0","G","     16.54","G","     21.71","G","     11.38","G"
"AR000875850","1929","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    742.7","","     742.7","G","         0","G","         6","G","         0","G","       206","G","        35","G","   -2.3","G,0618, ","   37.8","G,0119, ","-0.2","G,0530","-2.3","G,0618","","","-1.8","G,0830","","","    1210.3","3","    1210.3","G","     16.96","G","     22.69","G","     11.23","G"
"AR000875850","1930","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    689.9","","     689.9","G","         0","G","        11","G","         0","G","       191","G","        19","G","   -3.3","G,0716, ","   36.2","G,0112, ","-1.2","G,0703","-3.3","G,0716","","","-0.6","G,0911","","","    1235.8","8","    1235.8","G","     16.80","G","     21.89","G","     11.72","G"
"AR000875850","1931","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    667.5","","     667.5","G","         0","G","        25","G","         0","G","       189","G","        23","G","   -2.8","G,0728, ","   38.0","G,0228, ","-0.5","G,0515","-2.3","G,0615","","","0.0","G,0905","","","    1472.0","0","    1472.0","G","     16.15","G","     21.51","G","     10.78","G"
"AR000875850","1932","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    655.9","","     655.9","G","         0","G","         8","G","         0","G","       218","G","        30","G","   -1.5","G,0607, ","   38.5","G,1230, ","-0.5","G,0525","","","","","-0.5","G,0815","","","    1022.6","6","    1022.6","G","     17.64","G","     22.87","G","     12.41","G"
"AR000875850","1933","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    667.5","","     667.5","G","         0","G","        12","G","         0","G","       208","G","        16","G","   -3.4","G,0710, ","   36.5","G,0120, ","-1.1","G,0620","-3.3","G,0628","","","-1.2","G,0810","","","    1171.7","7","    1171.7","G","     16.76","G","     22.05","G","     11.46","G"
"AR000875850","1934","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    625.8","","     625.8","G","         0","G","         7","G","         0","G","       187","G","        22","G","   -2.0","G,0709, ","   39.5","G,0130, ","-1.4","G,0617","","","","","-0.2","G,0912","","","    1279.5","5","    1279.5","G","     16.43","G","     21.74","G","     11.12","G"
"AR000875850","1935","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    582.1","","     582.1","G","         0","G","        13","G","         0","G","       211","G","        20","G","   -3.3","G,0628, ","   40.5","G,0131, ","-2.7","G,0622","-2.7","G,0622","","","-0.2","G,0919","","","    1203.0","0","    1203.0","G","     16.71","G","     22.32","G","     11.10","G"
"AR000875850","1936","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    592.7","","     592.7","G","         0","G","         5","G","         0","G","       203","G","        22","G","   -1.3","G,0810, ","   35.2","G,0226, ","-0.9","G,0626","","","","","-0.1","G,0811","","","    1121.6","6","    1121.6","G","     16.89","G","     21.79","G","     11.99","G"
"AR000875850","1937","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    609.7","","     609.7","G","         0","G","         5","G","         0","G","       184","G","        19","G","   -1.4","G,0723, ","   36.3","G,0226, ","-0.7","G,0626","","","","","","","","","    1289.4","4","    1289.4","G","     16.44","G","     21.54","G","     11.34","G"
"AR000875850","1938","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    494.3","","     494.3","G","         0","G","         2","G","         0","G","       185","G","        19","G","   -0.4","G,0716, ","   36.8","G,1231, ","-0.4","G,0716","","","","","-0.3","G,0914","","","    1218.9","9","    1218.9","G","     16.60","G","     21.79","G","     11.40","G"
"AR000875850","1939","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    600.0","","     600.0","G","         0","G","         2","G","         0","G","       192","G","        14","G","   -0.6","G,0821, ","   36.0","G,0101, ","-0.5","G,0723","","","","","-0.6","G,0821","","","    1072.0","0","    1072.0","G","     16.79","G","     21.76","G","     11.82","G"
"AR000875850","1940","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    579.0","","     579.0","G","         0","G","         3","G","         0","G","       183","G","        16","G","   -0.3","G,0826,+","   37.8","G,0107, ","-0.3","G,0728","","","","","-0.3","G,0826","","","    1170.4","4","    1170.4","G","     16.88","G","     21.40","G","     12.36","G"
"AR000875850","1941","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    517.3","","     517.3","G","         0","G","         2","G","         0","G","       190","G","         8","G","   -1.0","G,0625, ","   34.5","G,0125, ","-1.0","G,0625","","","","","0.0","G,0924","","","    1164.1","1","    1164.1","G","     16.65","G","     21.47","G","     11.83","G"
"AR000875850","1942","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    715.9","","     715.9","G","         0","G","        10","G","         0","G","       199","G","        39","G","   -4.7","G,0616, ","   36.6","G,0211, ","-4.7","G,0616","-4.7","G,0616","-4.7","G,0616","","","","","    1297.7","7","    1297.7","G","     16.99","G","     22.19","G","     11.79","G"
"AR000875850","1943","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    856.3","","     856.3","G","         0","G","         6","G","         0","G","       211","G","        42","G","   -1.9","G,0823, ","   40.3","G,0118, ","-1.8","G,0706","","","","","-0.9","G,0914","","","    1004.6","6","    1004.6","G","     17.88","G","     22.88","G","     12.89","G"
"AR000875850","1944","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    675.6","","     675.6","G","         0","G","         6","G","         0","G","       222","G","        22","G","   -3.2","G,0707, ","   38.7","G,0213, ","-3.0","G,0626","-3.0","G,0626","","","0.0","G,0816","","","     900.1","1","     900.1","G","     17.89","G","     22.72","G","     13.07","G"
"AR000875850","1945","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    860.6","","     860.6","G","         0","G","         7","G","         0","G","       222","G","        23","G","   -5.3","G,0709, ","   38.0","G,0112, ","-2.0","G,0622","-4.4","G,0623","-4.4","G,0623","","","","","     987.4","4","     987.4","G","     17.86","G","     22.86","G","     12.85","G"
"AR000875850","1946","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    692.8","","     692.8","G","         0","G","         3","G","         0","G","       204","G","        13","G","   -1.6","G,0624, ","   37.7","G,0220, ","-1.2","G,0622","","","","","","","","","    1116.0","0","    1116.0","G","     17.27","G","     21.89","G","     12.64","G"
"AR000875850","1947","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    722.6","","     722.6","G","         0","G","         7","G","         0","G","       219","G","        14","G","   -2.4","G,0714, ","   35.0","G,0213, ","-0.2","G,0519","-2.4","G,0714","","","-0.4","G,0831","","","    1058.9","9","    1058.9","G","     17.40","G","     22.48","G","     12.31","G"
"AR000875850","1948","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    646.0","","     646.0","G","         0","G","        10","G","         0","G","       205","G","        23","G","   -4.0","G,0808, ","   39.8","G,0102, ","-1.2","G,0622","","","","","-0.3","G,0828","-4.0","G,0808","    1081.2","2","    1081.2","G","     17.27","G","     22.12","G","     12.43","G"
"AR000875850","1949","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    805.4","","     805.4","G","         0","G","         7","G","         0","G","       206","G","        30","G","   -3.2","G,0810, ","   39.3","G,1220, ","0.0","G,0630","","","","","-1.1","G,0906","-3.2","G,0810","    1099.0","0","    1099.0","G","     17.54","G","     22.69","G","     12.38","G"
"AR000875850","1950","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    840.2","","     840.2","G","         0","G","         3","G","         0","G","       208","G","        24","G","   -0.9","G,0710, ","   38.4","G,0129, ","-0.2","G,0701","","","","","-0.3","G,0805","","","    1071.7","7","    1071.7","G","     17.48","G","     22.64","G","     12.32","G"
"AR000875850","1951","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    596.6","","     596.6","G","         0","G","         5","G","         0","G","       232","G","        14","G","   -2.4","G,0627, ","   36.4","G,0120, ","0.0","G,0626","-2.4","G,0627","","","-1.0","G,0828","","","     899.3","3","     899.3","G","     17.67","G","     22.93","G","     12.41","G"
"AR000875850","1952","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    891.7","","     891.7","G","         0","G","         3","G","         0","G","       203","G","        49","G","   -1.3","G,0723, ","   37.9","G,0307, ","-0.2","G,0609","","","","","-0.5","G,0803","","","    1151.0","0","    1151.0","G","     17.52","G","     22.53","G","     12.51","G"
"AR000875850","1953","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    706.4","","     706.4","G","         0","G","         9","G","         0","G","       205","G","        21","G","   -4.0","G,0719, ","   37.2","G,0226, ","-0.3","G,0619","-4.0","G,0719","","","","","","","    1092.6","6","    1092.6","G","     17.36","G","     22.19","G","     12.52","G"
"AR000875850","1954","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    729.9","","     729.9","G","         0","G","         4","G","         0","G","       201","G","        25","G","   -2.2","G,0518, ","   37.7","G,1204, ","-2.2","G,0518","-2.2","G,0518","","","","","","","    1140.5","5","    1140.5","G","     17.25","G","     22.46","G","     12.04","G"
"AR000875850","1955","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    672.1","","     672.1","G","         0","G","        13","G","         0","G","       192","G","        25","G","   -2.8","G,0731, ","   39.7","G,0109, ","-0.2","G,0609","-2.4","G,0708","","","-0.3","G,0902","","","    1339.9","9","    1339.9","G","     16.72","G","     21.75","G","     11.69","G"
"AR000875850","1956","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    655.2","","     655.2","G","         0","G","         4","G","         0","G","       198","G","        10","G","   -2.0","G,0629, ","   37.8","G,0102, ","-0.1","G,0521","","","","","","","","","    1178.0","0","    1178.0","G","     16.75","G","     21.71","G","     11.79","G"
"AR000875850","1957","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    782.4","","     782.4","G","         0","G","         7","G","         0","G","       202","G","        24","G","   -2.1","G,0630, ","   43.3","G,0129, ","-2.1","G,0630","","","","","-1.5","G,0802","","","    1043.6","6","    1043.6","G","     17.63","G","     22.37","G","     12.88","G"
"AR000875850","1959","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","","","","","         0","G","         1","G","         0","G","       190","G","        17","G","   -0.2","G,0519, ","   36.6","G,0204, ","-0.2","G,0519","","","","","","","","","    1111.1","1","    1111.1","G","     17.14","G","     21.69","G","     12.60","G"
"AR000875850","1960","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    808.3","","","","         0","G","         3","G","         0","G","       211","G","        33","G","   -2.1","G,0708, ","   36.8","G,0224, ","-2.1","G,0708","","","","","-1.0","G,0902","","","     996.8","8","     996.8","G","     17.89","G","     22.71","G","     13.06","G"
"AR000875850","1961","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    689.6","","     689.6","G","         0","G","         7","G","         0","G","       209","G","        17","G","   -2.6","G,0614, ","   36.3","G,0109, ","0.0","G,0605","-2.6","G,0614","","","","","","","     928.8","8","     928.8","G","     17.78","G","     22.67","G","     12.89","G"
"AR000875850","1962","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    778.6","","     778.6","G","         0","G","         5","G","         0","G","       216","G","        19","G","   -2.4","G,0719, ","   38.0","G,1229, ","-0.1","G,0529","-2.4","G,0719","","","","","","","    1119.1","1","    1119.1","G","     17.43","G","     22.57","G","     12.29","G"
"AR000875850","1963","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    825.8","","     825.8","G","         0","G","         0","G","         0","G","       189","G","        13","G","    0.6","G,0806, ","   37.2","G,0131, ","","","","","","","","","","","    1019.0","0","    1019.0","G","     17.54","G","     21.79","G","     13.29","G"
"AR000875850","1964","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    614.9","","     614.9","G","         0","G","         6","G","         0","G","       203","G","        17","G","   -1.9","G,0621, ","   37.0","G,1210, ","-0.2","G,0611","","","","","-0.2","G,0820","","","    1135.5","5","    1135.5","G","     16.97","G","     21.94","G","     12.00","G"
"AR000875850","1965","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    721.6","","     721.6","G","         0","G","         4","G","         0","G","       215","G","        34","G","   -2.5","G,0711, ","   38.0","G,0217, ","-1.7","G,0706","-2.5","G,0711","","","","","","","    1011.4","4","    1011.4","G","     17.75","G","     22.72","G","     12.77","G"
"AR000875850","1966","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    667.2","","     667.2","G","         0","G","         3","G","         0","G","       212","G","         6","G","   -1.4","G,0724, ","   35.7","G,0205, ","-1.4","G,0724","","","","","0.0","G,0806","","","     983.3","3","     983.3","G","     17.32","G","     22.13","G","     12.51","G"
"AR000875850","1967","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    716.2","","     716.2","G","         0","G","         8","G","         0","G","       220","G","        27","G","   -5.3","G,0614, ","   37.1","G,1227, ","-1.5","G,0604","-4.2","G,0613","-5.3","G,0614","","","","","    1059.9","9","    1059.9","G","     17.76","G","     22.61","G","     12.90","G"
"AR000875850","1968","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    819.1","","     819.1","G","         0","G","         0","G","         0","G","       207","G","        21","G","    0.2","G,0902, ","   38.3","G,1211, ","","","","","","","","","","","     908.3","3","     908.3","G","     17.95","G","     22.67","G","     13.23","G"
"AR000875850","1969","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    829.2","","     829.2","G","         0","G","         1","G","         0","G","       219","G","        24","G","   -1.1","G,0618, ","   36.0","G,1217, ","-1.1","G,0618","","","","","","","","","     897.2","2","     897.2","G","     18.26","G","     23.10","G","     13.43","G"
"AR000875850","1970","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    945.2","","     945.2","G","         0","G","         2","G","         0","G","       224","G","        28","G","   -0.5","G,0701, ","   36.7","G,0227, ","-0.3","G,0630","","","","","","","","","     912.3","3","     912.3","G","     18.18","G","     23.02","G","     13.35","G"
"AR000875850","1971","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    624.2","","     624.2","G","         0","G","         1","G","         0","G","       223","G","        17","G","   -1.5","G,0617, ","   37.6","G,1230, ","-1.5","G,0617","","","","","","","","","    1007.4","4","    1007.4","G","     17.72","G","     22.68","G","     12.76","G"
"AR000875850","1972","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    910.4","","     910.4","G","         0","G","         1","G","         0","G","       207","G","        18","G","   -0.8","G,0804, ","   37.7","G,0206, ","","","","","","","-0.8","G,0804","","","     942.3","3","     942.3","G","     17.88","G","     22.43","G","     13.33","G"
"AR000875850","1973","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    695.8","","     695.8","G","         0","G","         0","G","         0","G","       205","G","        11","G","    1.2","G,0717,+","   34.8","G,0102,+","","","","","","","","","","","     988.7","7","     988.7","G","     17.52","G","     22.05","G","     12.99","G"
"AR000875850","1974","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    724.4","","     724.4","G","         0","G","         3","G","         0","G","       212","G","        11","G","   -1.4","G,0723, ","   36.9","G,0119, ","0.0","G,0613","","","","","-0.2","G,0818","","","     944.5","5","     944.5","G","     17.73","G","     22.39","G","     13.08","G"
"AR000875850","1975","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    713.3","","     713.3","G","         0","G","         2","G","         0","G","       219","G","        35","G","   -1.2","G,0726, ","   37.8","G,1218, ","0.0","G,0716","","","","","","","","","     898.8","8","     898.8","G","     18.09","G","     22.79","G","     13.38","G"
"AR000875850","1976","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    731.5","","     731.5","G","         0","G","         2","G","         0","G","       200","G","        12","G","   -1.6","G,0710, ","   35.6","G,0101, ","0.0","G,0709","","","","","","","","","    1039.5","5","    1039.5","G","     17.25","G","     21.76","G","     12.73","G"
"AR000875850","1977","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    697.4","","     697.4","G","         0","G","         0","G","         0","G","       210","G","        13","G","    0.4","G,0802, ","   34.9","G,0108, ","","","","","","","","","","","     912.1","1","     912.1","G","     18.15","G","     22.56","G","     13.73","G"
"AR000875850","1978","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    777.9","","     777.9","G","         0","G","         0","G","         0","G","       213","G","         8","G","    0.4","G,0605, ","   35.8","G,0118, ","","","","","","","","","","","     918.1","1","     918.1","G","     17.74","G","     22.08","G","     13.40","G"
"AR000875850","1979","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    806.9","","     806.9","G","         0","G","         0","G","         0","G","       210","G","        20","G","    0.3","G,0615, ","   37.5","G,0203, ","","","","","","","","","","","     887.8","8","     887.8","G","     18.04","G","     22.71","G","     13.37","G"
"AR000875850","1980","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    941.2","","     941.2","G","         0","G","         4","G","         0","G","       218","G","        24","G","   -1.1","G,0715, ","   37.8","G,0122, ","-0.7","G,0702","","","","","","","","","     917.6","6","     917.6","G","     18.53","G","     23.01","G","     14.04","G"
"AR000875850","1981","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    795.0","","     795.0","G","         0","G","         1","G","         0","G","       223","G","        17","G","   -1.0","G,0723, ","   36.1","G,0227, ","-1.0","G,0723","","","","","","","","","     881.6","6","     881.6","G","     18.15","G","     22.53","G","     13.77","G"
"AR000875850","1982","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    809.3","","     809.3","G","         0","G","         2","G","         0","G","       214","G","        22","G","   -1.4","G,0616, ","   38.8","G,1226, ","-1.4","G,0616","","","","","","","","","     876.2","2","     876.2","G","     18.20","G","     22.61","G","     13.79","G"
"AR000875850","1983","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    833.4","","     833.4","G","         0","G","         0","G","         0","G","       199","G","        19","G","    0.2","G,0610, ","   38.0","G,0209, ","","","","","","","","","","","    1041.3","3","    1041.3","G","     17.78","G","     22.09","G","     13.47","G"
"AR000875850","1984","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    862.0","","     862.0","G","         0","G","         2","G","         0","G","       190","G","        13","G","   -1.6","G,0627, ","   35.5","G,1231, ","-1.6","G,0627","","","","","","","","","    1167.3","3","    1167.3","G","     17.27","G","     21.49","G","     13.05","G"
"AR000875850","1985","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    732.5","","     732.5","G","         0","G","         0","G","         0","G","       214","G","        21","G","    0.9","G,0706, ","   36.9","G,0110, ","","","","","","","","","","","     862.8","8","     862.8","G","     18.18","G","     22.71","G","     13.65","G"
"AR000875850","1986","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    776.9","","     776.9"," ","         0","G","         0","G","","","","","","","    0.8","G,0514, ","","","","","","","","","","","","","","","","","","","","","     13.67","G"
"AR000875850","1987","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","","","","","         0","G","         1","G","         0","G","       203","G","        24","G","   -1.5","G,0614, ","   38.5","G,0127, ","-1.5","G,0614","","","","","","","","","     970.1","1","     970.1","G","     18.04","G","     22.67","G","     13.42","G"
"AR000875850","1988","-34.583","-58.483","25.0","BUENOS AIRES OBSERV, AR","    719.9","","     719.9","G","         0","G","         4","G","         0","G","       201","G","        16","G","   -1.5","G,0710, ","   38.0","G,1204, ","-0.9","G,0706","","","","","","","","","    1124.6","6","    1124.6","G","     17.45","G","     22.27","G","     12.63","G"
