"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES"
"USC00130812","1929","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         3"," "
"USC00130812","1930","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         1"," "
"USC00130812","1932","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         1"," "
"USC00130812","1933","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         1"," "
"USC00130812","1934","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         2"," "
"USC00130812","1935","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         4"," "
"USC00130812","1938","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         3"," "
"USC00130812","1939","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         3"," "
"USC00130812","1940","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         2"," "
"USC00130812","1941","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         1"," "
"USC00130812","1942","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         2"," "
"USC00130812","1943","42.08333","-93.93333","264.9","BOONE 3 WNW, IA US","         3"," "
