"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00267123","1941","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","","","","","       109","6","        56","6","         1","6","","","","","         6","6","       201","6","","","","","","","","","","","  -18.3","6,1227,+","","","","","  26.4"," ,6,1102, ","","","-1.7","6,0908","-2.2","6,0927","-5.6","6,1006","-8.3","6,1009","-18.3","6,1120","-1.7","6,0520","-4.4","6,0518","-4.4","6,0518","-7.8","6,0420","-10.0","6,0315","    3892.7","7","    3892.7","6","    479.0"," ,6","","","","","","","     -0.23","6","",""
"USC00267123","1942","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","","","","","        63","6","        37","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","","","  33.0"," ,6,1224, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    313.3"," ,6","","","","","","","","","",""
"USC00267123","1943","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","    152.3","","     152.3","6","        60","6","        40","6","         1","6","","","","","         1","6","       162","6","        10","6","       147","6","        19","6","","","","","  -19.4","6,0118, ","","","","","  56.4"," ,6,0601, ","   36.1","6,0728, ","-1.7","6,1012","-6.1","6,1031","-6.1","6,1031","-13.9","6,1129","-13.9","6,1129","-1.1","6,0603","-2.8","6,0518","-5.6","6,0323","-7.2","6,0322","-8.9","6,0320","","","","","    346.3"," ,6","","","      8.90","6","     16.78","6","      1.01","6","     31520","6"
"USC00267123","1944","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00267123","1945","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","","","","","        58","6","        40","6","         2","6","","","        14","6","","","","","","","","","","","         1"," ","","","","","","","   203"," ,6,0411,+","  25.4"," ,6,1014,+","","","","","","","","","","","","","","","","","","","","","","","    5093.7","7","    5093.7","6","    407.1"," ,6","     1332"," ,6","","","","","","","",""
"USC00267123","1947","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","    142.4","","     142.4","6","        84","6","        34","6","         0","6","","","        20","6","         8","6","       168","6","        19","6","       130","6","        14","6","","","","","  -28.9","6,0115, ","","","   191"," ,6,0210, ","  19.3"," ,6,0918, ","   35.6","6,0720, ","-0.6","6,0911","-6.7","6,1022","-6.7","6,1022","-6.7","6,1022","-9.4","6,1106","0.0","6,0510","-3.9","6,0423","-7.8","6,0411","-7.8","6,0411","-8.9","6,0226","","","","","    264.7"," ,6","     1162"," ,6","      8.19","6","     16.13","6","      0.26","6","",""
"USC00267123","1948","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","    108.8","","     108.8","0","        82","0","        40","0","         0","0","","","        26","0","        11","0","       185","0","        23","0","       132","0","        14","0","","","","","  -27.2","0,1225, ","","","   152"," ,0,0319, ","  16.5"," ,0,0604, ","   33.3","0,0719,+","0.0","0,0925","-5.0","0,0926","-5.0","0,0926","-6.7","0,1017","-11.7","0,1105","-2.8","6,0520","-2.8","6,0520","-5.0","6,0419","-6.7","6,0409","-8.9","6,0407","    3941.6","6","    3941.6","0","    331.6"," ,0","     2065"," ,0","      7.24","0","     15.50","0","     -1.03","0","",""
"USC00267123","1949","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","    114.5","","     114.5","0","        67","0","        39","0","         0","0","","","        18","0","        31","0","       174","0","        44","0","       133","0","         7","0","","","","","  -32.2","0,0125, ","","","   127"," ,0,1219, ","  19.1"," ,0,1010, ","   34.4","0,0731, ","-2.2","0,0918","-2.2","0,0918","-6.7","0,1008","-6.7","0,1008","-8.9","0,1204","-1.7","0,0603","-2.8","0,0416","-6.7","0,0415","-6.7","0,0415","-10.0","0,0307","    4470.0","0","    4470.0","0","    272.8"," ,0","     1242"," ,0","      6.85","0","     15.39","0","     -1.70","0","",""
"USC00267123","1950","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","","","","","        66","0","        39","0","         3","0","","","","","","","","","","","","","","","","","","","","","","","","","  36.8"," ,0,1119, ","","","","","","","","","","","","","","","","","","","","","","","    3553.1","1","    3553.1","0","    462.3"," ,0","","","","","","","","","",""
"USC00267123","1952","40.2022","-115.4931","1834.6","RUBY LAKE NWR, NV US","    132.7","","     132.7","0","        48","0","        35","0","         0","0","","","","","        23","0","       186","0","        38","0","       148","0","        14","0","","","","","  -32.2","0,0102, ","","","","","  22.4"," ,0,0420, ","   33.9","0,0818, ","-2.2","0,0910","-2.2","0,0910","-5.0","0,1015","-10.6","0,1103","-10.6","0,1103","0.0","0,0616","-2.2","0,0416","-6.1","0,0409","-10.0","0,0328","-10.0","0,0328","","","","","    266.7"," ,0","","","      7.32","0","     15.85","0","     -1.22","0","",""
