"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSUF","2002","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2259.5","5","    2259.5","U","","","","","",""
"USR0000CSUF","2004","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    781.1","","     781.1","U","         0","U","        45","U","         0","U","       186","U","        64","U","   -3.3","U,0103, ","   39.4","U,0810, ","0.0","U,1027","-2.2","U,1129","","","","","0.0","U,0325","-2.2","U,0131","","","","","","","","","     14.56","U","     20.35","U","      8.78","U"
"USR0000CSUF","2005","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    684.7","","     684.7","U","         0","U","        36","U","         0","U","       159","U","        58","U","   -2.8","U,0104, ","   41.1","U,0718, ","0.0","U,1107","-2.2","U,1130","","","","","-0.6","U,0414","-2.8","U,0104","","","","","    2313.7","7","    2313.7","U","     14.01","U","     19.45","U","      8.56","U"
"USR0000CSUF","2006","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    834.0","","     834.0","U","         0","U","        71","U","         0","U","       167","U","        70","U","   -5.6","U,0311,+","   41.7","U,0625, ","0.0","U,1112","-3.3","U,1128","-4.4","U,1129","","","-0.6","U,0417","-2.2","U,0319","-5.6","U,0311","","","    2434.4","4","    2434.4","U","     13.71","U","     19.07","U","      8.35","U"
"USR0000CSUF","2008","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    846.0","","     846.0","U","         0","U","        65","U","         6","U","       175","U","        71","U","   -6.7","U,1217,+","   42.2","U,0709, ","-1.1","U,1213","-2.8","U,1214","-6.7","U,1216","-6.7","U,1216","0.0","U,0501","-2.2","U,0420","-4.4","U,0130","","","    2500.6","6","    2500.6","U","     14.48","U","     20.49","U","      8.47","U"
"USR0000CSUF","2009","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2069.4","4","    2069.4","U","","","","","",""
"USR0000CSUF","2014","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    837.3","","     837.3","U","         0","U","        16","U","         0","U","       167","U","        63","U","   -4.4","U,1231, ","   40.0","U,0707, ","0.0","U,1215","-2.2","U,1229","-4.4","U,1231","","","-0.6","U,0402","-2.2","U,0204","","","","","","","","","     15.23","U","     20.40","U","     10.06","U"
"USR0000CSUF","2015","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    821.0","","     821.0","U","         0","U","        28","U","         0","U","       179","U","        53","U","   -4.4","U,1231,+","   39.4","U,0701, ","0.0","U,1116","-4.4","U,1126","-4.4","U,1126","","","0.0","U,0407","","","","","","","    1760.1","1","    1760.1","U","     15.50","U","     20.76","U","     10.23","U"
"USR0000CSUF","2016","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    735.9","","     735.9","U","         0","U","        33","U","         0","U","       156","U","        54","U","   -5.6","U,1217, ","   39.4","U,0818,+","-0.6","U,1127","-2.8","U,1206","-5.6","U,1217","","","0.0","U,0204","-4.4","U,0102","-4.4","U,0102","","","    2172.4","4","    2172.4","U","     14.15","U","     19.09","U","      9.20","U"
"USR0000CSUF","2017","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","   1015.4","","    1015.4","U","         0","U","        33","U","         2","U","       161","U","        85","U","   -8.3","U,0106, ","   45.6","U,0624, ","-1.1","U,1203","-2.2","U,1221","","","","","-2.8","U,0306","-2.8","U,0306","-8.3","U,0106","-8.3","U,0106","    2487.9","9","    2487.9","U","     14.73","U","     20.16","U","      9.29","U"
"USR0000CSUF","2018","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    768.2","","     768.2","U","         0","U","        39","U","         0","U","       178","U","        53","U","   -6.1","U,0223, ","   40.6","U,0726, ","-1.1","U,1202","","","","","","","0.0","U,0416","-2.2","U,0324","-4.4","U,0302","","","    2111.9","9","    2111.9","U","     14.73","U","     20.04","U","      9.43","U"
"USR0000CSUF","2019","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    681.3","","     681.3","U","         0","U","        47","U","         5","U","       171","U","        48","U","   -6.1","U,0210, ","   38.3","U,0827, ","-3.3","U,1126","-3.3","U,1126","-5.6","U,1129","","","-1.7","U,0313","-5.6","U,0222","-5.6","U,0222","","","    2264.3","3","    2264.3","U","     13.70","U","     18.81","U","      8.60","U"
"USR0000CSUF","2021","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    990.1","","     990.1","U","         0","U","        45","U","         3","U","       170","U","        74","U","   -4.4","U,1228, ","   41.1","U,0815,+","0.0","U,1209","-2.2","U,1225","-4.4","U,1228","","","-0.6","U,0323","-3.3","U,0316","","","","","    1979.3","3","    1979.3","U","     15.10","U","     20.66","U","      9.54","U"
"USR0000CSUF","2022","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2114.6","6","    2114.6","U","","","","","",""
"USR0000CSUF","2023","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","    733.9","","     733.9","U","         0","U","        68","U","         3","U","       163","U","        45","U","   -6.1","U,0301,+","   39.4","U,0816,+","0.0","U,1026","","","","","","","0.0","U,0419","-2.2","U,0404","-6.1","U,0301","","","","","","","     13.76","U","     19.19","U","      8.34","U"
"USR0000CSUF","2024","40.9167","-122.4383","1280.2","SUGARLOAF SHF CALIFORNIA, CA US","   1009.6","","    1009.6","U","         0","U","        45","U","         0","U","       175","U","        76","U","   -5.0","U,0111, ","   43.3","U,0706, ","0.0","U,1115","","","","","","","0.0","U,0414","-4.4","U,0304","-4.4","U,0304","","","    2134.9","9","    2134.9","U","     14.85","U","     20.32","U","      9.38","U"
