"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SP000009981","1905","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    649.1","","     649.1","E","        60","E","        35","E","         2","E","         0","E","        15","E","         0","E","       199","E","        26","E","   -5.9","E,0104, ","  29.5"," ,E,0913, ","   36.1","E,0623, ","0.0","E,1215","","","","","-0.6","E,0209","-5.9","E,0104","-5.9","E,0104","","","","","","","    348.4"," ,E","     16.27","E","     21.67","E","     10.88","E"
"SP000009981","1906","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    719.8","","     719.8","E","        63","E","        27","E","         7","E","         0","E","         6","E","         0","E","       176","E","        33","E","   -2.7","E,0126, ","  59.2"," ,E,0417, ","   37.7","E,0807, ","0.0","E,1220","","","","","-0.8","E,0321","-2.7","E,0126","","","","","    1523.0","0","    1523.0","E","    507.1"," ,E","     16.42","E","     21.59","E","     11.25","E"
"SP000009981","1907","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    655.1","","     655.1","E","        76","E","        38","E","         4","E","         0","E","        12","E","         0","E","       173","E","        16","E","   -2.7","E,0206, ","  90.5"," ,E,1012, ","   34.3","E,0815,+","","","","","","","-0.2","E,0406","-2.7","E,0206","","","","","    1397.6","6","    1397.6","E","    568.3"," ,E","     16.26","E","     21.60","E","     10.92","E"
"SP000009981","1908","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","","","","","        71","E","        43","E","         8","E","","","","","         0","E","       187","E","        14","E","","","  44.9"," ,E,0415, ","   34.0","E,0731, ","","","","","","","","","","","","","","","    1239.1","1","    1239.1","E","    675.3"," ,E","","","     21.61","E","",""
"SP000009981","1909","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    600.5","","     600.5","E","        67","E","        37","E","         3","E","         0","E","        20","E","         0","E","       197","E","        17","E","   -3.7","E,0228, ","  64.4"," ,E,1102, ","   37.3","E,0814, ","","","","","","","-0.4","E,0317","-3.7","E,0228","","","","","","","","","    478.5"," ,E","     15.99","E","     21.61","E","     10.37","E"
"SP000009981","1910","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    567.2","","     567.2","E","        69","E","        30","E","         3","E","         0","E","         5","E","         0","E","       185","E","         6","E","   -3.2","E,0124, ","  77.0"," ,E,0518, ","   34.3","E,0618, ","","","","","","","-2.7","E,0403","-2.7","E,0403","","","","","    1314.2","2","    1314.2","E","    397.0"," ,E","     16.32","E","     21.53","E","     11.12","E"
"SP000009981","1911","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    808.1","","     808.1","E","        66","E","        37","E","         5","E","         0","E","        13","E","         0","E","       194","E","        57","E","   -2.3","E,0208, ","  54.8"," ,E,1015, ","   36.6","E,0701, ","","","","","","","-0.5","E,0406","-2.3","E,0208","","","","","    1440.3","3","    1440.3","E","    540.0"," ,E","     16.51","E","     22.19","E","     10.83","E"
"SP000009981","1912","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    549.4","","     549.4","E","        63","E","        24","E","         0","E","         0","E","         5","E","         0","E","       195","E","         7","E","   -1.1","E,0201, ","  23.9"," ,E,0428, ","   35.0","E,0826, ","-0.2","E,1215","","","","","-1.1","E,0201","","","","","","","    1163.7","7","    1163.7","E","    267.1"," ,E","     16.35","E","     21.94","E","     10.76","E"
"SP000009981","1913","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    626.8","","     626.8","E","        69","E","        40","E","         5","E","         0","E","         7","E","         0","E","       188","E","        13","E","   -1.3","E,1227, ","  71.3"," ,E,0220, ","   38.3","E,0723, ","0.0","E,1219","","","","","-0.3","E,0211","","","","","","","    1410.9","9","    1410.9","E","    569.3"," ,E","     16.38","E","     21.85","E","     10.90","E"
"SP000009981","1914","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    600.8","","     600.8","E","        69","E","        36","E","         5","E","         0","E","        12","E","         0","E","       196","E","         7","E","   -3.4","E,0116, ","  51.6"," ,E,0819, ","   33.5","E,0918, ","-0.5","E,1201","","","","","-1.1","E,0201","-3.4","E,0116","","","","","    1268.5","5","    1268.5","E","    508.4"," ,E","     16.33","E","     21.96","E","     10.70","E"
"SP000009981","1915","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    683.3","","     683.3","E","        86","E","        42","E","         6","E","         0","E","         7","E","         0","E","       184","E","        14","E","   -3.4","E,0130, ","  43.0"," ,E,0508, ","   35.0","E,0726, ","","","","","","","-1.9","E,0227","-3.4","E,0130","","","","","    1387.9","9","    1387.9","E","    631.4"," ,E","     16.39","E","     21.59","E","     11.18","E"
"SP000009981","1916","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    675.3","","     675.3","E","        62","E","        23","E","         1","E","         0","E","         4","E","         0","E","       204","E","        18","E","   -0.8","E,0224, ","  51.7"," ,E,0704, ","   37.2","E,0804, ","","","","","","","-0.2","E,0308","","","","","","","    1370.5","5","    1370.5","E","    305.1"," ,E","     16.52","E","     22.17","E","     10.87","E"
"SP000009981","1917","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    701.7","","     701.7","E","        75","E","        39","E","         4","E","         0","E","        17","E","         0","E","       186","E","        15","E","   -2.6","E,1230,+","  34.0"," ,E,0216, ","   34.6","E,0723, ","-0.4","E,1218","-2.6","E,1229","","","-0.7","E,0326","","","","","","","    1409.7","7","    1409.7","E","    466.8"," ,E","     15.90","E","     21.48","E","     10.32","E"
"SP000009981","1918","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    689.5","","     689.5","E","        74","E","        37","E","         8","E","         0","E","        11","E","         0","E","       174","E","        24","E","   -3.9","E,0111, ","  60.3"," ,E,0305, ","   34.8","E,0912, ","","","","","","","0.0","E,0304","-3.9","E,0111","","","","","    1580.3","3","    1580.3","E","    645.5"," ,E","     16.28","E","     21.91","E","     10.65","E"
"SP000009981","1919","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    658.3","","     658.3","E","        75","E","        44","E","         4","E","         0","E","         2","E","         0","E","       184","E","        28","E","   -1.4","E,0112, ","  85.6"," ,E,0926, ","   39.7","E,0812, ","","","","","","","0.0","E,0124","","","","","","","    1257.9","9","    1257.9","E","    601.5"," ,E","     16.35","E","     21.95","E","     10.75","E"
"SP000009981","1920","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    751.8","","     751.8","E","        79","E","        43","E","         3","E","         0","E","         5","E","         0","E","       212","E","        16","E","   -2.3","E,1219, ","  51.5"," ,E,0726, ","   36.1","E,0722, ","-0.8","E,1218","-2.3","E,1219","","","-1.7","E,0211","","","","","","","    1280.6","6","    1280.6","E","    527.5"," ,E","     17.05","E","     22.57","E","     11.52","E"
"SP000009981","1921","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    802.6","","     802.6","E","        69","E","        45","E","        10","E","         0","E","         4","E","         0","E","       194","E","        23","E","   -0.7","E,0302, ","  80.7"," ,E,0222, ","   37.2","E,0809,+","","","","","","","-0.7","E,0302","","","","","","","    1362.8","8","    1362.8","E","    754.1"," ,E","     16.91","E","     22.32","E","     11.49","E"
"SP000009981","1922","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    703.8","","     703.8","E","        54","E","        29","E","         4","E","         0","E","         8","E","         0","E","       210","E","        16","E","   -1.5","E,1226,+","  80.1"," ,E,0617, ","   37.2","E,0728, ","-1.0","E,1212","","","","","-1.1","E,0208","","","","","","","    1171.1","1","    1171.1","E","    444.4"," ,E","     16.75","E","     22.33","E","     11.18","E"
"SP000009981","1923","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    709.3","","     709.3","E","        62","E","        27","E","         1","E","         0","E","         0","E","         0","E","       197","E","        34","E","    0.8","E,0215, ","  49.1"," ,E,0527, ","   39.6","E,0809, ","","","","","","","","","","","","","","","    1327.3","3","    1327.3","E","    268.6"," ,E","     16.87","E","     22.49","E","     11.24","E"
"SP000009981","1924","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    814.5","","     814.5","E","        77","E","        34","E","         0","E","         0","E","        10","E","         0","E","       211","E","        26","E","   -2.1","E,1222, ","  24.6"," ,E,0923, ","   35.6","E,0703, ","-1.1","E,1221","","","","","-0.1","E,0317","","","","","","","    1282.2","2","    1282.2","E","    310.6"," ,E","     16.87","E","     22.43","E","     11.32","E"
"SP000009981","1925","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    671.8","","     671.8","E","        53","E","        26","E","         2","E","         0","E","        18","E","         0","E","       194","E","        23","E","   -2.6","E,1218, ","  27.3"," ,E,1116, ","   36.7","E,0816, ","-0.1","E,1216","-2.6","E,1218","","","-0.6","E,0315","-2.5","E,0114","","","","","    1477.9","9","    1477.9","E","    280.9"," ,E","     16.04","E","     21.67","E","     10.40","E"
"SP000009981","1926","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    761.9","","     761.9","E","        71","E","        37","E","         4","E","         0","E","         5","E","         0","E","       203","E","        16","E","   -3.1","E,0114, ","  93.0"," ,E,0831, ","   37.4","E,0827, ","-0.8","E,1224","-2.2","E,1225","","","-0.7","E,0127","-3.1","E,0114","","","","","    1190.3","3","    1190.3","E","    559.7"," ,E","     17.14","E","     22.78","E","     11.50","E"
"SP000009981","1927","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    742.1","","     742.1","E","        76","E","        43","E","         2","E","         0","E","         4","E","         0","E","       216","E","        25","E","   -0.6","E,0131, ","  42.2"," ,E,1015, ","   36.8","E,0831, ","","","","","","","-0.4","E,0221","","","","","","","    1234.7","7","    1234.7","E","    460.4"," ,E","     17.07","E","     22.63","E","     11.52","E"
"SP000009981","1928","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    868.0","","     868.0","E","        60","E","        35","E","         2","E","         0","E","         5","E","         0","E","       209","E","        48","E","   -1.4","E,0209, ","  53.1"," ,E,0226, ","   37.9","E,0727, ","-0.4","E,1212","","","","","-1.2","E,0210","","","","","","","    1250.9","9","    1250.9","E","    394.8"," ,E","     17.32","E","     22.95","E","     11.68","E"
"SP000009981","1929","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    712.3","","     712.3","E","        66","E","        33","E","         6","E","         0","E","        11","E","         0","E","       202","E","        24","E","   -1.9","E,0110, ","  57.9"," ,E,0611, ","   36.2","E,0606, ","-1.1","E,1220","","","","","-0.6","E,0119","","","","","","","    1351.2","2","    1351.2","E","    492.6"," ,E","     16.61","E","     22.32","E","     10.91","E"
"SP000009981","1930","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    764.2","","     764.2","E","        64","E","        35","E","         6","E","         0","E","         6","E","         0","E","       212","E","        24","E","   -1.7","E,0110, ","  49.2"," ,E,1018, ","   36.3","E,0721, ","","","","","","","0.0","E,0224","","","","","","","    1286.3","3","    1286.3","E","    500.9"," ,E","     17.09","E","     22.66","E","     11.52","E"
"SP000009981","1931","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    760.1","","     760.1","E","        62","E","        21","E","         2","E","         0","E","        12","E","         0","E","       225","E","        29","E","   -3.5","E,1222, ","  33.7"," ,E,0502, ","   36.9","E,0614, ","-0.6","E,1213","-3.1","E,1219","","","-0.6","E,0226","-2.9","E,0113","","","","","    1021.3","3","    1021.3","E","    238.2"," ,E","     17.15","E","     22.98","E","     11.32","E"
"SP000009981","1932","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    640.0","","     640.0","E","        91","E","        51","E","        10","E","         0","E","        14","E","         0","E","       197","E","         9","E","   -2.4","E,0206,+","  94.0"," ,E,0614, ","   37.1","E,0818, ","-0.6","E,1230","","","","","-0.2","E,0220","-2.4","E,0206","","","","","    1464.3","3","    1464.3","E","    852.8"," ,E","     16.23","E","     21.59","E","     10.86","E"
"SP000009981","1933","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    802.5","","     802.5","E","        69","E","        38","E","        10","E","         0","E","        16","E","         0","E","       212","E","        41","E","   -3.2","E,0225, ","  58.8"," ,E,1208, ","   37.0","E,0807, ","-1.5","E,1216","-2.3","E,1218","","","-3.2","E,0225","-3.2","E,0225","","","","","    1184.8","8","    1184.8","E","    783.3"," ,E","     16.76","E","     22.35","E","     11.17","E"
"SP000009981","1934","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    882.4","","     882.4","E","        58","E","        23","E","         0","E","         0","E","        13","E","         0","E","       207","E","        33","E","   -2.1","E,0111, ","  20.2"," ,E,1102, ","   37.1","E,0712, ","-0.2","E,1129","","","","","-0.2","E,0214","","","","","","","    1458.3","3","    1458.3","E","    241.8"," ,E","     17.00","E","     22.90","E","     11.09","E"
"SP000009981","1935","40.8206","0.4914","44.0","TORTOSA OBSERVATORIO DEL EBR, SP","    805.0","","     805.0","E","        55","E","        28","E","         3","E","         0","E","        11","E","         0","E","       211","E","        42","E","   -3.7","E,0112, ","  45.0"," ,E,0321, ","   35.9","E,0729,+","","","","","","","-1.8","E,0213","-3.0","E,0209","","","","","    1317.5","5","    1317.5","E","    319.4"," ,E","     17.12","E","     22.93","E","     11.32","E"
