"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044304","1989","47.317","110.633","1033.0","UNDERKHAAN, MG","       102","S","        74","S","         6","S","   39.0","S,0801, ","      9.09","S"
"MGM00044304","2002","47.317","110.633","1033.0","UNDERKHAAN, MG","       119","S","       104","S","        11","S","   36.6","S,0819, ","      8.66","S"
"MGM00044304","2003","47.317","110.633","1033.0","UNDERKHAAN, MG","       126","S","        86","S","         1","S","   34.0","S,0624, ","      7.12","S"
"MGM00044304","2005","47.317","110.633","1033.0","UNDERKHAAN, MG","       117","S","        98","S","        12","S","   37.9","S,0718, ","      7.87","S"
"MGM00044304","2007","47.317","110.633","1033.0","UNDERKHAAN, MG","       112","S","       124","S","        26","S","   38.5","S,0727, ","     10.63","S"
"MGM00044304","2008","47.317","110.633","1033.0","UNDERKHAAN, MG","        98","S","       100","S","        19","S","   40.4","S,0805, ","      9.04","S"
"MGM00044304","2009","47.317","110.633","1033.0","UNDERKHAAN, MG","       126","S","       107","S","         3","S","   34.2","S,0813, ","      7.12","S"
"MGM00044304","2010","47.317","110.633","1033.0","UNDERKHAAN, MG","       139","S","       109","S","        15","S","   41.0","S,0724, ","      6.32","S"
"MGM00044304","2011","47.317","110.633","1033.0","UNDERKHAAN, MG","       112","S","       100","S","         7","S","   35.1","S,0618, ","      8.05","S"
"MGM00044304","2012","47.317","110.633","1033.0","UNDERKHAAN, MG","       125","S","       102","S","         3","S","   34.8","S,0619, ","      6.59","S"
"MGM00044304","2013","47.317","110.633","1033.0","UNDERKHAAN, MG","       121","S","       107","S","         0","S","   31.9","S,0522, ","      7.77","S"
"MGM00044304","2014","47.317","110.633","1033.0","UNDERKHAAN, MG","       107","S","       103","S","         7","S","   34.3","S,0726, ","      9.62","S"
"MGM00044304","2015","47.317","110.633","1033.0","UNDERKHAAN, MG","       109","S","       114","S","        12","S","   37.1","S,0712, ","      9.31","S"
"MGM00044304","2017","47.317","110.633","1033.0","UNDERKHAAN, MG","       121","S","       117","S","        17","S","   36.6","S,0717, ","      8.14","S"
"MGM00044304","2018","47.317","110.633","1033.0","UNDERKHAAN, MG","       112","S","       117","S","         5","S","   34.1","S,0601,+","      8.99","S"
"MGM00044304","2019","47.317","110.633","1033.0","UNDERKHAAN, MG","       103","S","       108","S","        10","S","   35.6","S,0715, ","      9.30","S"
"MGM00044304","2020","47.317","110.633","1033.0","UNDERKHAAN, MG","       114","S","        99","S","         6","S","   35.4","S,0723,+","      7.57","S"
