"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00094897","2011","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2012","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2013","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","        35"," ","         8"," ","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2014","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","        89"," ","         9"," ","         8"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2015","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","        82"," ","        17"," ","        18"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2016","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","        87"," ","        18"," ","        16"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2017","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","       132"," ","        23"," ","        32"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2018","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","       170"," ","        23"," ","        35"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094897","2019","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","    163.6","","     163.6","W","       116","W","        69","W","         9","W","        18","W","       141","W","        60","W","        91","W","         1","W","       189"," ","        43"," ","        30"," ","  -30.5","W,0131, ","  43.2"," ,W,0922, ","   32.2","W,0710, ","0.0","W,1015","-2.7","W,1025","-6.6","W,1101","-9.9","W,1107","-9.9","W,1107","-0.5","W,0504","-3.2","W,0404","-7.1","W,0401","-7.1","W,0401","-12.1","W,0312","    4254.2","2","    4254.2","W","    899.0"," ,W","      6.41","W","     10.77","W","      2.06","W","       270","W","      19.2","W"
"USW00094897","2020","44.13333","-87.66667","198.4","MANITOWOC, WI US","","","","","","","","","","","","","","","","","","","","","","","       139"," ","        22"," ","        30"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    3922.4","4","    3922.4","W","","","","","","","","","","","",""
