"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF000068370","1965","-26.467","29.45","838.0","BETHAL, SF","    155.9","","     155.9","G","        64","I","        53","I","         2","I","         0","G","        50","G","         0","G","       235","G","         2","G","   -7.0","G,0624, ","  35.0"," ,I,1229, ","   33.0","G,1031, ","-2.5","G,0516","-2.5","G,0516","-4.4","G,0606","-7.0","G,0624","","","-1.2","G,1021","","","","","","","    1403.9","9","    1403.9","G","    582.0"," ,I","     15.05","G","     22.79","G","      7.30","G"
"SF000068370","1966","-26.467","29.45","838.0","BETHAL, SF","    225.5","","     225.5","G","        68","I","        46","I","         3","I","         0","G","        35","G","         0","G","       237","G","         1","G","   -6.8","G,0621, ","  64.0"," ,I,0126, ","   32.4","G,0116, ","-2.0","G,0521","-2.9","G,0523","-6.8","G,0621","-6.8","G,0621","","","-0.5","G,0905","-3.3","G,0822","","","","","    1296.8","8","    1296.8","G","    543.0"," ,I","     15.44","G","     22.97","G","      7.90","G"
"SF000068370","1967","-26.467","29.45","838.0","BETHAL, SF","    171.7","","     171.7","G","        96","I","        69","I","        14","I","         0","G","        43","G","         0","G","       203","G","         0","G","   -7.4","G,0710, ","  57.0"," ,I,1218, ","   31.0","G,1023, ","0.0","G,0519","-6.4","G,0612","-6.4","G,0612","-7.4","G,0710","","","-2.9","G,0824","-2.9","G,0824","-6.0","G,0818","","","    1478.5","5","    1478.5","G","   1063.0"," ,I","     14.66","G","     21.53","G","      7.78","G"
"SF000068370","1968","-26.467","29.45","838.0","BETHAL, SF","    174.7","","     174.7","G","        87","I","        53","I","         0","I","         0","G","        40","G","         0","G","       225","G","         5","G","   -7.0","G,0615, ","  25.0"," ,I,0305, ","   33.0","G,1229, ","-0.7","G,0424","-5.6","G,0604","-5.6","G,0604","-7.0","G,0615","","","-0.1","G,0825","","","","","","","    1413.4","4","    1413.4","G","    517.0"," ,I","     15.10","G","     22.34","G","      7.85","G"
"SF000068370","1969","-26.467","29.45","838.0","BETHAL, SF","    324.4","","     324.4","G","        95","I","        77","I","         8","I","         0","G","        32","G","         0","G","       203","G","         3","G","   -4.2","G,0726, ","  61.0"," ,I,1018, ","   33.7","G,0113, ","-1.4","G,0611","-2.3","G,0614","","","","","","","-0.4","G,0906","-2.8","G,0805","","","","","    1315.1","1","    1315.1","G","    983.0"," ,I","     15.41","G","     22.30","G","      8.53","G"
"SF000068370","1972","-26.467","29.45","838.0","BETHAL, SF","","","","","        74","I","        46","I","         5","I","         0","G","        37","G","         0","G","       220","G","         1","G","   -7.5","G,0802, ","  66.0"," ,I,0114, ","   32.3","G,1018, ","-2.5","G,0501","-2.5","G,0501","-6.1","G,0627","","","","","-2.5","G,0916","-2.5","G,0916","-6.5","G,0809","-7.5","G,0802","    1335.0","0","    1335.0","G","    697.0"," ,I","     15.15","G","     22.12","G","      8.19","G"
"SF000068370","1973","-26.467","29.45","838.0","BETHAL, SF","    334.0","","     334.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF000068370","1974","-26.467","29.45","838.0","BETHAL, SF","","","","","        83","I","        60","I","         8","I","         0","G","        29","G","         0","G","       203","G","         0","G","   -5.5","G,0801, ","  53.0"," ,I,0101, ","   30.0","G,1014, ","-3.0","G,0517","-3.0","G,0517","","","","","","","-3.9","G,0909","-3.9","G,0909","-4.8","G,0908","","","    1424.2","2","    1424.2","G","    907.0"," ,I","     14.84","G","     21.30","G","      8.37","G"
"SF000068370","1975","-26.467","29.45","838.0","BETHAL, SF","    115.6","","     115.6","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF000068370","1977","-26.467","29.45","838.0","BETHAL, SF","","","","","        63","I","        48","I","         6","I","","","","","","","","","","","","","  66.0"," ,I,1231, ","","","","","","","","","","","","","","","","","","","","","","","","","    633.0"," ,I","","","","","",""
"SF000068370","1979","-26.467","29.45","838.0","BETHAL, SF","    229.1","","     229.1"," ","        86","I","        64","I","         2","I","","","","","","","","","","","","","  55.0"," ,I,0321, ","","","","","","","","","","","","","","","","","","","","","","","","","    701.0"," ,I","","","","","",""
